gene_id	baseMn	l2fc	lfcSE	stat	pval	padj
NIT2	5.45e+01	0.10	0.19	5.52e-01	5.81e-01	1.00e+00
NKAIN1	4.18e+00	0.95	0.63	1.52e+00	1.29e-01	1.00e+00
NKAIN2	5.95e+00	0.31	0.54	5.82e-01	5.60e-01	1.00e+00
NKAIN3	1.18e+02	0.28	0.23	1.22e+00	2.24e-01	1.00e+00
NKAP	2.21e+02	-0.06	0.11	-5.09e-01	6.11e-01	1.00e+00
NKAPD1	5.84e+02	0.04	0.10	3.80e-01	7.04e-01	1.00e+00
NKD1	1.36e+01	-0.42	0.46	-9.10e-01	3.63e-01	1.00e+00
NKD2	5.12e+00	0.21	0.68	3.06e-01	7.60e-01	1.00e+00
NKIRAS1	1.30e+02	-0.05	0.15	-3.74e-01	7.08e-01	1.00e+00
NKIRAS2	4.32e+02	-0.08	0.11	-7.59e-01	4.48e-01	1.00e+00
NKPD1	1.39e+00	0.04	1.20	3.17e-02	9.75e-01	1.00e+00
NKRF	1.58e+02	-0.00	0.11	-4.44e-02	9.65e-01	1.00e+00
NKTR	6.26e+02	0.03	0.13	2.36e-01	8.14e-01	1.00e+00
NKX2-1	2.76e+00	0.70	0.65	1.08e+00	2.80e-01	1.00e+00
NKX2-3	1.10e+01	0.10	0.46	2.13e-01	8.31e-01	1.00e+00
NKX2-5	9.77e-01	0.84	1.35	6.18e-01	5.36e-01	1.00e+00
NKX3-1	4.43e+00	-0.46	0.63	-7.34e-01	4.63e-01	1.00e+00
NKX3-2	1.70e+00	1.24	1.04	1.19e+00	2.33e-01	1.00e+00
NLE1	5.33e+01	0.35	0.21	1.68e+00	9.22e-02	1.00e+00
NLGN1	7.34e+01	-0.10	0.15	-6.69e-01	5.04e-01	1.00e+00
NLGN2	7.98e+01	-0.03	0.18	-1.81e-01	8.57e-01	1.00e+00
NLGN3	6.78e+00	0.41	0.46	8.80e-01	3.79e-01	1.00e+00
NLGN4X	5.50e+02	0.04	0.12	3.44e-01	7.31e-01	1.00e+00
NLK	3.69e+02	0.02	0.11	1.44e-01	8.85e-01	1.00e+00
NLN	8.27e+02	0.01	0.07	1.72e-01	8.64e-01	1.00e+00
NLRC3	5.98e+01	0.11	0.18	6.54e-01	5.13e-01	1.00e+00
NLRC4	8.33e-01	0.66	1.38	4.78e-01	6.33e-01	1.00e+00
NLRC5	1.25e+00	0.57	1.07	5.37e-01	5.91e-01	1.00e+00
NLRP1	9.20e+01	-0.26	0.16	-1.62e+00	1.05e-01	1.00e+00
NLRP10	1.70e+00	2.22	1.03	2.16e+00	3.11e-02	1.00e+00
NLRP11	8.70e-01	-0.75	1.33	-5.67e-01	5.71e-01	1.00e+00
NLRP12	2.58e+00	-0.10	0.72	-1.40e-01	8.89e-01	1.00e+00
NLRP14	1.76e+00	-2.48	1.10	-2.25e+00	2.43e-02	1.00e+00
NLRP3	4.32e+00	-0.23	0.59	-3.91e-01	6.95e-01	1.00e+00
NLRX1	6.05e+01	0.14	0.17	8.15e-01	4.15e-01	1.00e+00
NMB	1.81e+00	-0.36	1.23	-2.89e-01	7.72e-01	1.00e+00
NMD3	6.07e+02	-0.05	0.09	-5.97e-01	5.51e-01	1.00e+00
NME1	1.47e+02	-0.14	0.17	-8.58e-01	3.91e-01	1.00e+00
NME1-NME2	6.22e+02	0.08	0.13	6.09e-01	5.43e-01	1.00e+00
NME2	4.05e+02	-0.07	0.15	-5.02e-01	6.16e-01	1.00e+00
NME3	1.68e+01	0.01	0.32	1.78e-02	9.86e-01	1.00e+00
NME4	2.41e+02	-0.11	0.11	-9.85e-01	3.25e-01	1.00e+00
NME5	2.47e+00	0.49	0.85	5.77e-01	5.64e-01	1.00e+00
NME6	1.05e+02	0.05	0.15	3.64e-01	7.16e-01	1.00e+00
NME7	1.96e+02	0.03	0.11	2.31e-01	8.17e-01	1.00e+00
NME9	6.43e+00	-0.02	0.60	-3.36e-02	9.73e-01	1.00e+00
NMI	1.34e+02	0.06	0.13	4.73e-01	6.36e-01	1.00e+00
NMNAT1	2.10e+02	0.04	0.15	2.86e-01	7.75e-01	1.00e+00
NMNAT2	7.75e+01	-0.14	0.13	-1.03e+00	3.04e-01	1.00e+00
NMNAT3	1.90e+00	-2.01	0.92	-2.17e+00	3.01e-02	1.00e+00
NMRAL1	1.57e+02	0.04	0.11	3.08e-01	7.58e-01	1.00e+00
NMRK1	6.71e+01	-0.14	0.22	-6.54e-01	5.13e-01	1.00e+00
NMT1	8.25e+02	-0.01	0.07	-1.40e-01	8.88e-01	1.00e+00
NMT2	2.29e+02	-0.11	0.18	-5.94e-01	5.53e-01	1.00e+00
NMU	7.28e-01	-1.15	1.58	-7.28e-01	4.66e-01	1.00e+00
NMUR1	1.87e+00	0.76	1.09	6.97e-01	4.86e-01	1.00e+00
NNAT	5.99e+01	-0.06	0.17	-3.38e-01	7.35e-01	1.00e+00
NNMT	3.07e+00	1.40	0.92	1.53e+00	1.27e-01	1.00e+00
NNT	8.06e+02	-0.01	0.08	-9.78e-02	9.22e-01	1.00e+00
NOA1	6.72e+01	-0.11	0.16	-7.15e-01	4.75e-01	1.00e+00
NOB1	1.62e+02	-0.16	0.11	-1.48e+00	1.40e-01	1.00e+00
NOC2L	7.95e+02	-0.06	0.09	-6.87e-01	4.92e-01	1.00e+00
NOC3L	2.22e+02	0.11	0.10	1.11e+00	2.67e-01	1.00e+00
NOC4L	4.73e+01	-0.60	0.20	-2.98e+00	2.85e-03	1.00e+00
NOCT	4.12e+01	0.16	0.21	7.76e-01	4.38e-01	1.00e+00
NOD1	1.70e+02	-0.09	0.12	-7.71e-01	4.41e-01	1.00e+00
NOG	1.56e+01	0.00	0.30	6.98e-03	9.94e-01	1.00e+00
NOL10	4.27e+02	0.00	0.09	1.06e-02	9.92e-01	1.00e+00
NOL11	4.09e+02	-0.18	0.09	-2.01e+00	4.46e-02	1.00e+00
NOL12	1.19e+02	0.14	0.12	1.19e+00	2.35e-01	1.00e+00
NOL3	4.59e+00	0.70	0.56	1.26e+00	2.09e-01	1.00e+00
NOL4	1.60e+01	-0.17	0.35	-4.82e-01	6.30e-01	1.00e+00
NOL4L	6.03e+02	0.15	0.08	1.86e+00	6.29e-02	1.00e+00
NOL6	1.89e+02	0.04	0.12	3.77e-01	7.06e-01	1.00e+00
NOL7	6.19e+02	-0.16	0.13	-1.24e+00	2.16e-01	1.00e+00
NOL8	7.31e+02	0.01	0.07	1.92e-01	8.48e-01	1.00e+00
NOL9	2.70e+02	0.13	0.11	1.21e+00	2.28e-01	1.00e+00
NOLC1	9.86e+02	0.02	0.08	2.00e-01	8.42e-01	1.00e+00
NOM1	3.27e+02	0.08	0.14	5.32e-01	5.95e-01	1.00e+00
NOMO1	1.31e+03	-0.07	0.08	-8.98e-01	3.69e-01	1.00e+00
NOMO2	1.15e+03	0.01	0.08	1.12e-01	9.11e-01	1.00e+00
NOMO3	1.04e+02	-0.12	0.52	-2.37e-01	8.13e-01	1.00e+00
NONO	5.61e+03	-0.09	0.08	-1.21e+00	2.26e-01	1.00e+00
NOP10	1.06e+02	-0.04	0.17	-2.09e-01	8.35e-01	1.00e+00
NOP14	8.00e+02	-0.05	0.09	-6.20e-01	5.36e-01	1.00e+00
NOP16	2.61e+02	0.08	0.11	7.37e-01	4.61e-01	1.00e+00
NOP2	3.43e+02	0.05	0.09	5.14e-01	6.07e-01	1.00e+00
NOP53	5.80e+02	0.07	0.11	5.95e-01	5.52e-01	1.00e+00
NOP56	1.04e+03	0.08	0.11	7.73e-01	4.40e-01	1.00e+00
NOP58	9.05e+02	-0.01	0.10	-8.86e-02	9.29e-01	1.00e+00
NOP9	4.52e+02	0.21	0.14	1.56e+00	1.19e-01	1.00e+00
NOPCHAP1	3.45e+02	0.34	0.16	2.08e+00	3.71e-02	1.00e+00
NOS1	3.49e+00	-0.19	0.55	-3.44e-01	7.31e-01	1.00e+00
NOS1AP	4.96e+01	-0.01	0.19	-7.78e-02	9.38e-01	1.00e+00
NOS2	1.39e+00	2.05	1.21	1.69e+00	9.07e-02	1.00e+00
NOS3	3.99e+02	-0.11	0.11	-9.34e-01	3.50e-01	1.00e+00
NOSIP	2.50e+02	-0.09	0.10	-9.21e-01	3.57e-01	1.00e+00
NOSTRIN	9.68e+01	0.04	0.18	2.31e-01	8.17e-01	1.00e+00
NOTCH1	2.29e+03	0.01	0.09	1.16e-01	9.07e-01	1.00e+00
NOTCH2	3.85e+02	0.09	0.10	8.35e-01	4.04e-01	1.00e+00
NOTCH2NLA	1.70e+01	-1.24	0.40	-3.06e+00	2.22e-03	1.00e+00
NOTCH2NLB	5.86e+01	0.14	0.27	5.32e-01	5.94e-01	1.00e+00
NOTCH2NLC	3.68e+01	0.24	0.32	7.40e-01	4.59e-01	1.00e+00
NOTCH3	3.48e+02	-0.00	0.12	-1.44e-02	9.89e-01	1.00e+00
NOTCH4	6.50e+02	0.01	0.12	5.05e-02	9.60e-01	1.00e+00
NOTO	8.45e-01	-1.04	1.36	-7.64e-01	4.45e-01	1.00e+00
NOVA1	8.24e+01	0.15	0.19	7.85e-01	4.32e-01	1.00e+00
NOVA2	2.43e+02	0.02	0.12	1.66e-01	8.68e-01	1.00e+00
NOX4	3.23e+01	-0.06	0.26	-2.37e-01	8.12e-01	1.00e+00
NOXA1	9.77e-01	2.03	1.33	1.53e+00	1.25e-01	1.00e+00
NOXRED1	3.76e+00	0.75	0.62	1.20e+00	2.31e-01	1.00e+00
NPAP1	1.05e+01	-0.04	0.41	-9.40e-02	9.25e-01	1.00e+00
NPAS1	9.66e+00	-0.31	0.36	-8.63e-01	3.88e-01	1.00e+00
NPAS2	5.03e+01	-0.38	0.15	-2.51e+00	1.21e-02	1.00e+00
NPAS3	7.38e+00	0.42	0.41	1.02e+00	3.09e-01	1.00e+00
NPAT	6.67e+01	0.17	0.18	9.14e-01	3.61e-01	1.00e+00
NPBWR1	1.03e+01	-0.59	0.37	-1.61e+00	1.08e-01	1.00e+00
NPC1	2.21e+02	-0.03	0.12	-2.78e-01	7.81e-01	1.00e+00
NPC2	9.32e+02	0.05	0.08	6.84e-01	4.94e-01	1.00e+00
NPDC1	6.74e+01	-0.03	0.22	-1.50e-01	8.81e-01	1.00e+00
NPEPL1	1.51e+02	-0.02	0.14	-1.26e-01	9.00e-01	1.00e+00
NPEPPS	9.47e+02	0.08	0.08	1.12e+00	2.64e-01	1.00e+00
NPFF	7.36e-01	-0.25	1.42	-1.79e-01	8.58e-01	1.00e+00
NPFFR1	5.47e+00	-0.36	0.55	-6.51e-01	5.15e-01	1.00e+00
NPFFR2	1.48e+01	-0.23	0.33	-7.10e-01	4.78e-01	1.00e+00
NPHP1	3.20e+01	-0.00	0.25	-9.67e-03	9.92e-01	1.00e+00
NPHP3	4.46e+02	-0.08	0.09	-9.67e-01	3.34e-01	1.00e+00
NPHP4	4.50e+01	0.08	0.18	4.76e-01	6.34e-01	1.00e+00
NPHS1	1.21e+00	-0.24	1.26	-1.92e-01	8.48e-01	1.00e+00
NPIPA1	3.46e+02	-0.07	0.17	-4.36e-01	6.63e-01	1.00e+00
NPIPA2	1.94e+01	-0.02	1.08	-1.73e-02	9.86e-01	1.00e+00
NPIPA3	2.31e+00	0.75	2.94	2.54e-01	7.99e-01	1.00e+00
NPIPA5	3.80e+02	-0.01	0.17	-5.10e-02	9.59e-01	1.00e+00
NPIPA7	4.34e+01	0.82	0.80	1.02e+00	3.09e-01	1.00e+00
NPIPA8	3.38e+01	0.76	0.27	2.80e+00	5.05e-03	1.00e+00
NPIPB11	5.46e+01	0.29	0.30	9.68e-01	3.33e-01	1.00e+00
NPIPB12	0.00e+00	0.00	0.00	0.00e+00	1.00e+00	NA
NPIPB13	7.52e+01	0.35	0.59	5.81e-01	5.61e-01	1.00e+00
NPIPB15	5.89e+01	0.30	0.25	1.20e+00	2.29e-01	1.00e+00
NPIPB2	3.93e+00	-0.26	0.57	-4.54e-01	6.50e-01	1.00e+00
NPIPB3	2.64e+02	-0.36	0.38	-9.48e-01	3.43e-01	1.00e+00
NPIPB4	5.05e+02	0.02	0.23	7.97e-02	9.36e-01	1.00e+00
NPIPB5	2.44e+02	0.22	0.17	1.26e+00	2.06e-01	1.00e+00
NPIPB6	7.70e-01	-0.61	1.80	-3.38e-01	7.35e-01	1.00e+00
NPIPB9	8.79e+00	1.18	0.44	2.67e+00	7.56e-03	1.00e+00
NPL	7.11e+01	0.10	0.16	6.05e-01	5.45e-01	1.00e+00
NPLOC4	3.37e+02	-0.05	0.10	-4.91e-01	6.23e-01	1.00e+00
NPM1	1.39e+04	0.03	0.07	3.91e-01	6.95e-01	1.00e+00
NPM2	1.19e+01	0.24	0.33	7.33e-01	4.63e-01	1.00e+00
NPM3	1.77e+02	-0.06	0.14	-4.58e-01	6.47e-01	1.00e+00
NPNT	5.03e-01	-1.65	2.09	-7.87e-01	4.31e-01	1.00e+00
NPPC	5.14e+01	0.00	0.18	6.14e-03	9.95e-01	1.00e+00
NPR1	6.02e+02	-0.03	0.10	-3.00e-01	7.64e-01	1.00e+00
NPR2	1.08e+02	0.02	0.14	1.40e-01	8.89e-01	1.00e+00
NPR3	7.05e+03	-0.03	0.12	-2.46e-01	8.05e-01	1.00e+00
NPRL2	1.69e+01	-0.16	0.29	-5.66e-01	5.71e-01	1.00e+00
NPRL3	5.06e+01	-0.04	0.20	-2.16e-01	8.29e-01	1.00e+00
NPTN	8.69e+02	-0.04	0.11	-3.55e-01	7.23e-01	1.00e+00
NPTX1	2.76e+00	0.54	0.63	8.64e-01	3.88e-01	1.00e+00
NPTX2	3.21e+01	0.02	0.22	9.79e-02	9.22e-01	1.00e+00
NPTXR	5.66e+00	0.56	0.56	1.01e+00	3.11e-01	1.00e+00
NPY1R	3.38e+01	-0.10	0.20	-4.84e-01	6.29e-01	1.00e+00
NPY5R	3.07e+01	-0.06	0.20	-2.79e-01	7.81e-01	1.00e+00
NQO1	3.48e+02	0.06	0.13	4.38e-01	6.61e-01	1.00e+00
NQO2	6.38e+01	-0.02	0.19	-1.04e-01	9.17e-01	1.00e+00
NR1D1	8.64e+00	-0.29	0.42	-6.88e-01	4.92e-01	1.00e+00
NR1D2	1.62e+02	0.14	0.11	1.35e+00	1.77e-01	1.00e+00
NR1H2	1.31e+02	-0.05	0.12	-3.90e-01	6.96e-01	1.00e+00
NR1H3	4.22e+01	-0.03	0.22	-1.18e-01	9.06e-01	1.00e+00
NR1I3	2.02e+00	1.82	1.03	1.76e+00	7.79e-02	1.00e+00
NR2C1	1.65e+02	0.10	0.12	8.07e-01	4.20e-01	1.00e+00
NR2C2	2.46e+02	0.01	0.12	1.08e-01	9.14e-01	1.00e+00
NR2C2AP	2.53e+01	-0.06	0.29	-2.03e-01	8.39e-01	1.00e+00
NR2F1	1.40e+02	-0.04	0.12	-3.55e-01	7.22e-01	1.00e+00
NR2F2	1.15e+02	0.26	0.21	1.26e+00	2.07e-01	1.00e+00
NR2F6	8.98e+01	0.29	0.16	1.84e+00	6.65e-02	1.00e+00
NR3C1	1.18e+03	0.06	0.10	6.10e-01	5.42e-01	1.00e+00
NR3C2	6.00e+00	0.56	0.49	1.15e+00	2.50e-01	1.00e+00
NR4A1	6.93e+00	0.50	0.67	7.39e-01	4.60e-01	1.00e+00
NR4A2	2.57e+00	-0.01	0.64	-1.81e-02	9.86e-01	1.00e+00
NR4A3	2.36e+00	0.77	0.94	8.19e-01	4.13e-01	1.00e+00
NR5A1	8.34e-01	0.05	1.42	3.44e-02	9.73e-01	1.00e+00
NR5A2	4.49e+02	0.04	0.08	5.32e-01	5.95e-01	1.00e+00
NR6A1	3.65e+02	0.13	0.08	1.64e+00	1.01e-01	1.00e+00
NRARP	1.30e+03	0.13	0.12	1.11e+00	2.67e-01	1.00e+00
NRAS	2.20e+03	0.05	0.09	5.92e-01	5.54e-01	1.00e+00
NRBF2	1.83e+02	-0.09	0.12	-7.84e-01	4.33e-01	1.00e+00
NRBP1	1.01e+03	-0.15	0.08	-1.86e+00	6.33e-02	1.00e+00
NRBP2	1.08e+01	-0.14	0.36	-3.80e-01	7.04e-01	1.00e+00
NRCAM	1.19e+03	-0.01	0.07	-1.20e-01	9.04e-01	1.00e+00
NRDC	1.08e+03	-0.09	0.09	-1.00e+00	3.15e-01	1.00e+00
NRDE2	1.60e+02	-0.04	0.12	-3.60e-01	7.19e-01	1.00e+00
NREP	2.34e+03	0.04	0.12	3.43e-01	7.31e-01	1.00e+00
NRF1	1.40e+02	-0.00	0.14	-2.53e-02	9.80e-01	1.00e+00
NRG1	2.88e+02	0.16	0.16	1.01e+00	3.14e-01	1.00e+00
NRG2	2.81e+00	0.75	0.72	1.05e+00	2.93e-01	1.00e+00
NRG3	6.81e+01	0.15	0.13	1.16e+00	2.45e-01	1.00e+00
NRG4	7.25e-01	0.76	1.80	4.21e-01	6.74e-01	1.00e+00
NRGN	9.73e+01	-0.23	0.19	-1.25e+00	2.13e-01	1.00e+00
NRIP1	5.71e+02	0.03	0.08	3.03e-01	7.62e-01	1.00e+00
NRIP2	7.76e+00	0.21	0.48	4.44e-01	6.57e-01	1.00e+00
NRIP3	4.43e+01	0.01	0.32	2.86e-02	9.77e-01	1.00e+00
NRK	4.54e+01	-0.01	0.21	-3.42e-02	9.73e-01	1.00e+00
NRL	5.38e+00	-0.83	0.58	-1.42e+00	1.54e-01	1.00e+00
NRM	4.46e+01	-0.14	0.22	-6.54e-01	5.13e-01	1.00e+00
NRN1	8.47e+01	-0.01	0.14	-3.57e-02	9.72e-01	1.00e+00
NRP1	6.87e+03	-0.07	0.12	-5.78e-01	5.63e-01	1.00e+00
NRP2	3.29e+03	-0.06	0.07	-8.17e-01	4.14e-01	1.00e+00
NRROS	1.24e+02	-0.06	0.19	-3.33e-01	7.39e-01	1.00e+00
NRSN1	3.02e+01	0.45	0.30	1.51e+00	1.32e-01	1.00e+00
NRSN2	1.41e+02	0.02	0.12	2.10e-01	8.34e-01	1.00e+00
NRXN1	3.28e+01	0.34	0.29	1.17e+00	2.41e-01	1.00e+00
NRXN2	3.37e+00	-0.21	0.66	-3.11e-01	7.56e-01	1.00e+00
NRXN3	2.06e+00	-0.44	0.77	-5.67e-01	5.70e-01	1.00e+00
NSA2	5.34e+02	-0.07	0.12	-5.94e-01	5.53e-01	1.00e+00
NSD1	1.39e+03	-0.02	0.11	-1.75e-01	8.61e-01	1.00e+00
NSD2	7.16e+02	-0.04	0.08	-4.60e-01	6.46e-01	1.00e+00
NSD3	9.85e+02	-0.10	0.08	-1.21e+00	2.26e-01	1.00e+00
NSDHL	1.45e+02	-0.16	0.11	-1.40e+00	1.63e-01	1.00e+00
NSF	2.86e+02	-0.02	0.10	-2.36e-01	8.14e-01	1.00e+00
NSFL1C	1.07e+03	-0.16	0.08	-1.99e+00	4.61e-02	1.00e+00
NSG1	1.53e+00	1.89	0.93	2.05e+00	4.08e-02	1.00e+00
NSL1	1.63e+02	0.03	0.17	1.51e-01	8.80e-01	1.00e+00
NSMAF	2.71e+02	-0.16	0.10	-1.66e+00	9.69e-02	1.00e+00
NSMCE1	9.17e+01	-0.13	0.14	-9.26e-01	3.54e-01	1.00e+00
NSMCE2	1.83e+02	0.06	0.13	4.15e-01	6.79e-01	1.00e+00
NSMCE3	4.54e+02	0.10	0.11	9.30e-01	3.53e-01	1.00e+00
NSMCE4A	1.29e+02	-0.02	0.12	-1.56e-01	8.76e-01	1.00e+00
NSMF	9.82e+01	-0.21	0.19	-1.11e+00	2.65e-01	1.00e+00
NSRP1	1.07e+03	-0.10	0.11	-8.71e-01	3.84e-01	1.00e+00
NSUN2	1.80e+03	0.14	0.07	1.95e+00	5.15e-02	1.00e+00
NSUN3	1.05e+02	-0.00	0.12	-1.53e-02	9.88e-01	1.00e+00
NSUN4	1.44e+02	0.18	0.15	1.18e+00	2.40e-01	1.00e+00
NSUN5	1.49e+02	-0.02	0.15	-1.23e-01	9.02e-01	1.00e+00
NSUN6	8.84e+01	-0.03	0.13	-2.01e-01	8.41e-01	1.00e+00
NSUN7	1.15e+01	-0.19	0.40	-4.77e-01	6.33e-01	1.00e+00
NT5C	8.21e+01	-0.13	0.15	-8.58e-01	3.91e-01	1.00e+00
NT5C1A	6.49e+00	0.32	0.63	5.02e-01	6.15e-01	1.00e+00
NT5C2	9.10e+02	0.00	0.07	1.75e-02	9.86e-01	1.00e+00
NT5C3A	1.75e+02	0.08	0.15	5.19e-01	6.04e-01	1.00e+00
NT5C3B	1.53e+02	0.07	0.13	5.15e-01	6.06e-01	1.00e+00
NT5DC1	1.65e+02	0.08	0.11	6.82e-01	4.95e-01	1.00e+00
NT5DC2	7.75e+02	-0.09	0.10	-8.81e-01	3.79e-01	1.00e+00
NT5DC3	5.99e+01	0.24	0.23	1.07e+00	2.87e-01	1.00e+00
NT5E	1.07e+03	-0.01	0.08	-1.52e-01	8.79e-01	1.00e+00
NT5M	3.28e+00	-1.47	0.72	-2.04e+00	4.17e-02	1.00e+00
NTAN1	1.37e+02	0.15	0.13	1.17e+00	2.44e-01	1.00e+00
NTAQ1	8.27e+01	0.06	0.16	3.85e-01	7.00e-01	1.00e+00
NTHL1	1.14e+02	-0.10	0.12	-8.84e-01	3.77e-01	1.00e+00
NTM	5.03e+01	-0.30	0.21	-1.47e+00	1.42e-01	1.00e+00
NTMT1	1.24e+02	-0.17	0.15	-1.10e+00	2.73e-01	1.00e+00
NTN1	1.84e+00	1.09	0.91	1.19e+00	2.34e-01	1.00e+00
NTN4	7.90e+01	0.00	0.19	1.97e-02	9.84e-01	1.00e+00
NTNG1	4.62e+01	0.09	0.22	4.03e-01	6.87e-01	1.00e+00
NTNG2	2.48e+00	1.03	0.82	1.25e+00	2.13e-01	1.00e+00
NTPCR	2.40e+02	0.05	0.09	4.97e-01	6.19e-01	1.00e+00
NTRK1	4.38e-01	1.98	1.93	1.02e+00	3.06e-01	1.00e+00
NTRK2	1.32e+02	-0.15	0.31	-4.94e-01	6.22e-01	1.00e+00
NTRK3	2.97e+00	-0.21	0.88	-2.35e-01	8.14e-01	1.00e+00
NTS	1.44e+02	0.19	0.11	1.73e+00	8.31e-02	1.00e+00
NTSR1	6.74e-01	-2.73	1.78	-1.53e+00	1.25e-01	1.00e+00
NUAK1	3.49e+02	0.02	0.09	1.82e-01	8.56e-01	1.00e+00
NUAK2	3.68e+01	0.03	0.25	1.24e-01	9.01e-01	1.00e+00
NUB1	4.00e+02	0.05	0.12	4.06e-01	6.84e-01	1.00e+00
NUBP1	1.59e+02	-0.11	0.11	-9.73e-01	3.31e-01	1.00e+00
NUBP2	1.90e+02	0.02	0.16	1.25e-01	9.01e-01	1.00e+00
NUBPL	3.73e+01	-0.06	0.19	-2.85e-01	7.76e-01	1.00e+00
NUCB1	1.68e+03	-0.16	0.11	-1.55e+00	1.20e-01	1.00e+00
NUCB2	6.48e+02	-0.06	0.08	-6.73e-01	5.01e-01	1.00e+00
NUCKS1	3.96e+03	-0.00	0.07	-2.16e-02	9.83e-01	1.00e+00
NUDC	2.04e+03	-0.04	0.11	-3.29e-01	7.42e-01	1.00e+00
NUDCD1	4.28e+02	0.01	0.10	1.37e-01	8.91e-01	1.00e+00
NUDCD2	6.90e+02	0.12	0.10	1.18e+00	2.38e-01	1.00e+00
NUDCD3	6.29e+02	-0.01	0.08	-7.16e-02	9.43e-01	1.00e+00
NUDT1	4.79e+01	-0.10	0.18	-5.56e-01	5.78e-01	1.00e+00
NUDT10	9.14e+01	-0.03	0.14	-2.31e-01	8.17e-01	1.00e+00
NUDT11	1.86e+02	0.16	0.14	1.15e+00	2.51e-01	1.00e+00
NUDT12	8.92e+01	-0.04	0.14	-2.92e-01	7.71e-01	1.00e+00
NUDT13	1.13e+01	0.10	0.36	2.81e-01	7.78e-01	1.00e+00
NUDT14	2.08e+02	-0.07	0.11	-6.48e-01	5.17e-01	1.00e+00
NUDT15	2.23e+02	0.19	0.09	2.11e+00	3.47e-02	1.00e+00
NUDT16	6.52e+02	0.11	0.11	1.06e+00	2.90e-01	1.00e+00
NUDT16L1	8.17e+01	-0.06	0.15	-3.89e-01	6.97e-01	1.00e+00
NUDT17	1.10e+01	-0.27	0.50	-5.31e-01	5.96e-01	1.00e+00
NUDT18	2.43e+01	-0.33	0.24	-1.38e+00	1.68e-01	1.00e+00
NUDT19	2.91e+01	0.05	0.26	1.92e-01	8.48e-01	1.00e+00
NUDT2	3.31e+01	-0.40	0.22	-1.81e+00	7.11e-02	1.00e+00
NUDT21	1.21e+03	0.07	0.07	9.46e-01	3.44e-01	1.00e+00
NUDT22	2.00e+01	-0.16	0.43	-3.71e-01	7.11e-01	1.00e+00
NUDT3	1.69e+03	0.02	0.06	3.25e-01	7.45e-01	1.00e+00
NUDT4	1.13e+03	0.14	0.11	1.24e+00	2.13e-01	1.00e+00
NUDT4B	5.30e+03	0.05	0.12	3.93e-01	6.94e-01	1.00e+00
NUDT5	3.08e+02	0.00	0.10	3.29e-02	9.74e-01	1.00e+00
NUDT6	2.29e+01	0.16	0.27	6.06e-01	5.45e-01	1.00e+00
NUDT7	5.90e+00	-0.09	0.48	-1.85e-01	8.53e-01	1.00e+00
NUDT8	1.15e+01	-0.13	0.47	-2.81e-01	7.79e-01	1.00e+00
NUDT9	2.71e+02	0.01	0.09	1.37e-01	8.91e-01	1.00e+00
NUF2	7.54e+01	0.12	0.16	7.82e-01	4.34e-01	1.00e+00
NUFIP1	1.07e+02	0.00	0.14	7.47e-03	9.94e-01	1.00e+00
NUFIP2	1.07e+03	0.08	0.09	9.98e-01	3.18e-01	1.00e+00
NUGGC	1.19e+01	0.14	0.41	3.43e-01	7.32e-01	1.00e+00
NUMA1	1.51e+03	-0.20	0.13	-1.55e+00	1.21e-01	1.00e+00
NUMB	1.20e+03	0.01	0.06	2.52e-01	8.01e-01	1.00e+00
NUMBL	2.86e+01	0.12	0.29	4.13e-01	6.80e-01	1.00e+00
NUP107	5.79e+02	0.05	0.07	6.45e-01	5.19e-01	1.00e+00
NUP133	5.68e+02	0.08	0.07	1.18e+00	2.39e-01	1.00e+00
NUP153	3.71e+02	-0.09	0.08	-1.21e+00	2.25e-01	1.00e+00
NUP155	3.39e+02	-0.08	0.08	-9.93e-01	3.21e-01	1.00e+00
NUP160	6.59e+02	-0.01	0.07	-1.35e-01	8.92e-01	1.00e+00
NUP188	3.32e+02	-0.10	0.09	-1.13e+00	2.60e-01	1.00e+00
NUP205	6.65e+02	-0.10	0.07	-1.46e+00	1.45e-01	1.00e+00
NUP210	1.97e+01	-0.33	0.30	-1.09e+00	2.75e-01	1.00e+00
NUP210L	1.23e+00	1.93	1.23	1.57e+00	1.17e-01	1.00e+00
NUP214	3.75e+02	-0.03	0.11	-2.63e-01	7.92e-01	1.00e+00
NUP35	8.04e+01	-0.04	0.17	-2.48e-01	8.04e-01	1.00e+00
NUP37	8.37e+01	-0.09	0.13	-6.62e-01	5.08e-01	1.00e+00
NUP42	6.73e+01	0.03	0.14	2.36e-01	8.13e-01	1.00e+00
NUP43	2.84e+02	0.10	0.08	1.18e+00	2.37e-01	1.00e+00
NUP50	9.67e+02	-0.02	0.08	-2.45e-01	8.07e-01	1.00e+00
NUP54	1.87e+02	-0.14	0.11	-1.29e+00	1.96e-01	1.00e+00
NUP58	4.12e+02	0.07	0.10	7.13e-01	4.76e-01	1.00e+00
NUP62	6.34e+02	0.06	0.08	7.66e-01	4.44e-01	1.00e+00
NUP62CL	3.68e+01	0.08	0.20	3.97e-01	6.92e-01	1.00e+00
NUP85	1.61e+02	0.09	0.18	4.90e-01	6.24e-01	1.00e+00
NUP88	2.05e+02	-0.14	0.10	-1.50e+00	1.35e-01	1.00e+00
NUP93	4.87e+02	-0.07	0.08	-8.61e-01	3.89e-01	1.00e+00
