gene_id	baseMn	l2fc	lfcSE	stat	pval	padj
EEF1AKMT4	1.21e+01	0.73	0.37	1.98e+00	4.74e-02	1.00e+00
EEF1D	1.53e+03	0.01	0.08	7.99e-02	9.36e-01	1.00e+00
EEF2K	3.23e+02	0.07	0.10	6.98e-01	4.85e-01	1.00e+00
EFCAB10	6.19e+00	0.74	0.53	1.41e+00	1.59e-01	1.00e+00
EFCAB11	7.01e+01	0.11	0.16	6.67e-01	5.05e-01	1.00e+00
EFCAB14	1.84e+03	0.01	0.10	1.36e-01	8.92e-01	1.00e+00
EFCAB7	5.77e+01	0.02	0.19	1.16e-01	9.07e-01	1.00e+00
EFCAB8	1.23e+00	2.14	1.28	1.67e+00	9.39e-02	1.00e+00
EFHC1	3.88e+01	0.26	0.19	1.39e+00	1.64e-01	1.00e+00
EFHD2	6.04e+02	0.06	0.12	4.71e-01	6.38e-01	1.00e+00
EFNA2	1.99e+01	0.90	0.29	3.07e+00	2.14e-03	1.00e+00
EFNA3	1.12e+01	0.33	0.43	7.63e-01	4.46e-01	1.00e+00
EFNA5	8.58e+01	0.23	0.20	1.18e+00	2.36e-01	1.00e+00
EFNB1	9.10e+01	0.26	0.18	1.44e+00	1.50e-01	1.00e+00
EFR3A	7.75e+02	0.06	0.08	7.89e-01	4.30e-01	1.00e+00
EFR3B	2.26e+02	0.10	0.12	8.25e-01	4.09e-01	1.00e+00
EFS	2.15e+01	0.27	0.24	1.11e+00	2.67e-01	1.00e+00
EGFL7	1.08e+03	0.05	0.15	2.97e-01	7.67e-01	1.00e+00
EGR2	9.67e-01	0.91	1.15	7.88e-01	4.31e-01	1.00e+00
EHD1	8.35e+02	0.14	0.12	1.18e+00	2.39e-01	1.00e+00
EHD3	3.77e+02	0.04	0.13	3.11e-01	7.56e-01	1.00e+00
EHD4	1.50e+03	0.05	0.08	5.68e-01	5.70e-01	1.00e+00
EHHADH	5.51e+00	0.38	0.52	7.31e-01	4.65e-01	1.00e+00
EID3	3.26e+00	0.49	0.63	7.80e-01	4.36e-01	1.00e+00
EIF1AD	2.67e+02	0.01	0.14	5.72e-02	9.54e-01	1.00e+00
EIF2A	3.22e+02	0.07	0.09	7.24e-01	4.69e-01	1.00e+00
EIF2AK1	5.46e+02	0.04	0.07	5.27e-01	5.98e-01	1.00e+00
EIF2AK2	6.14e+02	0.02	0.12	1.93e-01	8.47e-01	1.00e+00
EIF2B3	2.06e+02	0.07	0.10	6.94e-01	4.88e-01	1.00e+00
EIF2D	8.19e+01	0.09	0.17	5.40e-01	5.89e-01	1.00e+00
EIF2S2	1.85e+03	0.03	0.07	4.48e-01	6.54e-01	1.00e+00
EIF2S3	1.62e+03	0.08	0.07	1.14e+00	2.55e-01	1.00e+00
EIF2S3B	1.37e+00	0.25	0.95	2.65e-01	7.91e-01	1.00e+00
EIF3E	1.46e+03	0.09	0.11	7.86e-01	4.32e-01	1.00e+00
EIF3J	1.97e+03	0.07	0.07	9.16e-01	3.60e-01	1.00e+00
EIF3M	1.08e+03	0.06	0.06	8.85e-01	3.76e-01	1.00e+00
EIF4A2	3.69e+03	0.01	0.08	1.57e-01	8.75e-01	1.00e+00
EIF4E	1.11e+03	0.06	0.08	8.32e-01	4.05e-01	1.00e+00
EIF4E3	1.88e+02	0.07	0.11	6.56e-01	5.12e-01	1.00e+00
EIF4EBP2	1.96e+03	0.13	0.09	1.35e+00	1.77e-01	1.00e+00
EIF4G2	7.23e+03	0.04	0.07	5.59e-01	5.76e-01	1.00e+00
EIF5	4.91e+03	0.06	0.09	6.35e-01	5.25e-01	1.00e+00
EIF5A	4.21e+03	0.12	0.12	1.01e+00	3.13e-01	1.00e+00
EIF5A2	5.40e+01	0.09	0.23	3.86e-01	6.99e-01	1.00e+00
EIF5B	4.55e+03	0.03	0.11	2.32e-01	8.16e-01	1.00e+00
ELF1	5.54e+02	0.13	0.09	1.51e+00	1.31e-01	1.00e+00
ELF2	1.84e+02	0.03	0.12	2.29e-01	8.19e-01	1.00e+00
ELFN2	5.74e-01	1.48	2.06	7.19e-01	4.72e-01	1.00e+00
ELK1	1.39e+02	0.21	0.16	1.32e+00	1.86e-01	1.00e+00
ELK4	5.27e+02	0.14	0.10	1.46e+00	1.45e-01	1.00e+00
ELL	9.34e+01	0.08	0.17	4.89e-01	6.25e-01	1.00e+00
ELL2	2.72e+02	0.15	0.17	8.66e-01	3.86e-01	1.00e+00
ELL3	2.48e+00	0.38	0.80	4.81e-01	6.30e-01	1.00e+00
ELOA	9.61e+02	0.04	0.06	6.62e-01	5.08e-01	1.00e+00
ELOC	1.54e+02	0.04	0.12	3.57e-01	7.21e-01	1.00e+00
ELOF1	2.23e+02	0.15	0.12	1.27e+00	2.04e-01	1.00e+00
ELOVL1	2.00e+02	0.04	0.16	2.41e-01	8.09e-01	1.00e+00
ELOVL2	1.59e+01	0.02	0.34	6.65e-02	9.47e-01	1.00e+00
ELOVL4	1.88e+02	0.13	0.13	1.04e+00	3.00e-01	1.00e+00
ELOVL7	8.89e+01	0.23	0.16	1.43e+00	1.52e-01	1.00e+00
ELP2	5.23e+02	0.10	0.07	1.49e+00	1.38e-01	1.00e+00
ELP4	3.43e+01	0.40	0.21	1.93e+00	5.42e-02	1.00e+00
ELP6	2.04e+02	0.19	0.10	1.97e+00	4.87e-02	1.00e+00
EMC1	9.73e+02	0.10	0.06	1.60e+00	1.09e-01	1.00e+00
EMC10	3.47e+02	0.01	0.11	9.64e-02	9.23e-01	1.00e+00
EMC7	3.47e+02	0.06	0.08	6.50e-01	5.15e-01	1.00e+00
EMC9	3.95e+01	0.02	0.26	9.48e-02	9.24e-01	1.00e+00
EMG1	2.84e+02	0.05	0.11	4.46e-01	6.56e-01	1.00e+00
EMILIN3	1.28e+00	2.16	1.22	1.77e+00	7.60e-02	1.00e+00
EML2	4.84e+01	0.11	0.26	4.16e-01	6.77e-01	1.00e+00
EML4	7.87e+02	0.08	0.09	8.50e-01	3.95e-01	1.00e+00
EML6	1.72e+01	0.54	0.38	1.42e+00	1.57e-01	1.00e+00
EMP3	3.87e+01	0.14	0.19	7.32e-01	4.64e-01	1.00e+00
ENAH	2.25e+03	0.05	0.12	4.23e-01	6.73e-01	1.00e+00
ENAM	6.21e+00	0.40	0.55	7.29e-01	4.66e-01	1.00e+00
ENC1	1.11e+03	0.05	0.10	5.45e-01	5.85e-01	1.00e+00
ENDOD1	9.14e+02	0.11	0.11	1.02e+00	3.06e-01	1.00e+00
ENDOV	5.11e+01	0.11	0.21	5.55e-01	5.79e-01	1.00e+00
ENGASE	8.79e+01	0.06	0.17	3.45e-01	7.30e-01	1.00e+00
ENHO	6.76e-01	2.24	1.77	1.27e+00	2.05e-01	1.00e+00
ENKD1	2.40e+01	0.24	0.25	9.60e-01	3.37e-01	1.00e+00
ENO3	2.91e+00	0.20	0.68	3.00e-01	7.64e-01	1.00e+00
ENO4	1.25e+01	0.50	0.43	1.18e+00	2.39e-01	1.00e+00
ENOSF1	1.37e+02	0.04	0.13	3.04e-01	7.61e-01	1.00e+00
ENPEP	5.06e+01	0.10	0.21	4.85e-01	6.28e-01	1.00e+00
ENPP1	4.68e+02	0.03	0.09	3.89e-01	6.97e-01	1.00e+00
ENPP2	2.29e+02	0.04	0.12	3.43e-01	7.32e-01	1.00e+00
ENPP4	1.20e+02	0.10	0.15	6.90e-01	4.90e-01	1.00e+00
ENPP5	6.28e+00	0.24	0.46	5.13e-01	6.08e-01	1.00e+00
ENPP6	1.03e+00	0.88	1.34	6.51e-01	5.15e-01	1.00e+00
ENTPD3	4.51e-01	1.63	1.93	8.44e-01	3.98e-01	1.00e+00
ENTPD5	1.27e+02	0.08	0.17	4.67e-01	6.41e-01	1.00e+00
ENTPD7	6.57e+02	0.07	0.09	8.25e-01	4.09e-01	1.00e+00
EOGT	1.04e+03	0.05	0.09	5.36e-01	5.92e-01	1.00e+00
EOLA1	8.69e+01	0.20	0.17	1.21e+00	2.27e-01	1.00e+00
EOLA2	1.51e+02	0.03	0.11	2.41e-01	8.10e-01	1.00e+00
EP300	6.58e+02	0.09	0.12	7.93e-01	4.28e-01	1.00e+00
EPAS1	3.05e+03	0.01	0.06	2.01e-01	8.41e-01	1.00e+00
EPB41L4A	2.71e+02	0.08	0.10	8.90e-01	3.74e-01	1.00e+00
EPC1	3.43e+02	0.07	0.08	8.06e-01	4.20e-01	1.00e+00
EPC2	2.09e+02	0.06	0.12	5.08e-01	6.11e-01	1.00e+00
EPGN	6.99e-01	1.49	1.36	1.09e+00	2.75e-01	1.00e+00
EPHA1	2.00e+00	0.51	0.93	5.50e-01	5.82e-01	1.00e+00
EPHA10	2.18e+00	0.53	0.93	5.65e-01	5.72e-01	1.00e+00
EPHA2	3.56e+02	0.07	0.13	5.57e-01	5.78e-01	1.00e+00
EPHA3	1.27e+00	0.32	1.15	2.81e-01	7.79e-01	1.00e+00
EPHA5	6.45e-01	0.04	1.61	2.63e-02	9.79e-01	1.00e+00
EPHA7	4.92e+01	0.04	0.22	1.92e-01	8.48e-01	1.00e+00
EPHB2	7.39e+01	0.22	0.21	1.05e+00	2.93e-01	1.00e+00
EPHB3	2.00e+01	0.05	0.33	1.53e-01	8.79e-01	1.00e+00
EPHB4	2.14e+03	0.02	0.06	3.22e-01	7.48e-01	1.00e+00
EPHX2	1.48e+01	0.68	0.35	1.93e+00	5.34e-02	1.00e+00
EPM2A	6.86e+01	0.11	0.14	7.46e-01	4.56e-01	1.00e+00
EPM2AIP1	2.34e+02	0.12	0.09	1.28e+00	2.02e-01	1.00e+00
EPOR	2.65e+01	0.36	0.28	1.26e+00	2.08e-01	1.00e+00
EPPIN	5.16e+00	0.36	0.55	6.68e-01	5.04e-01	1.00e+00
EPPK1	5.38e+00	0.37	0.57	6.43e-01	5.20e-01	1.00e+00
EPS15	5.43e+02	0.07	0.08	9.02e-01	3.67e-01	1.00e+00
EPS8L1	1.69e+01	0.19	0.30	6.51e-01	5.15e-01	1.00e+00
EPS8L2	2.70e+00	0.42	0.88	4.74e-01	6.35e-01	1.00e+00
ERAP2	5.38e+00	0.39	0.51	7.67e-01	4.43e-01	1.00e+00
ERBB4	4.08e-01	0.30	1.86	1.63e-01	8.71e-01	1.00e+00
ERBIN	1.27e+03	0.04	0.07	6.10e-01	5.42e-01	1.00e+00
ERCC1	3.28e+02	0.08	0.17	4.77e-01	6.33e-01	1.00e+00
ERCC3	7.05e+02	0.03	0.06	5.27e-01	5.98e-01	1.00e+00
ERCC5	3.24e+02	0.08	0.15	5.75e-01	5.65e-01	1.00e+00
ERCC6L2	1.75e+02	0.09	0.13	7.20e-01	4.72e-01	1.00e+00
ERCC8	8.68e+01	0.24	0.22	1.05e+00	2.93e-01	1.00e+00
EREG	1.28e+00	0.58	1.13	5.10e-01	6.10e-01	1.00e+00
ERF	2.64e+02	0.04	0.11	3.45e-01	7.30e-01	1.00e+00
ERG28	4.18e+02	0.02	0.09	2.63e-01	7.92e-01	1.00e+00
ERGIC1	7.88e+02	0.08	0.16	5.01e-01	6.17e-01	1.00e+00
ERGIC2	4.20e+02	0.03	0.08	4.15e-01	6.78e-01	1.00e+00
ERH	8.68e+02	0.02	0.12	1.46e-01	8.84e-01	1.00e+00
ERI2	5.23e+01	0.06	0.22	2.66e-01	7.90e-01	1.00e+00
ERICH1	2.25e+02	0.05	0.18	2.81e-01	7.79e-01	1.00e+00
ERICH2	1.42e+01	0.10	0.35	2.87e-01	7.74e-01	1.00e+00
ERLIN2	7.78e+02	0.06	0.07	9.47e-01	3.44e-01	1.00e+00
ERMARD	9.12e+01	0.12	0.13	8.80e-01	3.79e-01	1.00e+00
ERO1A	7.11e+02	0.12	0.08	1.48e+00	1.38e-01	1.00e+00
ERO1B	2.13e+01	0.07	0.29	2.26e-01	8.21e-01	1.00e+00
ERRFI1	1.09e+03	0.17	0.13	1.33e+00	1.84e-01	1.00e+00
ERV3-1	1.41e+01	0.06	0.30	2.08e-01	8.35e-01	1.00e+00
ERV3-1-ZNF117	5.83e+01	0.35	0.48	7.24e-01	4.69e-01	1.00e+00
ERVFRD-1	1.86e+00	1.26	1.01	1.24e+00	2.16e-01	1.00e+00
ERVH48-1	6.79e+00	0.75	0.46	1.62e+00	1.06e-01	1.00e+00
ERVMER34-1	1.44e+00	0.96	0.85	1.12e+00	2.64e-01	1.00e+00
ERVV-2	5.91e-01	1.15	1.58	7.25e-01	4.69e-01	1.00e+00
ERVW-1	7.84e+00	0.29	0.48	5.88e-01	5.57e-01	1.00e+00
ESD	1.79e+02	0.03	0.11	3.06e-01	7.60e-01	1.00e+00
ESPN	6.10e-01	2.04	1.65	1.24e+00	2.16e-01	1.00e+00
ESRRA	7.96e+01	0.14	0.17	8.46e-01	3.97e-01	1.00e+00
ESRRB	4.53e+00	0.11	0.65	1.74e-01	8.62e-01	1.00e+00
ESYT2	6.24e+02	0.05	0.11	4.98e-01	6.19e-01	1.00e+00
ESYT3	2.57e+00	0.48	0.76	6.34e-01	5.26e-01	1.00e+00
ETF1	1.75e+03	0.05	0.07	6.90e-01	4.90e-01	1.00e+00
ETFBKMT	5.86e+01	0.23	0.20	1.15e+00	2.51e-01	1.00e+00
ETHE1	2.02e+01	0.15	0.26	5.63e-01	5.73e-01	1.00e+00
ETNK1	7.49e+02	0.07	0.11	6.56e-01	5.12e-01	1.00e+00
ETNK2	3.28e+01	0.04	0.22	1.68e-01	8.66e-01	1.00e+00
ETS1	1.20e+04	0.07	0.07	1.02e+00	3.09e-01	1.00e+00
ETS2	8.19e+02	0.22	0.10	2.26e+00	2.38e-02	1.00e+00
ETV1	6.43e+01	0.04	0.15	2.69e-01	7.88e-01	1.00e+00
ETV3	4.69e+02	0.12	0.07	1.76e+00	7.89e-02	1.00e+00
ETV5	4.75e+02	0.03	0.10	2.51e-01	8.02e-01	1.00e+00
ETV6	2.59e+02	0.12	0.09	1.32e+00	1.88e-01	1.00e+00
EVI2A	1.17e+00	0.21	0.98	2.14e-01	8.31e-01	1.00e+00
EVI2B	5.63e+00	0.35	0.53	6.61e-01	5.09e-01	1.00e+00
EVI5	2.82e+02	0.08	0.10	7.57e-01	4.49e-01	1.00e+00
EVL	1.96e+02	0.15	0.11	1.30e+00	1.93e-01	1.00e+00
EXD2	2.36e+02	0.06	0.10	5.72e-01	5.67e-01	1.00e+00
EXD3	8.50e+00	0.50	0.49	1.03e+00	3.01e-01	1.00e+00
EXO1	1.03e+02	0.07	0.14	5.09e-01	6.11e-01	1.00e+00
EXO5	1.26e+02	0.04	0.13	3.12e-01	7.55e-01	1.00e+00
EXOC1	4.04e+02	0.03	0.08	4.24e-01	6.71e-01	1.00e+00
EXOC2	4.86e+02	0.08	0.08	9.16e-01	3.60e-01	1.00e+00
EXOC3	3.65e+02	0.01	0.12	7.40e-02	9.41e-01	1.00e+00
EXOC3L1	1.80e+02	0.02	0.14	1.18e-01	9.06e-01	1.00e+00
EXOC6	4.42e+02	0.08	0.09	8.67e-01	3.86e-01	1.00e+00
EXOC6B	4.25e+02	0.01	0.09	1.09e-01	9.13e-01	1.00e+00
EXOC8	1.63e+02	0.02	0.10	1.66e-01	8.68e-01	1.00e+00
EXOSC6	6.46e+02	0.16	0.14	1.14e+00	2.55e-01	1.00e+00
EXOSC9	6.01e+02	0.03	0.08	3.70e-01	7.11e-01	1.00e+00
EXTL3	1.35e+03	0.01	0.07	2.08e-01	8.35e-01	1.00e+00
EYA1	1.77e+00	1.35	0.83	1.63e+00	1.04e-01	1.00e+00
EYA3	2.42e+02	0.15	0.12	1.24e+00	2.15e-01	1.00e+00
EYS	2.77e-01	0.16	2.06	7.90e-02	9.37e-01	1.00e+00
EZH1	8.47e+01	0.13	0.17	7.73e-01	4.40e-01	1.00e+00
F11R	4.05e+03	0.07	0.09	7.64e-01	4.45e-01	1.00e+00
F2R	3.49e+03	0.05	0.06	7.68e-01	4.43e-01	1.00e+00
F2RL1	1.68e+02	0.04	0.18	2.45e-01	8.07e-01	1.00e+00
F2RL2	4.21e+03	0.07	0.09	7.82e-01	4.34e-01	1.00e+00
F2RL3	4.90e+00	0.51	0.54	9.41e-01	3.47e-01	1.00e+00
F5	3.53e+01	0.21	0.29	7.19e-01	4.72e-01	1.00e+00
F7	1.87e+00	0.37	1.00	3.76e-01	7.07e-01	1.00e+00
F8A1	2.87e+01	0.24	0.28	8.52e-01	3.94e-01	1.00e+00
FAAH2	2.56e+00	0.18	0.75	2.36e-01	8.14e-01	1.00e+00
FAAP24	3.14e+01	0.07	0.23	3.00e-01	7.65e-01	1.00e+00
FABP4	2.70e+02	0.02	0.15	1.17e-01	9.07e-01	1.00e+00
FABP5	8.08e+02	0.01	0.09	9.93e-02	9.21e-01	1.00e+00
FABP7	2.59e+00	0.11	1.01	1.13e-01	9.10e-01	1.00e+00
FADS6	6.53e-01	1.74	1.64	1.06e+00	2.89e-01	1.00e+00
FAF2	6.63e+02	0.01	0.08	1.24e-01	9.01e-01	1.00e+00
FAH	2.22e+01	0.17	0.28	6.22e-01	5.34e-01	1.00e+00
FAHD1	2.55e+02	0.01	0.09	1.57e-01	8.75e-01	1.00e+00
FAHD2B	1.65e+02	0.16	0.14	1.15e+00	2.50e-01	1.00e+00
FAIM	2.39e+02	0.01	0.09	1.21e-01	9.03e-01	1.00e+00
FAM102A	1.56e+02	0.02	0.12	1.39e-01	8.89e-01	1.00e+00
FAM102B	2.70e+02	0.11	0.13	8.31e-01	4.06e-01	1.00e+00
FAM104B	2.14e+01	0.28	0.32	8.66e-01	3.87e-01	1.00e+00
FAM107A	2.88e+00	0.74	0.67	1.10e+00	2.73e-01	1.00e+00
FAM107B	2.92e+03	0.07	0.10	7.35e-01	4.62e-01	1.00e+00
FAM110A	5.10e+01	0.26	0.22	1.19e+00	2.35e-01	1.00e+00
FAM110B	2.50e+01	0.07	0.26	2.64e-01	7.92e-01	1.00e+00
FAM110D	1.22e+01	0.50	0.42	1.18e+00	2.37e-01	1.00e+00
FAM117A	7.46e+00	0.24	0.47	5.14e-01	6.07e-01	1.00e+00
FAM118A	9.32e+01	0.23	0.17	1.38e+00	1.67e-01	1.00e+00
FAM120A	5.46e+02	0.02	0.07	2.65e-01	7.91e-01	1.00e+00
FAM120AOS	3.22e+02	0.14	0.09	1.60e+00	1.10e-01	1.00e+00
FAM126A	1.02e+03	0.07	0.08	8.72e-01	3.83e-01	1.00e+00
FAM126B	4.07e+02	0.28	0.12	2.32e+00	2.06e-02	1.00e+00
FAM131B	1.73e+01	0.50	0.37	1.35e+00	1.77e-01	1.00e+00
FAM133A	2.99e+00	0.01	0.67	2.09e-02	9.83e-01	1.00e+00
FAM133B	3.07e+02	0.12	0.11	1.13e+00	2.58e-01	1.00e+00
FAM135A	1.36e+02	0.18	0.11	1.55e+00	1.21e-01	1.00e+00
FAM136A	8.04e+02	0.10	0.11	9.06e-01	3.65e-01	1.00e+00
FAM13C	1.15e+02	0.04	0.19	2.15e-01	8.30e-01	1.00e+00
FAM149A	2.43e+01	0.23	0.34	6.76e-01	4.99e-01	1.00e+00
FAM151A	2.62e+00	1.08	2.03	5.32e-01	5.94e-01	1.00e+00
FAM151B	5.61e+00	0.16	0.59	2.80e-01	7.79e-01	1.00e+00
FAM156B	1.13e+02	0.19	0.22	8.70e-01	3.84e-01	1.00e+00
FAM161A	1.02e+02	0.29	0.14	2.13e+00	3.31e-02	1.00e+00
FAM162B	3.10e+01	0.18	0.25	7.32e-01	4.64e-01	1.00e+00
FAM167A	1.19e+01	0.05	0.35	1.30e-01	8.97e-01	1.00e+00
FAM167B	3.99e-01	1.36	1.84	7.42e-01	4.58e-01	1.00e+00
FAM168A	2.87e+02	0.02	0.10	2.11e-01	8.33e-01	1.00e+00
FAM169A	1.49e+02	0.03	0.12	2.52e-01	8.01e-01	1.00e+00
FAM171A1	1.24e+03	0.05	0.07	7.65e-01	4.45e-01	1.00e+00
FAM171A2	2.54e+01	0.12	0.23	5.34e-01	5.94e-01	1.00e+00
FAM174B	1.05e+02	0.08	0.14	6.14e-01	5.39e-01	1.00e+00
FAM177A1	3.84e+02	0.01	0.11	6.52e-02	9.48e-01	1.00e+00
FAM180A	1.95e+00	1.40	0.75	1.86e+00	6.31e-02	1.00e+00
FAM180B	4.87e-01	1.19	1.92	6.22e-01	5.34e-01	1.00e+00
FAM181B	2.62e+00	1.23	0.69	1.77e+00	7.73e-02	1.00e+00
FAM185A	4.82e+01	0.15	0.26	5.68e-01	5.70e-01	1.00e+00
FAM193B	1.16e+02	0.17	0.14	1.15e+00	2.49e-01	1.00e+00
FAM199X	6.44e+02	0.14	0.10	1.38e+00	1.69e-01	1.00e+00
FAM200B	9.23e+01	0.07	0.18	3.69e-01	7.12e-01	1.00e+00
FAM204A	3.73e+02	0.08	0.07	1.23e+00	2.19e-01	1.00e+00
FAM207A	5.06e+01	0.08	0.23	3.60e-01	7.19e-01	1.00e+00
FAM210B	1.83e+02	0.06	0.12	4.96e-01	6.20e-01	1.00e+00
FAM214A	7.48e+01	0.02	0.21	9.76e-02	9.22e-01	1.00e+00
FAM214B	5.17e+01	0.03	0.19	1.62e-01	8.71e-01	1.00e+00
FAM217B	1.55e+02	0.07	0.10	6.79e-01	4.97e-01	1.00e+00
FAM220A	1.04e+02	0.01	0.12	1.01e-01	9.20e-01	1.00e+00
FAM222A	7.74e+00	0.45	0.49	9.20e-01	3.58e-01	1.00e+00
FAM222B	1.34e+02	0.10	0.15	6.42e-01	5.21e-01	1.00e+00
FAM228B	1.93e+01	0.40	0.25	1.60e+00	1.10e-01	1.00e+00
FAM234A	3.14e+02	0.05	0.10	4.74e-01	6.36e-01	1.00e+00
FAM234B	3.39e+02	0.02	0.08	2.22e-01	8.25e-01	1.00e+00
FAM241A	9.25e+02	0.18	0.10	1.77e+00	7.62e-02	1.00e+00
FAM241B	4.40e+00	0.41	0.64	6.46e-01	5.19e-01	1.00e+00
FAM243A	1.68e+00	0.49	0.89	5.52e-01	5.81e-01	1.00e+00
FAM243B	1.68e+00	0.49	0.89	5.52e-01	5.81e-01	1.00e+00
FAM3D	4.94e-01	0.35	1.78	1.98e-01	8.43e-01	1.00e+00
FAM43A	4.08e+02	0.01	0.13	7.87e-02	9.37e-01	1.00e+00
FAM50B	6.19e+00	0.35	0.47	7.38e-01	4.61e-01	1.00e+00
FAM53B	1.42e+02	0.19	0.14	1.37e+00	1.70e-01	1.00e+00
FAM71F1	2.12e+00	0.48	0.92	5.22e-01	6.01e-01	1.00e+00
FAM72B	1.48e+01	0.53	1.04	5.16e-01	6.06e-01	1.00e+00
FAM72C	1.97e+01	0.08	0.67	1.14e-01	9.09e-01	1.00e+00
FAM76A	1.20e+02	0.01	0.15	5.25e-02	9.58e-01	1.00e+00
FAM78B	1.08e+01	0.06	0.46	1.24e-01	9.02e-01	1.00e+00
FAM81B	4.85e+00	0.27	0.56	4.78e-01	6.33e-01	1.00e+00
FAM83D	2.69e+01	0.15	0.24	6.20e-01	5.35e-01	1.00e+00
FAM83E	3.23e+00	0.86	0.65	1.32e+00	1.86e-01	1.00e+00
FAM83F	5.53e+00	0.03	0.58	5.36e-02	9.57e-01	1.00e+00
FAM83G	7.93e+00	0.16	0.47	3.45e-01	7.30e-01	1.00e+00
FAM86B2	1.71e+01	0.80	0.99	8.08e-01	4.19e-01	1.00e+00
FAM8A1	2.79e+02	0.11	0.12	9.17e-01	3.59e-01	1.00e+00
FAM91A1	3.64e+02	0.08	0.12	6.54e-01	5.13e-01	1.00e+00
FAM9C	7.91e-01	0.23	1.42	1.59e-01	8.74e-01	1.00e+00
FANCB	3.13e+01	0.47	0.22	2.17e+00	3.02e-02	1.00e+00
FANCC	7.40e+01	0.06	0.15	4.03e-01	6.87e-01	1.00e+00
FANCD2	1.07e+02	0.12	0.15	8.06e-01	4.20e-01	1.00e+00
FANCF	1.29e+02	0.18	0.14	1.31e+00	1.90e-01	1.00e+00
FANCG	7.12e+01	0.09	0.19	5.08e-01	6.11e-01	1.00e+00
FANCI	2.65e+02	0.05	0.12	4.39e-01	6.61e-01	1.00e+00
FANCL	9.85e+01	0.10	0.13	7.33e-01	4.63e-01	1.00e+00
FANCM	1.33e+02	0.15	0.16	8.89e-01	3.74e-01	1.00e+00
FAR1	9.63e+02	0.11	0.09	1.22e+00	2.21e-01	1.00e+00
FAS	1.29e+02	0.06	0.14	4.07e-01	6.84e-01	1.00e+00
FASTK	8.24e+01	0.03	0.16	1.57e-01	8.75e-01	1.00e+00
FASTKD2	2.90e+02	0.03	0.11	3.11e-01	7.56e-01	1.00e+00
FASTKD5	1.10e+02	0.01	0.11	1.05e-01	9.17e-01	1.00e+00
FAT1	2.50e+03	0.01	0.15	4.49e-02	9.64e-01	1.00e+00
FAT2	1.27e+00	0.55	1.12	4.95e-01	6.21e-01	1.00e+00
FAU	7.71e+02	0.01	0.08	8.94e-02	9.29e-01	1.00e+00
FAXC	2.53e+01	0.44	0.27	1.61e+00	1.07e-01	1.00e+00
FAXDC2	1.49e+01	0.37	0.38	9.77e-01	3.28e-01	1.00e+00
FBLIM1	5.79e+02	0.02	0.10	2.45e-01	8.07e-01	1.00e+00
FBN3	1.63e+01	0.12	0.30	3.94e-01	6.94e-01	1.00e+00
FBRSL1	1.01e+02	0.11	0.14	7.67e-01	4.43e-01	1.00e+00
FBXL13	6.29e+00	0.10	0.47	2.14e-01	8.31e-01	1.00e+00
FBXL18	1.82e+02	0.16	0.14	1.16e+00	2.48e-01	1.00e+00
FBXL19	1.84e+02	0.09	0.10	8.74e-01	3.82e-01	1.00e+00
FBXL20	1.60e+02	0.05	0.11	4.20e-01	6.74e-01	1.00e+00
FBXL22	3.61e+00	0.33	0.61	5.40e-01	5.89e-01	1.00e+00
FBXL3	3.28e+02	0.09	0.08	1.11e+00	2.68e-01	1.00e+00
FBXL4	1.60e+02	0.13	0.11	1.11e+00	2.65e-01	1.00e+00
FBXL7	2.94e+02	0.12	0.11	1.06e+00	2.88e-01	1.00e+00
FBXO15	6.76e-01	0.58	1.36	4.25e-01	6.71e-01	1.00e+00
FBXO21	5.56e+02	0.06	0.10	5.97e-01	5.51e-01	1.00e+00
FBXO24	7.07e-01	1.83	1.65	1.11e+00	2.66e-01	1.00e+00
FBXO25	9.56e+01	0.17	0.13	1.31e+00	1.89e-01	1.00e+00
FBXO28	2.50e+02	0.07	0.10	7.66e-01	4.44e-01	1.00e+00
FBXO30	3.96e+02	0.05	0.08	5.86e-01	5.58e-01	1.00e+00
FBXO33	6.13e+01	0.27	0.17	1.60e+00	1.09e-01	1.00e+00
FBXO36	1.18e+01	0.47	0.32	1.47e+00	1.40e-01	1.00e+00
FBXO39	2.34e+00	0.02	0.79	2.72e-02	9.78e-01	1.00e+00
FBXO41	1.34e+01	0.45	0.30	1.50e+00	1.35e-01	1.00e+00
FBXO42	1.17e+02	0.02	0.14	1.52e-01	8.79e-01	1.00e+00
FBXO46	5.42e+01	0.05	0.21	2.33e-01	8.16e-01	1.00e+00
FBXO48	2.65e+01	0.08	0.25	3.09e-01	7.57e-01	1.00e+00
FBXO5	8.15e+01	0.13	0.20	6.48e-01	5.17e-01	1.00e+00
FBXO6	7.91e+00	0.47	0.50	9.40e-01	3.47e-01	1.00e+00
FBXO7	4.17e+02	0.08	0.09	9.01e-01	3.67e-01	1.00e+00
FBXO9	2.11e+02	0.07	0.09	7.17e-01	4.73e-01	1.00e+00
FBXW11	4.58e+02	0.02	0.08	2.44e-01	8.07e-01	1.00e+00
FBXW2	7.26e+02	0.02	0.06	3.27e-01	7.44e-01	1.00e+00
FBXW8	2.18e+02	0.03	0.14	2.46e-01	8.06e-01	1.00e+00
FBXW9	2.23e+01	0.10	0.26	4.00e-01	6.89e-01	1.00e+00
FCAR	4.11e+00	0.32	0.68	4.76e-01	6.34e-01	1.00e+00
