gene_id	baseMn	l2fc	lfcSE	stat	pval	padj
PKDREJ	8.28e-01	0.04	1.40	3.11e-02	9.75e-01	1.00e+00
PKHD1L1	1.46e+00	0.69	1.09	6.29e-01	5.29e-01	1.00e+00
PKIA	1.68e+02	0.09	0.13	6.81e-01	4.96e-01	1.00e+00
PKIB	5.84e+02	0.20	0.14	1.50e+00	1.34e-01	1.00e+00
PKN2	6.19e+02	0.02	0.08	2.62e-01	7.94e-01	1.00e+00
PKNOX1	2.70e+02	0.01	0.12	8.46e-02	9.33e-01	1.00e+00
PKP4	1.20e+03	0.09	0.06	1.47e+00	1.41e-01	1.00e+00
PLA2G10	1.20e+00	0.48	1.07	4.52e-01	6.52e-01	1.00e+00
PLA2G2D	1.42e+00	3.09	1.25	2.48e+00	1.31e-02	1.00e+00
PLA2G4A	8.90e+01	0.13	0.17	7.60e-01	4.47e-01	1.00e+00
PLA2G4B	1.10e+00	0.72	2.63	2.74e-01	7.84e-01	1.00e+00
PLA2G4D	1.10e+00	0.74	1.26	5.84e-01	5.59e-01	1.00e+00
PLA2G4E	4.90e-01	1.08	2.12	5.08e-01	6.12e-01	1.00e+00
PLAA	1.09e+03	0.02	0.06	2.68e-01	7.89e-01	1.00e+00
PLAAT3	3.66e+02	0.01	0.09	1.55e-01	8.77e-01	1.00e+00
PLAC8L1	1.29e+00	0.56	1.12	4.97e-01	6.19e-01	1.00e+00
PLAC9	8.16e-01	0.81	1.48	5.49e-01	5.83e-01	1.00e+00
PLAG1	9.36e+01	0.14	0.12	1.17e+00	2.42e-01	1.00e+00
PLAGL2	1.94e+02	0.13	0.11	1.23e+00	2.20e-01	1.00e+00
PLAT	2.65e+02	0.02	0.11	1.97e-01	8.43e-01	1.00e+00
PLCD3	3.80e+01	0.13	0.22	5.85e-01	5.58e-01	1.00e+00
PLCE1	1.63e+01	0.03	0.31	1.06e-01	9.16e-01	1.00e+00
PLCG2	1.49e+02	0.08	0.19	4.15e-01	6.78e-01	1.00e+00
PLCXD1	1.35e+02	0.16	0.14	1.14e+00	2.54e-01	1.00e+00
PLCXD2	2.38e+00	0.72	0.75	9.59e-01	3.37e-01	1.00e+00
PLCXD3	1.17e+01	0.27	0.37	7.40e-01	4.59e-01	1.00e+00
PLD4	7.29e-01	3.32	3.01	1.10e+00	2.70e-01	1.00e+00
PLD6	2.74e+00	0.61	0.74	8.20e-01	4.12e-01	1.00e+00
PLEKHA1	5.19e+02	0.08	0.07	1.14e+00	2.54e-01	1.00e+00
PLEKHA3	1.65e+02	0.17	0.14	1.20e+00	2.30e-01	1.00e+00
PLEKHA5	2.51e+02	0.01	0.09	8.80e-02	9.30e-01	1.00e+00
PLEKHA6	6.07e+00	0.56	0.48	1.17e+00	2.42e-01	1.00e+00
PLEKHA8	9.27e+02	0.03	0.09	2.98e-01	7.66e-01	1.00e+00
PLEKHB2	1.22e+03	0.06	0.08	7.67e-01	4.43e-01	1.00e+00
PLEKHF1	2.32e+00	0.02	0.94	2.10e-02	9.83e-01	1.00e+00
PLEKHF2	3.14e+02	0.05	0.13	3.70e-01	7.11e-01	1.00e+00
PLEKHG1	1.21e+03	0.06	0.09	5.99e-01	5.49e-01	1.00e+00
PLEKHG4B	2.06e+01	0.05	0.32	1.62e-01	8.71e-01	1.00e+00
PLEKHG6	2.69e+00	1.21	0.71	1.70e+00	8.86e-02	1.00e+00
PLEKHH2	1.17e+01	0.30	0.32	9.21e-01	3.57e-01	1.00e+00
PLEKHJ1	6.39e+02	0.07	0.10	6.94e-01	4.88e-01	1.00e+00
PLEKHM3	1.05e+02	0.04	0.17	2.05e-01	8.38e-01	1.00e+00
PLG	2.30e+00	3.78	2.78	1.36e+00	1.74e-01	1.00e+00
PLGRKT	6.10e+01	0.07	0.18	4.01e-01	6.88e-01	1.00e+00
PLIN3	4.58e+02	0.02	0.10	2.27e-01	8.20e-01	1.00e+00
PLIN5	1.14e+00	2.34	1.13	2.06e+00	3.91e-02	1.00e+00
PLK2	4.18e+03	0.08	0.07	1.13e+00	2.59e-01	1.00e+00
PLK3	4.91e+01	0.01	0.18	4.11e-02	9.67e-01	1.00e+00
PLK5	1.86e+00	0.40	0.95	4.24e-01	6.71e-01	1.00e+00
PLLP	9.14e+00	0.50	0.40	1.26e+00	2.08e-01	1.00e+00
PLOD2	3.68e+02	0.09	0.09	1.01e+00	3.13e-01	1.00e+00
PLPBP	2.33e+02	0.01	0.09	9.61e-02	9.23e-01	1.00e+00
PLPP2	1.51e+01	0.06	0.31	1.98e-01	8.43e-01	1.00e+00
PLPP4	9.17e+00	0.26	0.42	6.37e-01	5.24e-01	1.00e+00
PLPP5	3.04e+01	0.12	0.23	5.07e-01	6.12e-01	1.00e+00
PLPPR1	4.59e+00	0.06	0.59	9.50e-02	9.24e-01	1.00e+00
PLPPR2	3.81e+01	0.08	0.21	3.76e-01	7.07e-01	1.00e+00
PLPPR4	3.44e+00	0.05	0.70	6.85e-02	9.45e-01	1.00e+00
PLRG1	6.62e+02	0.03	0.08	4.30e-01	6.67e-01	1.00e+00
PLS3	3.27e+03	0.02	0.07	2.42e-01	8.09e-01	1.00e+00
PLSCR1	2.11e+02	0.01	0.10	5.69e-02	9.55e-01	1.00e+00
PLSCR4	8.27e+01	0.26	0.20	1.32e+00	1.88e-01	1.00e+00
PLXDC1	3.67e+00	0.50	0.61	8.27e-01	4.08e-01	1.00e+00
PLXNA1	4.62e+02	0.11	0.08	1.39e+00	1.64e-01	1.00e+00
PLXNA3	1.98e+02	0.04	0.13	2.73e-01	7.85e-01	1.00e+00
PLXNA4	9.28e+01	0.06	0.15	4.06e-01	6.85e-01	1.00e+00
PLXNB1	1.03e+02	0.03	0.18	1.84e-01	8.54e-01	1.00e+00
PLXNB2	3.63e+02	0.04	0.13	3.52e-01	7.25e-01	1.00e+00
PLXNC1	3.60e+00	0.27	0.58	4.73e-01	6.36e-01	1.00e+00
PM20D1	1.35e+00	0.84	0.94	8.93e-01	3.72e-01	1.00e+00
PM20D2	2.77e+02	0.21	0.15	1.37e+00	1.72e-01	1.00e+00
PMAIP1	4.87e+01	0.02	0.22	1.02e-01	9.19e-01	1.00e+00
PMCH	4.53e+00	0.01	1.28	8.34e-03	9.93e-01	1.00e+00
PMFBP1	3.28e+00	0.28	0.71	3.89e-01	6.97e-01	1.00e+00
PMP22	1.30e+03	0.07	0.15	4.96e-01	6.20e-01	1.00e+00
PNISR	9.83e+02	0.04	0.11	3.48e-01	7.28e-01	1.00e+00
PNKD	7.84e+01	0.06	0.18	3.37e-01	7.36e-01	1.00e+00
PNMA1	1.19e+03	0.08	0.09	9.16e-01	3.60e-01	1.00e+00
PNMA2	3.16e+00	0.27	0.63	4.34e-01	6.65e-01	1.00e+00
PNMA3	3.64e+00	0.36	0.58	6.21e-01	5.35e-01	1.00e+00
PNMA8B	2.75e+01	0.33	0.27	1.19e+00	2.35e-01	1.00e+00
PNMA8C	5.26e+00	0.41	0.70	5.79e-01	5.62e-01	1.00e+00
PNPLA1	1.02e+00	1.74	1.45	1.20e+00	2.30e-01	1.00e+00
PNPLA4	5.21e+01	0.03	0.15	2.07e-01	8.36e-01	1.00e+00
PNPLA7	5.04e+00	0.55	0.60	9.27e-01	3.54e-01	1.00e+00
PNPO	5.98e+01	0.07	0.18	3.84e-01	7.01e-01	1.00e+00
PNPT1	2.80e+02	0.02	0.09	2.35e-01	8.15e-01	1.00e+00
PNRC1	9.52e+01	0.12	0.22	5.60e-01	5.76e-01	1.00e+00
POC1A	5.67e+01	0.03	0.18	1.68e-01	8.67e-01	1.00e+00
POC1B-GALNT4	3.09e+01	0.98	0.99	9.96e-01	3.19e-01	1.00e+00
PODN	1.85e+00	0.72	1.19	6.02e-01	5.47e-01	1.00e+00
PODNL1	1.00e+00	1.12	1.14	9.83e-01	3.26e-01	1.00e+00
POGK	5.45e+02	0.06	0.08	7.72e-01	4.40e-01	1.00e+00
POGLUT1	1.42e+02	0.23	0.11	2.08e+00	3.74e-02	1.00e+00
POGLUT2	1.86e+02	0.02	0.11	2.01e-01	8.41e-01	1.00e+00
POGLUT3	6.53e+02	0.11	0.08	1.29e+00	1.98e-01	1.00e+00
POGZ	4.62e+02	0.13	0.10	1.36e+00	1.74e-01	1.00e+00
POLD1	2.00e+02	0.16	0.10	1.52e+00	1.28e-01	1.00e+00
POLD2	1.44e+02	0.03	0.15	2.14e-01	8.31e-01	1.00e+00
POLD3	1.94e+02	0.01	0.10	1.32e-01	8.95e-01	1.00e+00
POLD4	4.82e+01	0.09	0.27	3.23e-01	7.47e-01	1.00e+00
POLE	3.03e+02	0.03	0.11	2.75e-01	7.84e-01	1.00e+00
POLG2	5.77e+01	0.02	0.17	1.20e-01	9.04e-01	1.00e+00
POLH	1.73e+02	0.02	0.15	1.15e-01	9.09e-01	1.00e+00
POLI	1.41e+02	0.01	0.12	6.06e-02	9.52e-01	1.00e+00
POLK	1.73e+02	0.01	0.11	1.25e-01	9.00e-01	1.00e+00
POLL	3.37e+01	0.04	0.21	2.11e-01	8.33e-01	1.00e+00
POLN	2.13e+00	0.59	1.07	5.46e-01	5.85e-01	1.00e+00
POLR1B	2.80e+02	0.02	0.09	2.09e-01	8.34e-01	1.00e+00
POLR1F	4.34e+02	0.03	0.09	3.78e-01	7.05e-01	1.00e+00
POLR1G	1.32e+02	0.22	0.20	1.07e+00	2.84e-01	1.00e+00
POLR2B	1.65e+03	0.02	0.07	3.79e-01	7.05e-01	1.00e+00
POLR2C	1.56e+02	0.06	0.16	3.88e-01	6.98e-01	1.00e+00
POLR2D	4.55e+02	0.15	0.10	1.47e+00	1.42e-01	1.00e+00
POLR2G	1.91e+02	0.03	0.15	1.87e-01	8.51e-01	1.00e+00
POLR2H	2.03e+02	0.01	0.12	1.07e-01	9.15e-01	1.00e+00
POLR2J2	1.74e+01	0.19	0.90	2.13e-01	8.31e-01	1.00e+00
POLR3A	4.39e+02	0.04	0.07	6.23e-01	5.33e-01	1.00e+00
POLR3B	2.13e+02	0.03	0.10	3.24e-01	7.46e-01	1.00e+00
POLR3C	1.72e+02	0.07	0.12	6.16e-01	5.38e-01	1.00e+00
POLR3F	1.47e+02	0.11	0.11	9.70e-01	3.32e-01	1.00e+00
POLR3G	9.68e+01	0.21	0.19	1.16e+00	2.47e-01	1.00e+00
POLR3K	2.53e+02	0.06	0.12	5.32e-01	5.95e-01	1.00e+00
POLRMT	3.94e+02	0.09	0.11	8.01e-01	4.23e-01	1.00e+00
POM121C	3.74e+02	0.03	0.09	2.80e-01	7.80e-01	1.00e+00
POM121L2	5.06e-01	1.67	1.73	9.65e-01	3.34e-01	1.00e+00
POMZP3	8.63e+00	0.10	0.49	1.97e-01	8.44e-01	1.00e+00
PON2	4.35e+02	0.03	0.11	2.53e-01	8.01e-01	1.00e+00
POP4	1.94e+02	0.02	0.10	1.70e-01	8.65e-01	1.00e+00
POPDC3	1.05e+02	0.12	0.14	8.46e-01	3.98e-01	1.00e+00
PORCN	1.51e+01	0.08	0.30	2.74e-01	7.84e-01	1.00e+00
POSTN	1.34e+01	0.28	0.31	8.98e-01	3.69e-01	1.00e+00
POT1	1.30e+02	0.17	0.15	1.14e+00	2.55e-01	1.00e+00
POTEB3	1.17e+00	0.55	1.42	3.83e-01	7.02e-01	1.00e+00
POTEC	9.83e-01	0.61	1.55	3.95e-01	6.93e-01	1.00e+00
POTEE	7.80e-01	0.70	1.61	4.34e-01	6.64e-01	1.00e+00
POTEF	1.47e+00	0.59	1.38	4.29e-01	6.68e-01	1.00e+00
POTEM	1.83e+00	1.49	0.98	1.52e+00	1.28e-01	1.00e+00
POU2F1	2.50e+02	0.17	0.12	1.43e+00	1.54e-01	1.00e+00
POU2F2	1.23e+02	0.17	0.15	1.09e+00	2.75e-01	1.00e+00
POU2F3	9.39e-01	0.18	1.25	1.41e-01	8.88e-01	1.00e+00
POU3F3	1.28e+00	1.03	1.10	9.37e-01	3.49e-01	1.00e+00
POU3F4	7.44e-01	0.41	1.35	3.05e-01	7.61e-01	1.00e+00
POU5F1	5.06e+00	0.67	0.58	1.14e+00	2.53e-01	1.00e+00
POU5F2	3.40e+00	0.65	0.62	1.05e+00	2.95e-01	1.00e+00
POU6F1	2.64e+01	0.27	0.24	1.12e+00	2.63e-01	1.00e+00
POU6F2	5.00e+00	0.04	0.51	7.64e-02	9.39e-01	1.00e+00
PP2D1	6.02e-01	2.47	1.62	1.52e+00	1.29e-01	1.00e+00
PPA1	2.40e+02	0.05	0.10	5.13e-01	6.08e-01	1.00e+00
PPAN-P2RY11	1.87e+01	0.78	0.47	1.67e+00	9.43e-02	1.00e+00
PPARA	1.23e+02	0.03	0.11	3.04e-01	7.61e-01	1.00e+00
PPARGC1A	3.28e+01	0.05	0.22	2.39e-01	8.11e-01	1.00e+00
PPARGC1B	5.46e+01	0.17	0.28	5.92e-01	5.54e-01	1.00e+00
PPAT	4.25e+02	0.09	0.11	8.31e-01	4.06e-01	1.00e+00
PPEF2	1.11e+00	1.07	1.27	8.41e-01	4.00e-01	1.00e+00
PPFIA1	5.77e+02	0.02	0.09	2.73e-01	7.85e-01	1.00e+00
PPFIA2	3.31e+00	0.53	0.65	8.26e-01	4.09e-01	1.00e+00
PPFIBP2	2.20e+01	0.18	0.28	6.40e-01	5.22e-01	1.00e+00
PPHLN1	2.79e+02	0.01	0.10	9.82e-02	9.22e-01	1.00e+00
PPIC	8.16e+02	0.02	0.08	2.90e-01	7.72e-01	1.00e+00
PPID	1.17e+03	0.02	0.08	2.67e-01	7.90e-01	1.00e+00
PPIL1	2.25e+02	0.06	0.12	4.78e-01	6.32e-01	1.00e+00
PPIL4	7.94e+02	0.01	0.11	1.32e-01	8.95e-01	1.00e+00
PPIP5K1	8.01e+01	0.17	0.15	1.16e+00	2.48e-01	1.00e+00
PPIP5K2	5.51e+02	0.03	0.09	3.10e-01	7.57e-01	1.00e+00
PPM1A	3.50e+02	0.01	0.12	7.05e-02	9.44e-01	1.00e+00
PPM1D	3.49e+02	0.13	0.12	1.03e+00	3.02e-01	1.00e+00
PPM1F	1.86e+03	0.08	0.07	1.13e+00	2.60e-01	1.00e+00
PPM1H	1.17e+02	0.13	0.13	9.43e-01	3.46e-01	1.00e+00
PPM1K	2.08e+02	0.11	0.10	1.08e+00	2.79e-01	1.00e+00
PPM1L	3.24e+02	0.09	0.11	7.90e-01	4.30e-01	1.00e+00
PPM1N	4.73e-01	1.04	1.80	5.80e-01	5.62e-01	1.00e+00
PPP1CB	3.97e+03	0.03	0.08	3.76e-01	7.07e-01	1.00e+00
PPP1R10	2.98e+02	0.05	0.09	5.08e-01	6.12e-01	1.00e+00
PPP1R12B	6.91e+01	0.15	0.18	8.53e-01	3.94e-01	1.00e+00
PPP1R12C	3.31e+02	0.01	0.10	8.73e-02	9.30e-01	1.00e+00
PPP1R1A	1.50e+00	0.17	0.88	1.96e-01	8.45e-01	1.00e+00
PPP1R1C	2.14e+00	1.03	1.02	1.02e+00	3.09e-01	1.00e+00
PPP1R35	1.14e+01	0.40	0.38	1.05e+00	2.93e-01	1.00e+00
PPP1R36	1.20e+01	0.22	0.38	5.81e-01	5.61e-01	1.00e+00
PPP1R3B	5.38e+02	0.02	0.12	1.37e-01	8.91e-01	1.00e+00
PPP1R3C	7.69e+00	0.58	0.46	1.24e+00	2.14e-01	1.00e+00
PPP1R3E	1.93e+01	0.60	0.25	2.43e+00	1.52e-02	1.00e+00
PPP1R8	4.00e+02	0.03	0.10	2.73e-01	7.85e-01	1.00e+00
PPP1R9A	8.61e+01	0.28	0.17	1.60e+00	1.09e-01	1.00e+00
PPP2R3A	1.37e+02	0.10	0.13	7.53e-01	4.51e-01	1.00e+00
PPP2R5A	1.76e+02	0.01	0.14	4.81e-02	9.62e-01	1.00e+00
PPP2R5B	4.57e+01	0.01	0.20	6.04e-02	9.52e-01	1.00e+00
PPP2R5C	3.88e+02	0.05	0.11	4.44e-01	6.57e-01	1.00e+00
PPP3CA	6.92e+02	0.02	0.07	2.18e-01	8.28e-01	1.00e+00
PPP3CB	3.87e+02	0.07	0.11	6.46e-01	5.18e-01	1.00e+00
PPP3R1	1.01e+03	0.06	0.08	7.47e-01	4.55e-01	1.00e+00
PPP4R1	9.93e+02	0.03	0.07	4.80e-01	6.31e-01	1.00e+00
PPP4R3A	1.30e+03	0.08	0.08	9.44e-01	3.45e-01	1.00e+00
PPP4R3B	8.09e+02	0.01	0.08	1.05e-01	9.16e-01	1.00e+00
PPP6C	5.62e+02	0.06	0.08	7.79e-01	4.36e-01	1.00e+00
PPP6R2	3.06e+02	0.03	0.12	2.73e-01	7.85e-01	1.00e+00
PPP6R3	9.39e+02	0.08	0.07	1.18e+00	2.38e-01	1.00e+00
PPT1	4.99e+02	0.01	0.10	1.26e-01	9.00e-01	1.00e+00
PPT2	2.80e+02	0.04	0.09	3.97e-01	6.91e-01	1.00e+00
PPTC7	2.80e+02	0.09	0.11	7.91e-01	4.29e-01	1.00e+00
PRADC1	5.87e+01	0.08	0.17	4.67e-01	6.40e-01	1.00e+00
PRAM1	4.92e-01	1.49	2.31	6.45e-01	5.19e-01	1.00e+00
PRCC	2.96e+02	0.05	0.09	5.47e-01	5.84e-01	1.00e+00
PRCP	6.27e+03	0.02	0.10	1.88e-01	8.51e-01	1.00e+00
PRDM10	1.06e+02	0.07	0.13	5.20e-01	6.03e-01	1.00e+00
PRDM11	1.21e+02	0.04	0.17	2.68e-01	7.88e-01	1.00e+00
PRDM15	1.11e+02	0.08	0.12	6.96e-01	4.87e-01	1.00e+00
PRDM2	5.39e+02	0.15	0.08	1.93e+00	5.42e-02	1.00e+00
PRDM5	5.00e+01	0.34	0.16	2.10e+00	3.56e-02	1.00e+00
PRDX4	4.05e+02	0.08	0.10	7.90e-01	4.29e-01	1.00e+00
PRDX6	7.74e+02	0.04	0.10	3.56e-01	7.22e-01	1.00e+00
PRELID2	9.94e+01	0.11	0.15	7.40e-01	4.59e-01	1.00e+00
PRELID3A	5.48e+00	0.15	0.45	3.41e-01	7.33e-01	1.00e+00
PRELID3B	2.38e+02	0.16	0.11	1.44e+00	1.49e-01	1.00e+00
PRELP	4.11e+00	0.88	0.71	1.23e+00	2.18e-01	1.00e+00
PREP	6.25e+02	0.01	0.09	1.28e-01	8.98e-01	1.00e+00
PREX2	5.93e+02	0.04	0.26	1.73e-01	8.63e-01	1.00e+00
PRG4	7.90e-01	2.55	1.40	1.82e+00	6.95e-02	1.00e+00
PRH1-TAS2R14	7.90e+00	0.39	0.59	6.57e-01	5.11e-01	1.00e+00
PRH2	6.58e-01	0.07	1.49	4.88e-02	9.61e-01	1.00e+00
PRICKLE2	8.08e+01	0.03	0.14	2.46e-01	8.06e-01	1.00e+00
PRICKLE3	3.24e+01	0.10	0.25	4.06e-01	6.85e-01	1.00e+00
PRKAA1	6.57e+02	0.13	0.11	1.25e+00	2.11e-01	1.00e+00
PRKAB1	6.50e+01	0.09	0.18	5.08e-01	6.12e-01	1.00e+00
PRKAB2	3.10e+02	0.09	0.11	8.09e-01	4.18e-01	1.00e+00
PRKACB	3.42e+02	0.02	0.09	2.36e-01	8.13e-01	1.00e+00
PRKAG2	2.46e+02	0.01	0.12	6.74e-02	9.46e-01	1.00e+00
PRKAR2A	1.21e+03	0.08	0.09	8.80e-01	3.79e-01	1.00e+00
PRKCA	4.51e+02	0.07	0.27	2.40e-01	8.10e-01	1.00e+00
PRKCE	2.37e+02	0.01	0.12	1.06e-01	9.16e-01	1.00e+00
PRKCI	5.99e+02	0.11	0.12	9.90e-01	3.22e-01	1.00e+00
PRKCQ	6.00e+01	0.08	0.16	5.24e-01	6.00e-01	1.00e+00
PRKD3	7.13e+02	0.04	0.08	4.94e-01	6.21e-01	1.00e+00
PRKG1	5.38e+02	0.01	0.12	4.84e-02	9.61e-01	1.00e+00
PRKN	2.19e+01	0.33	0.27	1.26e+00	2.09e-01	1.00e+00
PRKRA	1.18e+02	0.03	0.15	1.69e-01	8.65e-01	1.00e+00
PRKX	4.19e+02	0.12	0.09	1.31e+00	1.91e-01	1.00e+00
PRLHR	7.29e-01	0.94	1.28	7.38e-01	4.61e-01	1.00e+00
PRMT1	7.66e+02	0.02	0.08	2.60e-01	7.95e-01	1.00e+00
PRMT3	9.46e+01	0.11	0.13	8.46e-01	3.98e-01	1.00e+00
PRMT6	3.17e+02	0.07	0.08	8.56e-01	3.92e-01	1.00e+00
PRMT9	1.53e+02	0.04	0.10	4.33e-01	6.65e-01	1.00e+00
PRNP	2.29e+02	0.02	0.11	1.36e-01	8.92e-01	1.00e+00
PRODH	1.93e+00	1.68	0.89	1.89e+00	5.88e-02	1.00e+00
PROKR2	4.94e-01	0.80	1.78	4.50e-01	6.52e-01	1.00e+00
PROM1	4.69e+00	0.24	0.55	4.33e-01	6.65e-01	1.00e+00
PROM2	6.40e+00	0.06	0.58	9.63e-02	9.23e-01	1.00e+00
PRORP	4.33e+02	0.03	0.08	4.04e-01	6.86e-01	1.00e+00
PROS1	1.45e+03	0.03	0.06	5.26e-01	5.99e-01	1.00e+00
PROSER1	3.89e+02	0.06	0.09	6.97e-01	4.86e-01	1.00e+00
PROSER3	2.98e+01	0.56	0.24	2.28e+00	2.26e-02	1.00e+00
PROX2	4.01e+00	0.31	0.65	4.80e-01	6.31e-01	1.00e+00
PRPF3	4.87e+02	0.02	0.09	2.25e-01	8.22e-01	1.00e+00
PRPF38A	8.36e+02	0.01	0.08	1.13e-01	9.10e-01	1.00e+00
PRPF39	4.34e+02	0.14	0.09	1.60e+00	1.10e-01	1.00e+00
PRPF4	3.07e+02	0.05	0.09	5.92e-01	5.54e-01	1.00e+00
PRPH2	1.68e+00	0.62	0.88	7.04e-01	4.81e-01	1.00e+00
PRR11	1.18e+02	0.18	0.14	1.31e+00	1.90e-01	1.00e+00
PRR13	5.70e+02	0.09	0.15	5.88e-01	5.56e-01	1.00e+00
PRR14L	5.77e+02	0.12	0.12	9.61e-01	3.37e-01	1.00e+00
PRR23A	1.77e+00	0.01	1.11	9.89e-03	9.92e-01	1.00e+00
PRR29	4.07e+01	0.37	0.25	1.51e+00	1.32e-01	1.00e+00
PRR3	6.12e+01	0.12	0.19	6.14e-01	5.39e-01	1.00e+00
PRR7	1.79e+00	0.11	0.87	1.29e-01	8.97e-01	1.00e+00
PRRC2C	4.90e+03	0.05	0.11	4.12e-01	6.80e-01	1.00e+00
PRRG1	2.35e+02	0.18	0.12	1.52e+00	1.29e-01	1.00e+00
PRRG3	3.51e+00	0.86	0.76	1.13e+00	2.60e-01	1.00e+00
PRRT1	2.18e+00	0.45	0.84	5.32e-01	5.95e-01	1.00e+00
PRRT1B	7.05e-01	1.94	1.74	1.11e+00	2.65e-01	1.00e+00
PRRX1	1.42e+01	0.37	0.41	9.15e-01	3.60e-01	1.00e+00
PRRX2	2.91e+00	0.20	0.72	2.72e-01	7.86e-01	1.00e+00
PRSS12	8.73e+00	0.50	0.43	1.14e+00	2.54e-01	1.00e+00
PRSS16	6.28e+00	0.52	0.55	9.45e-01	3.45e-01	1.00e+00
PRTG	3.79e+03	0.12	0.11	1.05e+00	2.95e-01	1.00e+00
PRUNE1	9.08e+01	0.14	0.15	9.64e-01	3.35e-01	1.00e+00
PRXL2A	1.51e+03	0.01	0.06	1.24e-01	9.02e-01	1.00e+00
PRXL2C	1.83e+02	0.14	0.13	1.12e+00	2.61e-01	1.00e+00
PSAP	1.25e+04	0.03	0.04	6.91e-01	4.89e-01	1.00e+00
PSD	7.93e+00	0.14	0.48	2.79e-01	7.80e-01	1.00e+00
PSD2	6.49e-01	0.23	1.68	1.39e-01	8.90e-01	1.00e+00
PSD3	9.59e+01	0.06	0.15	3.89e-01	6.97e-01	1.00e+00
PSD4	9.01e+00	0.94	0.43	2.21e+00	2.72e-02	1.00e+00
PSEN1	6.85e+02	0.06	0.09	6.64e-01	5.06e-01	1.00e+00
PSMA1	6.02e+02	0.03	0.09	3.18e-01	7.51e-01	1.00e+00
PSMA3	6.67e+02	0.02	0.09	2.01e-01	8.40e-01	1.00e+00
PSMA4	1.41e+03	0.02	0.09	2.44e-01	8.07e-01	1.00e+00
PSMB10	5.01e+01	0.08	0.22	3.48e-01	7.28e-01	1.00e+00
PSMB2	5.36e+02	0.04	0.10	3.51e-01	7.25e-01	1.00e+00
PSMC3IP	2.50e+02	0.12	0.13	9.15e-01	3.60e-01	1.00e+00
PSMC6	6.43e+02	0.06	0.09	6.56e-01	5.12e-01	1.00e+00
PSMD10	3.47e+02	0.04	0.09	5.18e-01	6.04e-01	1.00e+00
PSMD11	8.96e+02	0.05	0.09	5.77e-01	5.64e-01	1.00e+00
PSMD12	1.20e+03	0.04	0.07	6.56e-01	5.12e-01	1.00e+00
PSMD4	1.21e+03	0.03	0.07	4.25e-01	6.71e-01	1.00e+00
PSMD5	2.69e+02	0.08	0.11	7.28e-01	4.67e-01	1.00e+00
PSMD9	1.69e+02	0.05	0.09	5.61e-01	5.74e-01	1.00e+00
PSME4	7.43e+02	0.04	0.07	5.60e-01	5.76e-01	1.00e+00
PSMF1	3.55e+02	0.06	0.10	5.77e-01	5.64e-01	1.00e+00
PSMG1	2.49e+02	0.02	0.15	1.34e-01	8.93e-01	1.00e+00
PSMG3	2.66e+02	0.05	0.09	5.83e-01	5.60e-01	1.00e+00
PSORS1C1	6.04e-01	1.96	1.66	1.18e+00	2.39e-01	1.00e+00
PSORS1C2	4.92e-01	0.61	1.78	3.42e-01	7.32e-01	1.00e+00
PSTK	1.42e+01	0.40	0.33	1.21e+00	2.26e-01	1.00e+00
PSTPIP2	2.69e+02	0.05	0.12	4.12e-01	6.80e-01	1.00e+00
PTAFR	9.98e+00	0.24	0.39	6.07e-01	5.44e-01	1.00e+00
PTAR1	5.99e+02	0.20	0.13	1.53e+00	1.26e-01	1.00e+00
PTBP1	9.02e+02	0.04	0.09	4.28e-01	6.69e-01	1.00e+00
PTBP2	1.44e+02	0.05	0.16	2.98e-01	7.66e-01	1.00e+00
PTBP3	1.69e+03	0.07	0.09	7.55e-01	4.50e-01	1.00e+00
PTCD1	5.15e+01	0.02	0.64	3.31e-02	9.74e-01	1.00e+00
PTCH2	1.46e+02	0.04	0.53	7.85e-02	9.37e-01	1.00e+00
PTDSS1	5.42e+02	0.06	0.08	7.53e-01	4.52e-01	1.00e+00
PTDSS2	1.31e+02	0.12	0.13	9.20e-01	3.58e-01	1.00e+00
PTEN	4.68e+02	0.04	0.09	5.03e-01	6.15e-01	1.00e+00
PTGER3	2.69e+01	0.03	0.24	1.26e-01	8.99e-01	1.00e+00
PTGER4	2.94e+00	0.37	0.81	4.54e-01	6.50e-01	1.00e+00
PTGES	1.81e+00	0.23	0.83	2.81e-01	7.78e-01	1.00e+00
PTGES2	1.48e+02	0.12	0.11	1.04e+00	2.96e-01	1.00e+00
PTGES3	3.02e+03	0.05	0.08	6.16e-01	5.38e-01	1.00e+00
PTGES3L	1.01e+01	0.87	0.45	1.95e+00	5.12e-02	1.00e+00
PTGFR	3.77e+01	0.35	0.21	1.70e+00	8.98e-02	1.00e+00
PTGFRN	7.64e+02	0.01	0.08	1.32e-01	8.95e-01	1.00e+00
PTGIS	8.27e+00	0.39	0.41	9.53e-01	3.40e-01	1.00e+00
PTGR1	5.32e+02	0.04	0.09	4.76e-01	6.34e-01	1.00e+00
PTGR2	4.14e+01	0.37	0.20	1.90e+00	5.79e-02	1.00e+00
PTGS1	1.48e+00	0.54	0.98	5.56e-01	5.78e-01	1.00e+00
PTGS2	3.82e+01	0.56	0.19	2.99e+00	2.80e-03	1.00e+00
PTMA	1.29e+04	0.03	0.12	2.50e-01	8.03e-01	1.00e+00
PTMS	4.37e+03	0.06	0.13	4.50e-01	6.53e-01	1.00e+00
