gene_id	baseMn	l2fc	lfcSE	stat	pval	padj
SLC35F5	7.44e+02	-0.03	0.10	-2.72e-01	7.86e-01	1.00e+00
SLC36A1	2.28e+02	-0.06	0.09	-6.83e-01	4.95e-01	1.00e+00
SLC37A2	1.96e+01	-0.17	0.33	-5.11e-01	6.09e-01	1.00e+00
SLC37A4	3.54e+01	-0.05	0.20	-2.45e-01	8.07e-01	1.00e+00
SLC38A10	9.56e+02	-0.07	0.12	-5.85e-01	5.59e-01	1.00e+00
SLC38A4	2.48e+00	-0.21	0.80	-2.58e-01	7.96e-01	1.00e+00
SLC38A6	4.32e+01	-0.14	0.20	-6.84e-01	4.94e-01	1.00e+00
SLC38A7	2.69e+02	-0.04	0.11	-3.85e-01	7.00e-01	1.00e+00
SLC39A13	1.69e+02	-0.10	0.13	-8.01e-01	4.23e-01	1.00e+00
SLC39A3	6.23e+01	-0.08	0.19	-3.96e-01	6.92e-01	1.00e+00
SLC39A7	1.39e+03	-0.07	0.08	-7.80e-01	4.36e-01	1.00e+00
SLC3A1	5.36e-01	-1.84	2.10	-8.76e-01	3.81e-01	1.00e+00
SLC3A2	8.20e+02	-0.05	0.10	-4.98e-01	6.19e-01	1.00e+00
SLC40A1	1.54e+02	-0.04	0.15	-2.67e-01	7.90e-01	1.00e+00
SLC41A2	4.46e+01	-0.13	0.22	-6.08e-01	5.43e-01	1.00e+00
SLC43A1	1.28e+01	-0.29	0.32	-9.19e-01	3.58e-01	1.00e+00
SLC44A1	3.46e+03	-0.04	0.07	-5.88e-01	5.57e-01	1.00e+00
SLC44A2	1.05e+03	-0.05	0.09	-5.43e-01	5.87e-01	1.00e+00
SLC44A3	1.54e+01	-0.20	0.36	-5.59e-01	5.76e-01	1.00e+00
SLC46A1	4.43e+01	-0.11	0.25	-4.56e-01	6.48e-01	1.00e+00
SLC46A2	1.02e+00	-1.66	1.34	-1.24e+00	2.16e-01	1.00e+00
SLC46A3	6.07e+02	-0.03	0.11	-2.31e-01	8.17e-01	1.00e+00
SLC4A10	5.62e-01	-0.56	1.74	-3.19e-01	7.50e-01	1.00e+00
SLC4A11	3.28e+01	-0.21	0.24	-8.65e-01	3.87e-01	1.00e+00
SLC4A1AP	7.41e+02	-0.04	0.08	-4.86e-01	6.27e-01	1.00e+00
SLC4A3	1.20e+00	-0.08	1.10	-6.90e-02	9.45e-01	1.00e+00
SLC52A1	2.50e+00	-0.24	0.76	-3.20e-01	7.49e-01	1.00e+00
SLC52A2	1.30e+02	-0.06	0.15	-4.12e-01	6.81e-01	1.00e+00
SLC5A10	7.14e-01	-1.60	3.03	-5.29e-01	5.97e-01	1.00e+00
SLC5A12	1.09e+01	-0.12	0.35	-3.44e-01	7.31e-01	1.00e+00
SLC5A4	4.08e+00	-0.92	0.61	-1.50e+00	1.33e-01	1.00e+00
SLC5A6	2.55e+02	-0.05	0.11	-4.30e-01	6.67e-01	1.00e+00
SLC66A1	5.59e+01	-0.07	0.28	-2.34e-01	8.15e-01	1.00e+00
SLC66A2	1.21e+02	-0.05	0.16	-2.94e-01	7.69e-01	1.00e+00
SLC6A12	4.43e+00	-0.56	0.62	-9.08e-01	3.64e-01	1.00e+00
SLC6A14	9.72e-01	-0.60	1.21	-4.96e-01	6.20e-01	1.00e+00
SLC6A16	2.17e+00	-0.59	0.85	-6.94e-01	4.88e-01	1.00e+00
SLC6A4	6.85e+00	-0.31	0.42	-7.35e-01	4.62e-01	1.00e+00
SLC6A6	9.63e+02	-0.02	0.11	-1.38e-01	8.90e-01	1.00e+00
SLC6A8	5.28e+01	-0.11	0.19	-5.51e-01	5.82e-01	1.00e+00
SLC7A3	5.65e-01	-1.28	1.76	-7.30e-01	4.65e-01	1.00e+00
SLC7A5	3.28e+01	-0.15	0.32	-4.86e-01	6.27e-01	1.00e+00
SLC7A7	1.17e+02	-0.11	0.17	-6.40e-01	5.22e-01	1.00e+00
SLC7A8	5.61e+02	-0.10	0.08	-1.20e+00	2.30e-01	1.00e+00
SLC8B1	8.25e+01	-0.05	0.12	-3.82e-01	7.03e-01	1.00e+00
SLC9A3R1	1.29e+02	-0.30	0.14	-2.13e+00	3.34e-02	1.00e+00
SLC9A6	1.11e+02	-0.05	0.15	-3.23e-01	7.47e-01	1.00e+00
SLC9A8	7.92e+01	-0.17	0.14	-1.21e+00	2.26e-01	1.00e+00
SLC9A9	9.06e+01	-0.23	0.16	-1.44e+00	1.51e-01	1.00e+00
SLC9B1	4.32e+00	-0.55	0.61	-9.09e-01	3.63e-01	1.00e+00
SLC9B2	9.94e+01	-0.01	0.13	-9.39e-02	9.25e-01	1.00e+00
SLCO1A2	3.76e+01	-0.29	0.23	-1.23e+00	2.17e-01	1.00e+00
SLCO1B1	4.06e-01	-0.45	2.23	-2.02e-01	8.40e-01	1.00e+00
SLCO2A1	1.41e+00	-0.77	1.01	-7.56e-01	4.50e-01	1.00e+00
SLCO3A1	7.70e+01	-0.19	0.15	-1.22e+00	2.23e-01	1.00e+00
SLF1	1.06e+02	-0.10	0.14	-7.28e-01	4.67e-01	1.00e+00
SLF2	7.42e+02	-0.03	0.10	-3.04e-01	7.61e-01	1.00e+00
SLFN13	1.88e+01	-0.17	0.28	-6.12e-01	5.40e-01	1.00e+00
SLFN14	5.66e+00	-0.49	0.56	-8.88e-01	3.75e-01	1.00e+00
SLIRP	6.43e+02	-0.17	0.11	-1.48e+00	1.38e-01	1.00e+00
SLIT2	3.03e+03	-0.15	0.10	-1.49e+00	1.36e-01	1.00e+00
SLIT3	9.48e+00	-0.21	0.39	-5.31e-01	5.96e-01	1.00e+00
SLITRK4	5.77e+02	-0.09	0.07	-1.39e+00	1.63e-01	1.00e+00
SLK	1.54e+03	-0.01	0.08	-1.55e-01	8.77e-01	1.00e+00
SLMAP	6.44e+02	-0.17	0.11	-1.52e+00	1.29e-01	1.00e+00
SLTM	1.68e+03	-0.06	0.10	-5.54e-01	5.80e-01	1.00e+00
SLX1A	1.56e+01	-0.68	0.51	-1.35e+00	1.76e-01	1.00e+00
SLX4	1.39e+02	-0.12	0.13	-9.69e-01	3.33e-01	1.00e+00
SMAD1	3.73e+02	-0.02	0.09	-1.77e-01	8.59e-01	1.00e+00
SMAD7	2.32e+02	-0.11	0.12	-9.39e-01	3.48e-01	1.00e+00
SMAP1	1.63e+02	-0.15	0.11	-1.36e+00	1.74e-01	1.00e+00
SMARCA1	2.24e+03	-0.01	0.06	-1.88e-01	8.51e-01	1.00e+00
SMARCA2	7.04e+02	-0.10	0.10	-9.98e-01	3.18e-01	1.00e+00
SMARCA4	2.03e+03	-0.03	0.07	-4.33e-01	6.65e-01	1.00e+00
SMARCAL1	1.41e+02	-0.24	0.13	-1.87e+00	6.16e-02	1.00e+00
SMARCB1	3.01e+02	-0.08	0.13	-6.34e-01	5.26e-01	1.00e+00
SMARCE1	1.59e+03	-0.09	0.07	-1.20e+00	2.29e-01	1.00e+00
SMC1A	2.20e+03	-0.09	0.15	-6.29e-01	5.30e-01	1.00e+00
SMC1B	1.24e+00	-1.36	1.43	-9.49e-01	3.43e-01	1.00e+00
SMC2	5.19e+02	-0.05	0.10	-4.56e-01	6.49e-01	1.00e+00
SMC3	2.42e+03	-0.04	0.09	-4.89e-01	6.25e-01	1.00e+00
SMC4	8.99e+02	-0.03	0.09	-4.01e-01	6.89e-01	1.00e+00
SMC5	8.79e+02	-0.03	0.08	-4.10e-01	6.82e-01	1.00e+00
SMCO3	5.98e+00	-0.39	0.49	-8.03e-01	4.22e-01	1.00e+00
SMCO4	9.39e+01	-0.11	0.14	-7.79e-01	4.36e-01	1.00e+00
SMCR8	2.67e+02	-0.03	0.10	-3.59e-01	7.19e-01	1.00e+00
SMDT1	4.51e+01	-0.14	0.17	-8.11e-01	4.18e-01	1.00e+00
SMG5	5.37e+02	-0.02	0.08	-1.85e-01	8.53e-01	1.00e+00
SMG6	5.22e+02	-0.13	0.11	-1.20e+00	2.32e-01	1.00e+00
SMIM10	1.21e+01	-0.16	0.35	-4.66e-01	6.41e-01	1.00e+00
SMIM11A	7.69e-02	-0.47	3.06	-1.54e-01	8.77e-01	1.00e+00
SMIM11B	1.42e+02	-0.07	0.13	-5.46e-01	5.85e-01	1.00e+00
SMIM19	1.18e+02	-0.04	0.12	-3.38e-01	7.35e-01	1.00e+00
SMIM20	5.82e+01	-0.06	0.16	-4.04e-01	6.86e-01	1.00e+00
SMIM30	2.35e+02	-0.15	0.13	-1.15e+00	2.51e-01	1.00e+00
SMIM31	2.04e+00	-0.39	0.86	-4.48e-01	6.54e-01	1.00e+00
SMIM8	5.33e+01	-0.12	0.18	-7.00e-01	4.84e-01	1.00e+00
SMN1	3.47e+02	-0.03	0.16	-2.00e-01	8.41e-01	1.00e+00
SMN2	2.38e+02	-0.01	0.15	-6.27e-02	9.50e-01	1.00e+00
SMO	1.55e+02	-0.11	0.12	-9.03e-01	3.66e-01	1.00e+00
SMOC1	6.21e+00	-0.14	0.53	-2.72e-01	7.86e-01	1.00e+00
SMPD1	8.37e+01	-0.11	0.18	-5.98e-01	5.50e-01	1.00e+00
SMPD2	1.07e+01	-0.55	0.37	-1.47e+00	1.42e-01	1.00e+00
SMPD3	3.02e+00	-1.04	0.77	-1.36e+00	1.75e-01	1.00e+00
SMPD4	3.22e+02	-0.05	0.09	-5.11e-01	6.10e-01	1.00e+00
SMPDL3B	8.80e-01	-0.31	1.17	-2.66e-01	7.90e-01	1.00e+00
SMTN	1.17e+03	-0.06	0.12	-5.13e-01	6.08e-01	1.00e+00
SMTNL1	2.39e+01	-0.04	0.30	-1.20e-01	9.05e-01	1.00e+00
SMTNL2	3.51e+01	-0.10	0.21	-5.08e-01	6.11e-01	1.00e+00
SMUG1	8.00e+01	-0.10	0.22	-4.38e-01	6.62e-01	1.00e+00
SMYD2	1.73e+02	-0.02	0.11	-1.41e-01	8.88e-01	1.00e+00
SMYD3	6.86e+01	-0.19	0.18	-1.02e+00	3.08e-01	1.00e+00
SNAI1	1.01e+01	-0.09	0.47	-1.96e-01	8.45e-01	1.00e+00
SNAI3	2.17e+00	-0.40	0.86	-4.60e-01	6.46e-01	1.00e+00
SNAP29	2.23e+02	-0.11	0.14	-8.30e-01	4.07e-01	1.00e+00
SNAP47	1.01e+02	-0.30	0.16	-1.85e+00	6.46e-02	1.00e+00
SNAPC2	1.21e+01	-0.11	0.41	-2.61e-01	7.94e-01	1.00e+00
SNAPC5	8.42e+01	-0.06	0.14	-4.40e-01	6.60e-01	1.00e+00
SNAPIN	1.18e+02	-0.09	0.13	-7.01e-01	4.83e-01	1.00e+00
SNCA	1.02e+03	-0.13	0.10	-1.32e+00	1.87e-01	1.00e+00
SNCAIP	2.44e+02	-0.01	0.13	-1.05e-01	9.16e-01	1.00e+00
SNCG	2.60e+02	-0.11	0.11	-1.02e+00	3.06e-01	1.00e+00
SND1	1.30e+03	-0.08	0.09	-9.78e-01	3.28e-01	1.00e+00
SNF8	3.36e+02	-0.20	0.09	-2.26e+00	2.38e-02	1.00e+00
SNRK	1.99e+03	-0.02	0.06	-3.45e-01	7.30e-01	1.00e+00
SNRNP200	2.26e+03	-0.10	0.11	-9.11e-01	3.62e-01	1.00e+00
SNRNP25	1.98e+02	-0.10	0.11	-9.13e-01	3.61e-01	1.00e+00
SNRNP40	2.70e+02	-0.05	0.09	-5.14e-01	6.07e-01	1.00e+00
SNRNP70	1.59e+03	-0.12	0.08	-1.49e+00	1.37e-01	1.00e+00
SNRPA	8.32e+01	-0.01	0.19	-3.02e-02	9.76e-01	1.00e+00
SNRPA1	5.19e+02	-0.06	0.09	-6.16e-01	5.38e-01	1.00e+00
SNRPB	6.43e+02	-0.05	0.12	-4.44e-01	6.57e-01	1.00e+00
SNRPC	2.43e+02	-0.07	0.09	-8.05e-01	4.21e-01	1.00e+00
SNRPD1	2.14e+03	-0.05	0.07	-6.95e-01	4.87e-01	1.00e+00
SNRPD2	4.06e+02	-0.14	0.09	-1.46e+00	1.45e-01	1.00e+00
SNRPE	3.28e+02	-0.06	0.10	-5.59e-01	5.76e-01	1.00e+00
SNRPF	1.49e+03	-0.06	0.08	-6.87e-01	4.92e-01	1.00e+00
SNRPG	6.96e+02	-0.09	0.13	-6.99e-01	4.84e-01	1.00e+00
SNTA1	1.34e+01	-0.19	0.38	-4.92e-01	6.23e-01	1.00e+00
SNTB1	1.26e+01	-0.60	0.42	-1.42e+00	1.56e-01	1.00e+00
SNTN	9.20e-01	-0.25	1.22	-2.09e-01	8.35e-01	1.00e+00
SNU13	4.01e+02	-0.06	0.09	-6.47e-01	5.18e-01	1.00e+00
SNURF	3.46e+02	-0.10	0.12	-8.36e-01	4.03e-01	1.00e+00
SNW1	1.40e+03	-0.08	0.07	-1.06e+00	2.91e-01	1.00e+00
SNX10	4.20e+01	-0.12	0.20	-5.82e-01	5.61e-01	1.00e+00
SNX16	1.00e+02	-0.03	0.12	-2.36e-01	8.14e-01	1.00e+00
SNX19	6.00e+02	-0.10	0.14	-7.20e-01	4.71e-01	1.00e+00
SNX2	1.29e+03	-0.07	0.08	-8.43e-01	3.99e-01	1.00e+00
SNX21	4.42e+01	-0.06	0.18	-3.16e-01	7.52e-01	1.00e+00
SNX22	4.04e+00	-0.22	0.64	-3.35e-01	7.37e-01	1.00e+00
SNX29	2.54e+02	-0.21	0.15	-1.38e+00	1.69e-01	1.00e+00
SNX33	1.44e+02	-0.13	0.14	-9.47e-01	3.44e-01	1.00e+00
SNX4	8.06e+02	-0.03	0.09	-3.74e-01	7.09e-01	1.00e+00
SNX6	1.08e+03	-0.04	0.07	-6.03e-01	5.47e-01	1.00e+00
SNX7	8.19e+02	-0.12	0.09	-1.44e+00	1.49e-01	1.00e+00
SNX8	2.70e+02	-0.03	0.11	-3.23e-01	7.47e-01	1.00e+00
SNX9	7.31e+02	-0.05	0.07	-7.54e-01	4.51e-01	1.00e+00
SOCS1	4.69e+00	-0.65	0.57	-1.15e+00	2.49e-01	1.00e+00
SOCS2	7.72e+01	-0.14	0.14	-1.01e+00	3.11e-01	1.00e+00
SOD3	1.27e+00	-0.55	1.19	-4.61e-01	6.45e-01	1.00e+00
SOGA1	4.03e+02	-0.22	0.23	-9.86e-01	3.24e-01	1.00e+00
SORCS2	1.61e+00	-0.60	1.05	-5.72e-01	5.67e-01	1.00e+00
SORT1	8.46e+02	-0.01	0.08	-1.16e-01	9.08e-01	1.00e+00
SOS1	4.30e+02	-0.05	0.11	-4.41e-01	6.59e-01	1.00e+00
SOS2	6.48e+02	-0.04	0.08	-4.80e-01	6.31e-01	1.00e+00
SOX1	5.07e+00	-0.45	0.54	-8.31e-01	4.06e-01	1.00e+00
SOX12	2.15e+02	-0.09	0.11	-7.97e-01	4.25e-01	1.00e+00
SOX18	1.04e+02	-0.12	0.17	-7.34e-01	4.63e-01	1.00e+00
SOX6	8.20e+01	-0.08	0.22	-3.45e-01	7.30e-01	1.00e+00
SOX9	3.47e+00	-0.07	0.63	-1.06e-01	9.16e-01	1.00e+00
SP100	1.15e+02	-0.06	0.11	-5.48e-01	5.84e-01	1.00e+00
SP110	4.83e+01	-0.08	0.17	-4.61e-01	6.45e-01	1.00e+00
SP140	1.69e+00	-0.39	0.94	-4.17e-01	6.77e-01	1.00e+00
SP5	3.63e+00	-0.17	0.63	-2.61e-01	7.94e-01	1.00e+00
SP8	4.36e+00	-0.34	0.72	-4.73e-01	6.36e-01	1.00e+00
SPA17	2.40e+01	-0.14	0.31	-4.73e-01	6.36e-01	1.00e+00
SPAAR	7.28e+01	-0.01	0.15	-5.19e-02	9.59e-01	1.00e+00
SPAG17	4.04e+00	-0.27	0.79	-3.39e-01	7.34e-01	1.00e+00
SPAG5	9.56e+01	-0.01	0.13	-4.10e-02	9.67e-01	1.00e+00
SPAG9	1.95e+03	-0.01	0.09	-6.69e-02	9.47e-01	1.00e+00
SPARC	1.18e+04	-0.02	0.05	-4.61e-01	6.45e-01	1.00e+00
SPATA1	1.14e+00	-1.34	1.32	-1.02e+00	3.08e-01	1.00e+00
SPATA12	1.49e+00	-0.77	0.97	-8.00e-01	4.23e-01	1.00e+00
SPATA16	5.19e-01	-0.53	1.80	-2.94e-01	7.69e-01	1.00e+00
SPATA17	4.55e+00	-0.72	0.54	-1.32e+00	1.85e-01	1.00e+00
SPATA18	5.28e+01	-0.15	0.21	-6.92e-01	4.89e-01	1.00e+00
SPATA24	1.55e+01	-0.19	0.34	-5.72e-01	5.68e-01	1.00e+00
SPATA2L	9.48e+00	-0.38	0.38	-1.00e+00	3.17e-01	1.00e+00
SPATA31C2	5.81e-01	-0.63	1.64	-3.87e-01	6.99e-01	1.00e+00
SPATA33	2.76e+01	-0.30	0.20	-1.51e+00	1.32e-01	1.00e+00
SPATC1L	4.48e+01	-0.19	0.23	-8.29e-01	4.07e-01	1.00e+00
SPATS1	1.77e+00	-0.29	1.04	-2.76e-01	7.83e-01	1.00e+00
SPATS2L	9.65e+02	-0.06	0.09	-7.29e-01	4.66e-01	1.00e+00
SPC24	7.09e+01	-0.42	0.19	-2.23e+00	2.57e-02	1.00e+00
SPCS2	6.15e+02	-0.14	0.09	-1.47e+00	1.43e-01	1.00e+00
SPDYE13	4.86e+00	-0.97	1.47	-6.59e-01	5.10e-01	1.00e+00
SPDYE14	7.40e-01	-2.38	3.02	-7.87e-01	4.31e-01	1.00e+00
SPDYE16	7.35e-01	-1.77	1.76	-1.01e+00	3.15e-01	1.00e+00
SPDYE2B	5.64e+00	-0.35	1.05	-3.31e-01	7.40e-01	1.00e+00
SPDYE3	5.66e+00	-0.37	0.61	-6.13e-01	5.40e-01	1.00e+00
SPDYE6	1.50e+00	-0.65	2.23	-2.90e-01	7.72e-01	1.00e+00
SPECC1	2.85e+02	-0.06	0.11	-5.09e-01	6.10e-01	1.00e+00
SPECC1L	9.05e+02	-0.01	0.08	-1.79e-01	8.58e-01	1.00e+00
SPG21	2.31e+02	-0.02	0.12	-1.56e-01	8.76e-01	1.00e+00
SPG7	5.44e+02	-0.02	0.09	-2.20e-01	8.26e-01	1.00e+00
SPHK1	2.42e+02	-0.05	0.18	-2.74e-01	7.84e-01	1.00e+00
SPI1	1.16e+00	-1.33	1.29	-1.03e+00	3.05e-01	1.00e+00
SPICE1	1.05e+02	-0.09	0.14	-6.42e-01	5.21e-01	1.00e+00
SPIN2A	6.05e+00	-0.33	2.30	-1.44e-01	8.86e-01	1.00e+00
SPINDOC	2.00e+02	-0.21	0.10	-2.04e+00	4.09e-02	1.00e+00
SPINT1	4.96e+01	-0.31	0.21	-1.45e+00	1.46e-01	1.00e+00
SPNS1	1.50e+02	-0.11	0.17	-6.61e-01	5.09e-01	1.00e+00
SPRED2	3.01e+02	-0.05	0.10	-5.16e-01	6.06e-01	1.00e+00
SPRY1	3.84e+01	-0.18	0.21	-8.55e-01	3.92e-01	1.00e+00
SPRY4	6.93e+02	-0.07	0.11	-6.57e-01	5.11e-01	1.00e+00
SPRYD7	1.53e+02	-0.09	0.14	-6.51e-01	5.15e-01	1.00e+00
SPSB4	6.25e+00	-0.01	0.56	-1.96e-02	9.84e-01	1.00e+00
SPTAN1	6.62e+03	-0.12	0.13	-9.67e-01	3.34e-01	1.00e+00
SPTB	4.76e-01	-0.43	1.81	-2.37e-01	8.12e-01	1.00e+00
SPTBN1	1.20e+04	-0.07	0.13	-5.41e-01	5.89e-01	1.00e+00
SPTBN2	8.44e+01	-0.04	0.16	-2.42e-01	8.09e-01	1.00e+00
SPTLC1	1.35e+03	-0.02	0.08	-2.89e-01	7.72e-01	1.00e+00
SPTLC3	1.60e+00	-2.12	1.15	-1.84e+00	6.57e-02	1.00e+00
SPTSSA	3.14e+02	-0.09	0.11	-8.43e-01	3.99e-01	1.00e+00
SQLE	1.17e+03	-0.05	0.09	-5.08e-01	6.11e-01	1.00e+00
SQSTM1	2.27e+03	-0.02	0.08	-2.34e-01	8.15e-01	1.00e+00
SRA1	8.04e+01	-0.14	0.17	-8.03e-01	4.22e-01	1.00e+00
SRC	4.29e+02	-0.01	0.09	-9.00e-02	9.28e-01	1.00e+00
SRCAP	7.71e+02	-0.05	0.14	-3.35e-01	7.38e-01	1.00e+00
SREBF2	7.51e+02	-0.03	0.10	-3.28e-01	7.43e-01	1.00e+00
SRGAP2	7.62e+02	-0.13	0.11	-1.14e+00	2.53e-01	1.00e+00
SRGAP2C	4.21e+02	-0.11	0.11	-9.17e-01	3.59e-01	1.00e+00
SRI	4.44e+02	-0.06	0.09	-6.03e-01	5.47e-01	1.00e+00
SRL	6.72e-01	-0.50	1.73	-2.88e-01	7.73e-01	1.00e+00
SRM	1.49e+02	-0.12	0.17	-6.92e-01	4.89e-01	1.00e+00
SRP14	2.11e+03	-0.06	0.10	-5.86e-01	5.58e-01	1.00e+00
SRP54	1.39e+03	-0.09	0.08	-1.08e+00	2.78e-01	1.00e+00
SRP68	7.66e+02	-0.05	0.09	-5.64e-01	5.73e-01	1.00e+00
SRPK2	8.32e+02	-0.02	0.07	-2.80e-01	7.79e-01	1.00e+00
SRPK3	4.26e-01	-1.57	2.18	-7.19e-01	4.72e-01	1.00e+00
SRPRA	5.21e+02	-0.06	0.09	-6.29e-01	5.29e-01	1.00e+00
SRPRB	6.52e+02	-0.03	0.08	-3.38e-01	7.35e-01	1.00e+00
SRPX	2.03e+02	-0.14	0.12	-1.13e+00	2.60e-01	1.00e+00
SRPX2	1.19e+02	-0.01	0.12	-1.04e-01	9.17e-01	1.00e+00
SRR	5.91e+01	-0.16	0.20	-8.00e-01	4.24e-01	1.00e+00
SRRD	1.60e+02	-0.23	0.09	-2.50e+00	1.24e-02	1.00e+00
SRRM4	6.19e+00	-0.57	0.53	-1.08e+00	2.79e-01	1.00e+00
SRRT	1.63e+03	-0.06	0.11	-5.72e-01	5.68e-01	1.00e+00
SRSF10	1.71e+03	-0.05	0.06	-9.23e-01	3.56e-01	1.00e+00
SRSF11	1.89e+03	-0.01	0.09	-1.33e-01	8.94e-01	1.00e+00
SRSF12	7.36e+01	-0.13	0.15	-8.49e-01	3.96e-01	1.00e+00
SRSF4	1.64e+03	-0.05	0.12	-4.66e-01	6.42e-01	1.00e+00
SRSF7	1.53e+03	-0.03	0.12	-2.10e-01	8.34e-01	1.00e+00
SRSF9	2.33e+03	-0.01	0.07	-1.22e-01	9.03e-01	1.00e+00
SS18L2	8.95e+01	-0.06	0.14	-4.06e-01	6.85e-01	1.00e+00
SSBP1	7.89e+02	-0.04	0.09	-4.69e-01	6.39e-01	1.00e+00
SSBP4	6.52e+01	-0.33	0.22	-1.52e+00	1.30e-01	1.00e+00
SSC4D	2.61e+00	-0.35	0.73	-4.76e-01	6.34e-01	1.00e+00
SSC5D	3.50e+00	-0.54	0.64	-8.37e-01	4.03e-01	1.00e+00
SSH2	9.07e+02	-0.05	0.10	-4.94e-01	6.21e-01	1.00e+00
SSH3	1.32e+01	-0.15	0.37	-4.03e-01	6.87e-01	1.00e+00
SSNA1	1.06e+02	-0.03	0.13	-2.54e-01	8.00e-01	1.00e+00
SSR2	3.84e+02	-0.10	0.14	-6.76e-01	4.99e-01	1.00e+00
SSR4	4.58e+01	-0.08	0.22	-3.77e-01	7.06e-01	1.00e+00
SSRP1	2.12e+03	-0.04	0.08	-5.02e-01	6.15e-01	1.00e+00
SSTR1	3.40e+02	-0.13	0.13	-1.03e+00	3.05e-01	1.00e+00
SSX2	7.59e-01	-2.45	1.76	-1.39e+00	1.63e-01	1.00e+00
SSX2IP	1.43e+02	-0.14	0.14	-9.99e-01	3.18e-01	1.00e+00
SSX5	3.77e+00	-0.94	0.57	-1.65e+00	9.91e-02	1.00e+00
ST20-MTHFS	9.17e-02	-0.58	3.06	-1.88e-01	8.51e-01	1.00e+00
ST3GAL4	8.06e+01	-0.17	0.17	-9.75e-01	3.29e-01	1.00e+00
ST6GAL1	4.94e+02	-0.06	0.11	-5.34e-01	5.93e-01	1.00e+00
ST6GALNAC1	6.64e+00	-0.11	0.50	-2.25e-01	8.22e-01	1.00e+00
ST6GALNAC2	1.19e+01	-0.09	0.37	-2.36e-01	8.14e-01	1.00e+00
ST6GALNAC3	3.67e+02	-0.02	0.13	-1.44e-01	8.85e-01	1.00e+00
ST6GALNAC4	8.25e+01	-0.10	0.21	-4.86e-01	6.27e-01	1.00e+00
ST6GALNAC5	3.30e+00	-0.16	0.67	-2.42e-01	8.09e-01	1.00e+00
ST6GALNAC6	3.14e+02	-0.12	0.11	-1.14e+00	2.53e-01	1.00e+00
ST7	1.09e+02	-0.07	0.15	-4.21e-01	6.74e-01	1.00e+00
ST7L	4.36e+01	-0.12	0.19	-6.24e-01	5.32e-01	1.00e+00
ST8SIA1	5.02e+00	-0.10	0.61	-1.56e-01	8.76e-01	1.00e+00
STAB2	5.78e+00	-0.48	0.51	-9.44e-01	3.45e-01	1.00e+00
STAG1	8.10e+02	-0.08	0.09	-9.07e-01	3.64e-01	1.00e+00
STAG2	1.31e+03	-0.05	0.08	-5.77e-01	5.64e-01	1.00e+00
STAG3	3.97e+01	-0.06	0.20	-2.99e-01	7.65e-01	1.00e+00
STAMBP	3.10e+02	-0.11	0.09	-1.21e+00	2.26e-01	1.00e+00
STAMBPL1	1.05e+00	-0.11	1.33	-7.90e-02	9.37e-01	1.00e+00
STAP2	2.45e+01	-0.79	0.24	-3.31e+00	9.19e-04	1.00e+00
STARD10	3.33e+01	-0.03	0.26	-1.15e-01	9.09e-01	1.00e+00
STARD3	1.56e+02	-0.12	0.13	-9.60e-01	3.37e-01	1.00e+00
STARD5	5.78e+00	-0.77	0.70	-1.09e+00	2.77e-01	1.00e+00
STARD6	1.07e+00	-0.92	1.38	-6.64e-01	5.07e-01	1.00e+00
STAT1	6.68e+02	-0.01	0.10	-9.57e-02	9.24e-01	1.00e+00
STAT4	1.03e+00	-0.18	1.41	-1.31e-01	8.96e-01	1.00e+00
STAT5A	2.28e+02	-0.08	0.12	-7.19e-01	4.72e-01	1.00e+00
STAT6	3.64e+02	-0.02	0.10	-1.73e-01	8.63e-01	1.00e+00
STAU2	7.60e+02	-0.01	0.09	-9.38e-02	9.25e-01	1.00e+00
STEAP3	7.83e+00	-0.31	0.39	-7.97e-01	4.25e-01	1.00e+00
STIM2	4.06e+02	-0.02	0.07	-2.49e-01	8.03e-01	1.00e+00
STIP1	1.43e+03	-0.11	0.08	-1.31e+00	1.92e-01	1.00e+00
STK10	9.76e+02	-0.11	0.10	-1.08e+00	2.80e-01	1.00e+00
STK11IP	3.32e+01	-0.17	0.19	-9.10e-01	3.63e-01	1.00e+00
STK16	5.18e+01	-0.15	0.19	-7.54e-01	4.51e-01	1.00e+00
STK17B	2.66e+02	-0.04	0.14	-2.85e-01	7.76e-01	1.00e+00
STK26	1.23e+02	-0.12	0.15	-8.06e-01	4.20e-01	1.00e+00
STK32A	7.40e-01	-0.62	1.43	-4.35e-01	6.64e-01	1.00e+00
STK32B	8.92e+00	-0.49	0.55	-8.85e-01	3.76e-01	1.00e+00
STK32C	4.68e+01	-0.11	0.28	-3.90e-01	6.96e-01	1.00e+00
STK33	3.52e+01	-0.15	0.21	-7.00e-01	4.84e-01	1.00e+00
STK40	3.54e+02	-0.01	0.10	-1.47e-01	8.83e-01	1.00e+00
STKLD1	2.18e+00	-0.91	0.79	-1.15e+00	2.49e-01	1.00e+00
STMN2	9.88e+00	-0.96	0.39	-2.49e+00	1.29e-02	1.00e+00
STMN3	2.99e+02	-0.06	0.11	-5.87e-01	5.57e-01	1.00e+00
STN1	1.76e+02	-0.08	0.11	-7.88e-01	4.31e-01	1.00e+00
STOML1	5.60e+01	-0.14	0.19	-7.19e-01	4.72e-01	1.00e+00
STOML2	3.25e+02	-0.04	0.08	-4.58e-01	6.47e-01	1.00e+00
STON1	1.15e+02	-0.32	0.13	-2.48e+00	1.33e-02	1.00e+00
