	F16	F17	F18	F22	F23	F24
MRPS34	5419.26534136451	3441.80521871413	5024.55761668648	3330.99078175425	4161.24062098276	4125.94699305401
MRPS35	1725.97110984326	1426.28028870586	1545.88057262852	1412.42323631951	1465.21127937067	1558.14476540647
MRPS36	830.534864254777	558.418965902292	581.265359488926	666.19815635085	723.473436420558	692.602977876541
MRPS5	1760.44996867679	1417.98106840582	1723.2913188529	1873.87718549233	1939.07115988736	2072.72249805158
MRPS6	2116.39348192884	1896.96464000779	2726.24151735757	1778.26060142949	1885.29262955035	2438.09812040751
MRPS7	3442.81546293647	2460.1260175101	2770.81708173555	2328.0559597908	2573.25194216344	3064.57743576952
MRPS9	945.126365672103	540.634922402219	726.581699361157	733.753351612637	753.91411396981	643.434100622148
MRRF	645.971561087049	618.88471380254	494.788764595635	398.055996696374	439.360445960872	516.27321117113
MRS2	1755.3795482601	1887.47981680775	1558.36173065436	1456.07428556559	1384.03613923933	1258.04506630206
MRTO4	1975.4357943447	1487.93163950611	1630.5741449467	1663.93642483262	1625.53218113006	1799.7504553634
MRVI1	423.887146835772	486.097189001996	407.420658414784	598.642961089064	485.02146228475	528.989300116232
MS4A10	36.50702700021	9.48482320003894	32.0944063521493	17.6682818376981	33.4847453041773	27.127656416217
MS4A2	1.01408408333917	0	0.891511287559702	10.3931069633518	1.01468925164174	10.1728711560814
MS4A6A	148.056276167518	52.1665276002142	16.0472031760746	2.07862139267036	0	0
MS4A7	108.506996917291	20.1552493000827	9.80662416315672	10.3931069633518	14.2056495229843	4.23869631503391
MSANTD1	4.05633633335667	0	0	12.4717283560222	4.05875700656695	0
MSANTD2	322.478738501855	331.968812001363	290.632679744463	316.98976238223	389.640672630427	319.597702153557
MSANTD3	2866.81570359982	2220.63423170912	3042.72802444126	2482.91325354474	2797.49826677627	3129.85335902104
MSANTD3-TMEFF1	505.013873502905	1082.45544770444	373.543229487515	655.805049387498	517.491518337286	334.857008887679
MSANTD4	452.281501169268	529.964496302176	444.864132492291	544.598804879634	420.081350179679	500.166165174001
MSC	4705.35014669373	4881.12713932004	5413.25653806251	2826.92509403169	3084.65532499088	2392.32020020514
MSH2	1965.2949535113	1446.43553800594	1237.41766713287	1823.99027206824	1556.53331201842	1537.7990230943
MSH3	386.366035752222	551.305348502263	459.128313093247	373.11253998433	392.684740385352	426.412849292411
MSH5	67.9436335837242	22.5264551000925	8.91511287559702	60.2800203874404	40.5875700656695	63.5804447255087
MSH6	1476.50642534183	1579.22306280648	1468.31909061083	1584.94881191115	1391.13896400082	1477.60953542082
MSI1	14.1971771667483	21.3408522000876	42.7925418028657	23.9041460157091	4.05875700656695	24.5844386271967
MSI2	232.225255084669	349.752855501436	322.727086096612	312.832519596889	272.951408691627	247.53986479798
MSL1	2610.25243051501	2879.82944411182	2837.68042830253	3580.42534887469	3297.74006783565	3002.69246957002
MSL2	942.084113422086	1363.4433350056	1255.24789288406	1251.33007838756	1306.91975611456	1124.10226274699
MSL3	1890.25273134421	1919.49109510788	1741.1215446041	2044.3241396913	1875.14573703393	1880.28568534904
MSMO1	5516.61741336507	4763.75245221956	5721.71944355817	11733.8177616242	9839.44167316992	13641.8202203051
MSMP	1493.74585475859	1352.77290890555	2282.26889615284	477.043609617847	362.2440628361	563.74660989951
MSN	38660.9415932224	64475.4569080647	52611.6471240483	72519.9824581798	79091.9830977185	81372.796377495
MSR1	48.67603600028	7.1136174000292	26.7453386267911	2.07862139267036	4.05875700656695	0
MSRA	1926.75975834442	1780.77555580731	1884.65486190121	1511.15775247135	1659.01692643424	2043.05162384634
MSRB1	1391.32336234134	1059.92899260435	998.492642066867	616.311242926762	769.134452744437	835.870913324687
MSRB2	726.084203670843	621.25591960255	687.35520270853	387.662889733022	442.404513715797	622.240619046978
MSRB3	941.070029338747	1314.8336161054	1027.02100326878	1417.61978980119	1405.34461352381	1155.46861547824
MSS51	19.2675975834442	27.2688667001119	49.9246321033433	40.533117157072	27.3966097943269	33.9095705202713
MST1	55.7746245836542	77.0641885003164	35.6604515023881	47.8082920314183	35.5141238074608	55.9507913584476
MST1R	0	8.29922030003407	8.91511287559702	4.15724278534072	17.2497172779095	18.6502637861492
MST4	435.042071752502	653.267197902682	417.227282577941	270.220781047147	208.011296586556	227.194122485818
MSTO1	962.365795088869	930.698276503821	873.681061808508	754.53956553934	902.058744709504	922.340318151379
MSX1	1491.71768659191	1233.02701600506	1570.8428886802	1965.33652676982	2139.97963171242	2388.92924315311
MSX2	10.1408408333917	9.48482320003894	7.13209030047762	31.1793208900554	22.3231635361182	49.1688772543934
MT1E	0	216.965330700891	552.736998287015	4.15724278534072	6.08813550985042	0
MT1F	4.05633633335667	26.0832638001071	45.4670756655448	0	0	0
MT1X	51.7182882502975	283.359093101163	500.137832320993	15.5896604450277	7.10282476149216	0
MT2A	644.95747700371	1874.4381849077	3915.51757496221	114.32417659687	115.674574687158	62.7327054625019
MTA1	3258.25215976874	2914.21192821196	3231.72841740392	2792.62784105263	2669.64742106941	2571.19318469957
MTA2	5983.09609170108	5309.12978622179	6316.35747236049	7383.26318676512	7194.14679413992	7695.77702957557
MTA3	873.126395755022	1008.94806790414	803.251670091292	565.385018806338	612.872307991609	535.771214220286
MTAP	856.901050421596	1038.58814040426	950.351032538643	961.362394110041	781.310723764137	897.755879524182
MTBP	68.9577176670633	39.1248957001606	57.056722403821	37.4151850680665	44.6463270722364	47.4733987283798
MTCH1	20065.6817570321	19529.2509688802	21538.9127074424	17474.9700481797	21299.3420812117	23557.8263796955
MTCH2	4454.87137810896	4403.32917061808	4139.2869081397	4047.07585152919	4038.46322153411	4034.39115264928
MTCP1	8.11267266671333	22.5264551000925	27.6368499143508	55.0834669057645	9.13220326477563	5.93417484104747
MTCP1NB	542.534984586454	334.340017801372	565.218156312851	299.321480544532	442.404513715797	307.729352471462
MTDH	3491.49149893675	4191.1062515172	3912.84304109953	6490.4952986132	5649.78975314119	5703.58976150963
MTERF	191.661891751102	163.613200200672	115.896467382761	137.189011916244	161.335591011036	172.091070390377
MTERFD1	418.816726419076	310.627959801275	292.415702319582	355.444258146631	254.687002162076	309.424830997476
MTERFD2	494.873032669513	327.226400401343	448.43017764253	315.950451685895	337.891520796698	289.079088685313
MTERFD3	246.422432251417	278.616681501144	233.575957340642	216.176624837717	205.981918083273	175.482027442404
MTF1	252.506936751452	539.449319502215	382.458342363112	656.844360083834	577.358184184148	504.404861489035
MTF2	1310.1966356742	1376.48496690565	1168.77129799077	1245.09421420955	1017.73331939666	1077.47660328162
MTFMT	746.365885337627	579.75981810238	573.241757900889	655.805049387498	653.459878057279	608.67679083887
MTFP1	1575.88666550906	1287.56474940529	1606.50334018258	1540.25845196874	1595.09150358081	1915.89073439533
MTFR1	901.520750088519	975.751186704006	871.006527945829	940.576180183338	1042.08586143606	1000.332330348
MTG1	3218.70288051851	2078.36188370853	2350.02375400738	2036.00965412062	2095.33330464019	2090.52502257472
MTHFD1	2498.70318134771	2241.9750839092	2300.09912190403	1947.66824493213	1766.57398710826	1891.30629576813
MTHFD1L	732.168708170878	681.721667502799	784.529933052538	640.215388942471	650.415810302353	808.74325690847
MTHFD2	540.506816419776	484.911586101991	342.340334422926	641.254699638806	512.418072079077	597.656180419781
MTHFD2L	204.844984834512	193.253272700793	154.231452747829	206.822828570701	130.894913461784	167.852374075343
MTHFR	2227.94273109615	2125.78599970873	2497.12311645473	3133.52174945057	2661.52990705628	2733.95912319687
MTHFS	559.77441400322	234.749374200964	321.835574809053	292.046305670185	300.348018485954	252.626300376021
MTHFSD	219.04216200126	310.627959801275	173.844701074142	245.277324335102	298.318639982671	215.325772803723
MTIF2	592.225104670073	497.953218002044	583.939893351605	654.765738691163	558.079088402955	645.977318411168
MTIF3	1463.32333225842	1349.21610020554	1185.7100124544	973.834122466063	858.427106888909	1040.17607570932
MTL5	14.1971771667483	7.1136174000292	23.1792934765523	13.5110390523573	12.1762710197008	19.498003049156
MTM1	403.605465168988	603.471876102477	435.949019616694	657.883670780169	705.209029891007	699.384891980595
MTMR1	207.887237084529	280.987887301153	287.958145881784	351.287015361291	314.553668008938	257.712735954062
MTMR10	557.746245836542	548.934142702253	493.005742020515	859.509945869194	724.4881256722	827.393520694619
MTMR11	130.816846750752	182.58284660075	120.35402382056	220.333867623058	197.864404070139	268.73334637315
MTMR12	2545.35104918131	3804.59970611562	3328.01163646037	4969.98374987483	3767.54119134577	4058.97559127647
MTMR14	3178.13951718495	3722.79310601528	3447.47414899337	3370.48458821499	3789.86435488189	3667.32005176734
MTMR2	2847.54810601638	4992.5738119205	3800.51261886701	5081.18999438269	4753.81914394154	5015.22547994812
MTMR3	1411.60504400812	1998.92648940821	1887.32939576389	2180.47384091121	2169.40562001003	2117.65267899094
MTMR4	802.140509921281	897.501395303684	761.350639575986	1054.90035678021	683.900555606531	730.751244711846
MTMR6	2237.0694878462	3055.29867331254	2003.22586314665	2889.2837358118	2526.57623658792	2611.03693006089
MTMR7	44.6196996669233	46.2385131001898	44.5755643779851	35.3365636753961	21.3084742844765	33.0618312572645
MTMR8	30.422522500175	71.136174000292	52.5991659660224	42.6117385497424	35.5141238074608	58.494009147468
MTMR9	1168.22486400672	1722.68101370707	1456.72944387255	2218.92833667561	1973.57059444318	2043.05162384634
MTO1	582.084263836682	643.782374702643	628.51545772959	642.294010335141	656.503945812204	619.697401257958
MTOR	2518.98486301449	4068.9891528167	3360.10604281252	4738.21746459208	4467.67677497857	4504.88644361804
MTPAP	672.337747253867	629.555139902584	618.708833566433	791.954750607407	769.134452744437	720.578373555765
MTPN	3642.59002735429	6532.67197902682	4609.11335668366	5995.78340715765	5826.34568292685	5890.94013863413
MTR	2025.12591442832	2742.29950771126	2106.64117250358	2396.65046574892	2217.0960148372	2036.26970974229
MTRF1	183.549219084389	137.529936400565	111.438910944963	88.3414091884903	189.746890057005	155.136285130241
MTRF1L	7004.27876362362	9975.66280064095	9301.13726311037	12543.4407940693	11487.2970178361	13335.7863463597
MTRNR2L1	4327.09678360822	8979.75636463686	6467.02287995808	4288.19593307895	4393.60445960872	4337.8818088057
MTRNR2L10	1303.09804709083	1869.69577330768	1894.46148606437	1054.90035678021	1104.99659503785	1074.9333854926
MTRNR2L2	24271.0884506396	70808.9475998907	42398.4938137643	28470.8772154059	27314.4199649439	27216.6690388327
MTRNR2L3	656.112401920441	950.853525803903	1052.87483060801	524.851901649266	630.122025269519	587.4833092637
MTRNR2L4	17.2394294167658	22.5264551000925	18.7217370387537	25.9827674083795	26.3819205426852	27.127656416217
MTRNR2L5	9.1267567500525	14.2272348000584	11.5896467382761	10.3931069633518	15.2203387746261	5.08643557804069
MTRNR2L6	3263.32258018544	6299.10820772586	4382.6694896435	2427.82978663898	2749.80787194911	2730.56816614485
MTRNR2L7	1.01408408333917	1.18560290000487	1.7830225751194	1.03931069633518	1.01468925164174	0.847739263006782
MTRNR2L8	21135.5404649549	59569.4321078445	33448.6119979525	22753.6290748661	23598.6279254319	22409.9874175843
MTRR	466.478678336017	719.660960302954	511.727479059269	973.834122466063	765.07569573787	918.101621836345
MTSS1	3287.66059818558	4661.79060281914	4360.3817074545	8432.96699006365	7691.34452744437	7477.90803898283
MTSS1L	2931.71708493353	3337.4721635137	3932.45628942585	2275.05111427771	2679.79431358583	2318.56688432355
MTUS1	6332.9551004531	8330.0459754342	7075.92508936136	4690.40917256067	3434.72311680728	3602.04412851582
MTUS2	117.633753667343	151.757171200623	169.387144636343	232.80559597908	140.02711672656	201.761944595614
MTX1	2069.74561409524	1644.43122230675	2112.88175151649	1543.37638405774	1703.66325350648	1850.61481114381
MTX2	747.379969420966	685.278476202813	641.888127042986	408.449103659726	481.977394529825	463.71337686471
MTX3	264.675945751522	484.911586101991	269.23640884303	381.427025555011	365.288130591025	183.111680809465
MUC1	28.3943543334967	53.352130500219	60.6227675540598	98.7345161518421	8.1175140131339	22.0412208381763
MUC12	4.05633633335667	0	4.45755643779851	7.27517487434626	7.10282476149216	11.0206104190882
MUC20	44.6196996669233	11.8560290000487	46.3585869531045	34.2972529790609	35.5141238074608	23.7366993641899
MUC4	0	0	0	45.7296706387479	22.3231635361182	32.2140919942577
MUC5B	0	0	1.7830225751194	0	2.02937850328347	1.69547852601356
MUC6	0	4.74241160001947	0	2.07862139267036	0	3.39095705202713
MUL1	3263.32258018544	3165.559743013	3534.84225517422	3741.51850680665	3565.61803026906	3462.1671501197
MUM1	1555.60498384228	1401.38262780575	1544.0975500534	1700.31229920435	1935.01240288079	1917.58621292134
MUM1L1	511.09837800294	552.490951402268	762.242150863545	403.25255017805	378.479090862368	492.53651180694
MURC	183.549219084389	78.2497914003212	148.88238502247	89.3807198848255	85.2338971379059	88.1648833527053
MUS81	1563.717656509	1357.51532050557	1690.3054012132	1739.80610566509	1564.65082603156	1901.47916692421
MUT	1468.39375267511	1464.21958150601	1508.43709855102	1339.67148757605	1459.12314386082	1352.99186375882
MUTED	933.971440755372	796.725148803271	772.940286314262	490.554648670205	523.579653847136	680.734628194446
MUTYH	312.337897668463	220.522139400905	262.995829830112	239.041460157091	228.305081619391	235.671515115885
MVD	3592.89990727067	2187.43735050898	3662.32836929526	8009.96753665523	7847.60667219719	10239.8425578589
MVK	1704.67534409314	1487.93163950611	2077.22130001411	2888.24442511546	2910.1287737085	3808.89250868947
MVP	1594.14017900917	1340.9168799055	1288.23381052377	2774.95955921493	3103.93442077207	2607.64597300886
MX1	4215.54753444092	2141.19883740879	3690.85673049717	124.717283560222	183.658754547154	132.247325029058
MX2	93.2957356672033	3.5568087000146	32.0944063521493	6.23586417801108	2.02937850328347	0.847739263006782
MXD1	373.182942668813	531.15009920218	400.288568114306	809.623032445105	601.71072622355	772.290468599179
MXD3	328.56324300189	103.147452300423	180.97679137462	86.2627877958199	137.997738223276	135.638282081085
MXD4	8876.27798146773	9353.2212781384	8584.36218791237	9066.94651482811	10414.7704788508	10003.32330348
MXI1	494.873032669513	835.850044503431	622.274878716672	600.721582481734	570.255359422656	652.759232515222
MXRA5	124.732342250717	45.0529102001849	172.061678499023	48.8476027277534	32.4700560525356	33.9095705202713
MXRA7	19558.6397153625	17038.2992759699	18100.3536713246	20661.4966431434	26041.9996433852	23151.7592727152
MXRA8	20.2816816667833	2.37120580000973	37.4434740775075	25.9827674083795	20.2937850328347	19.498003049156
MYADM	22243.9343680446	35901.2414150474	43768.7466627436	31244.7974639245	27500.1080979944	32191.2030341565
MYADML2	0	0	3.56604515023881	8.31448557068144	10.1468925164174	0
MYB	10.1408408333917	0	10.6981354507164	30.1400101937202	28.4112990459686	27.127656416217
MYBBP1A	1705.68942817648	1945.57435890799	2381.22664907196	2031.85241133528	1771.64743336647	2051.52901647641
MYBL1	21.2957657501225	0	19.6132483263134	6.23586417801108	0	0
MYBL2	885.295404755092	259.647035101066	628.51545772959	167.329022109964	277.010165698194	152.593067341221
MYC	1232.11216125709	915.285438803757	1384.51702958022	216.176624837717	155.247455501186	163.613677760309
MYCBP	493.858948586174	350.938458401441	421.684839015739	378.309093466005	382.537847868935	399.285192876194
MYCBP2	1060.73195117277	2000.11209230821	1725.07434142802	3875.58958663389	3440.81125231713	2720.39529498876
MYCL1	687.549008503955	1100.23949120452	956.591611551561	640.215388942471	569.240670171014	552.725999480422
MYCN	106.478828750612	132.787524800545	107.872865794724	422.999453408418	335.862142293415	642.586361359141
MYCT1	8120.78533938005	10925.3307235449	8154.6537473086	9892.15920771824	8568.03604086283	8808.85868190347
MYD88	2097.1258843454	2890.49987021187	2307.23121220451	2496.4242925971	2867.51182513955	2953.52359231563
MYEF2	1352.78816717445	1260.29588270517	1250.79033644626	1490.37153854465	1334.31636590888	1236.00384546389
MYEOV	0	0	0	16.6289711413629	2.02937850328347	1.69547852601356
MYEOV2	4847.32191836122	1832.94208340752	3442.12508126801	2144.09796653948	2671.67679957269	3344.33139256176
MYF6	15.2112612500875	9.48482320003894	32.0944063521493	35.3365636753961	9.13220326477563	8.47739263006782
MYH10	9770.70014297287	8445.04945673467	9202.17951019125	7719.99985237771	7944.00215110316	7421.10950836137
MYH11	8.11267266671333	15.4128377000633	6.24057901291792	15.5896604450277	18.2644065295513	14.4115674711153
MYH13	8.11267266671333	4.74241160001947	0	0	0	0.847739263006782
MYH14	438.08432400252	470.684351301932	540.25584026118	386.623579036687	337.891520796698	460.322419812683
MYH2	0	0	0.891511287559702	1.03931069633518	0	0.847739263006782
MYH3	2.02816816667833	0	0	12.4717283560222	17.2497172779095	5.08643557804069
MYH7B	5.07042041669583	0	11.5896467382761	22.864835319374	2.02937850328347	4.23869631503391
MYH9	89112.6388234293	81588.4491667349	100340.486926132	143128.672545799	143942.802548645	141791.173651988
MYL12A	31725.6205472658	23073.0180369947	25997.3606565285	20867.2801610177	21180.6234387696	26535.9344106383
MYL12B	18045.6262630205	11387.7158545467	13714.1181365309	11301.4645119487	12102.198704331	14236.0854436729
MYL4	107.492912833952	73.5073798003018	147.099362447351	222.412489015728	196.849714818497	263.646910795109
MYL5	184.563303167728	163.613200200672	159.580520473187	140.306944005249	208.011296586556	217.021251329736
MYL6	84197.3732714843	46014.4341520889	61200.4668683984	53796.8002637016	72699.4408123755	83337.8559891447
MYL6B	2648.7876256819	2198.10777660902	2751.20383340924	1043.46793912052	1125.29038007069	1413.18135143231
MYL9	4266.25173860787	2974.67767611221	5650.39854055339	5676.71502338275	9852.63263344127	10077.9243586246
MYLIP	974.534804088939	1057.55778680434	987.79450661615	544.598804879634	544.888128131613	379.787189827038
MYLK	766.64756700441	1458.29156700599	1224.93650910703	2558.78293437721	2754.88131820732	2776.34608634721
MYLK2	110.535165083969	86.5490117003553	65.971835279418	43.6510492460775	44.6463270722364	88.1648833527053
MYLK3	42.591531500245	20.1552493000827	19.6132483263134	22.864835319374	20.2937850328347	23.7366993641899
MYLK4	26.3661861668183	49.7953218002044	27.6368499143508	35.3365636753961	70.0135583632799	20.3457423121628
MYLPF	5.07042041669583	2.37120580000973	16.0472031760746	0	0	0
MYNN	519.211050669653	607.028684802492	504.595388758792	639.176078246135	528.653100105345	522.207386012178
MYO10	7990.98257671263	9486.00880293894	10707.050563592	18494.5338412845	16717.0054207976	16703.8544382856
MYO15A	0	9.48482320003894	0	8.31448557068144	14.2056495229843	1.69547852601356
MYO18A	3938.70257968932	3573.40714061467	4680.43425968844	5211.10383142459	6041.4598042749	5065.24209646552
MYO19	656.112401920441	630.740742802589	828.213986142963	774.286468769709	617.945754249818	704.471327558636
MYO1B	2848.56219009972	3646.91452041497	3477.7855327704	4588.55672431982	3712.74797175712	4676.97751400842
MYO1C	11209.6854572311	14529.5635395596	13589.3065562725	16693.4084045357	15993.5319843771	16865.7726375199
MYO1D	1323.37972875761	2070.0626634085	1794.61222185768	3257.19972231445	3194.24176416819	3122.22370565398
MYO1E	3636.50552285425	3791.55807421556	3881.64014603494	7352.08386587506	7706.56486621899	7716.12277188773
MYO1F	286.985795584984	73.5073798003018	131.052159271276	74.8303701361329	48.7050840788034	62.7327054625019
MYO1G	6.084504500035	7.1136174000292	0	2.07862139267036	0	4.23869631503391
MYO1H	8.11267266671333	0	1.7830225751194	0	0	1.69547852601356
MYO3A	84.1689789171508	86.5490117003553	93.6086851937687	19.7469032303684	14.2056495229843	3.39095705202713
MYO3B	3.0422522500175	20.1552493000827	0	6.23586417801108	0	5.93417484104747
MYO5A	849.802461838222	1270.96630880522	1117.95515459987	2452.77324335102	1921.82144260945	2032.87875269026
MYO5B	28.3943543334967	29.6400725001217	64.1888127042986	6.23586417801108	7.10282476149216	15.2593067341221
MYO5C	639.887056587014	428.002646901757	540.25584026118	456.257395691144	562.137845409522	313.663527312509
MYO6	2797.85798593276	3687.22501901514	3215.68121422785	7028.85823931482	6133.7965261743	5691.72141182754
MYO7A	1895.3231517609	2266.87274480931	1766.97537194333	909.396859293282	655.489256560562	663.77984293431
MYO7B	93.2957356672033	116.189084200477	154.231452747829	31.1793208900554	24.3525420394017	8.47739263006782
MYO9A	290.028047835002	748.115429903071	548.279441849217	914.593412774958	707.238408394291	686.668803035494
MYO9B	4368.67423102513	4112.85646011688	4963.93484913242	9983.61854899574	8847.0755850643	9071.65785343558
MYOF	1084.05588508957	1206.94375220495	1644.83832554765	2876.81200745578	2145.05307797063	2224.4678261298
MYOM1	6.084504500035	14.2272348000584	3.56604515023881	10.3931069633518	26.3819205426852	8.47739263006782
MYOM2	15.2112612500875	15.4128377000633	38.3349853650672	81.066234314144	63.9254228534294	58.494009147468
MYOM3	38.5351951668883	13.0416319000535	7.13209030047762	5.1965534816759	28.4112990459686	23.7366993641899
MYOZ2	36.50702700021	68.7649682002823	76.6699707301344	106.009691026188	85.2338971379059	105.119668612841
MYOZ3	271.774534334897	328.412003301348	325.401619959291	88.3414091884903	178.585308288946	143.267935448146
MYPN	2.02816816667833	0	8.91511287559702	18.7075925340332	14.2056495229843	28.8231349422306
MYPOP	519.211050669653	362.794487401489	531.340727385583	582.013989947701	676.797730845039	556.116956532449
MYRIP	117.633753667343	113.817878400467	115.896467382761	60.2800203874404	54.7932195886538	83.9261870376714
MYSM1	365.0702700021	617.699110902536	417.227282577941	792.994061303742	399.787565146844	455.235984234642
MYT1	12.16900900007	16.5984406000681	23.1792934765523	12.4717283560222	0	1.69547852601356
MYZAP	2548.39330143133	2110.37316200866	2132.49499984281	2686.61815002644	2696.0293416121	3251.92781289402
MZF1	424.901230919111	310.627959801275	471.609471119083	453.139463602138	442.404513715797	375.548493512004
MZT1	1215.88681592366	1064.67140420437	921.822671336732	816.898207319451	604.754793978475	757.878901128063
MZT2A	3776.44912635506	2064.13464890847	2916.13342160779	1655.62193926194	1879.2044940405	2111.71850414989
MZT2B	6684.84227737179	3870.99346851589	5358.87434952137	2618.02364406832	3708.68921475055	3921.64183066937
N4BP1	1865.91471334407	2480.28126681018	2070.08920971363	1769.94611585881	1647.85534466618	1838.74646146171
N4BP2	917.746095421946	1159.51963620476	1066.2474999214	971.755501073393	530.682478608628	811.286474697491
N4BP2L1	354.929429168708	283.359093101163	305.788371632978	221.373178319393	171.482483527454	143.267935448146
N4BP2L2	928.901020338677	910.543027203738	842.478166743919	824.173382193797	784.354791519063	740.924115867928
N4BP3	7527.54615062663	8194.88724483364	8192.98873267366	5476.12805899006	6010.00443747401	4963.51338490471
N6AMT1	152.112612500875	111.446672600458	149.77389631003	189.154546733003	141.041805978201	182.263941546458
N6AMT2	463.436426085999	278.616681501144	278.151521718627	252.552499209449	200.908471825064	259.408214480075
NAA10	3345.46339093591	1997.7408865082	2531.89205666955	2383.13942669657	2899.98188119208	3103.57344186783
NAA15	1506.928947842	1512.82930040621	1457.62095516011	1857.24821435097	1542.32766249544	1567.46989729954
NAA16	281.915375168288	230.006962600944	179.1937687995	417.802899926742	354.126548822966	306.033873945448
NAA20	1718.87252125989	1414.42425970581	1457.62095516011	1440.48462512056	1396.21241025903	1454.72057531964
NAA25	740.281380837592	834.664441603426	859.416881207553	910.436169989617	867.559310153685	997.789112558983
NAA30	1900.3935721776	3071.89711391261	2229.66973018682	2444.45875778034	2162.30279524854	2155.80094582625
NAA35	537.464564169758	704.248122602891	613.359765841075	751.421633450335	514.447450582361	684.97332450948
NAA38	1074.92912833952	863.118911203543	1028.8040258439	811.701653837775	840.162700359358	787.549775333301
NAA40	1157.06993908999	1084.82665350445	859.416881207553	1131.80934830901	1100.93783803128	1115.62487011693
NAA50	2932.73116901687	3378.96826501387	2824.30775898914	3086.75276811548	2557.01691413718	2822.12400654958
NAA60	3592.89990727067	3782.07325101553	4166.92375805405	3647.98054413648	4396.64852736365	4338.72954806871
NAAA	258.591441251487	197.995684300813	167.604122061224	189.154546733003	206.996607334914	134.790542818078
NAALAD2	190.647807667763	142.272348000584	196.132483263135	97.6952054555069	92.3367218993981	78.8397514596307
NAALADL1	16.2253453334267	18.9696464000779	19.6132483263134	0	0	16.9547852601356
NAALADL2	49.6901200836192	40.3104986001655	32.0944063521493	11.432417659687	21.3084742844765	3.39095705202713
NAB1	965.408047338886	1145.2924014047	1133.11084648838	1113.10175577498	749.855356963244	847.739263006782
NAB2	1382.19660559128	1197.45892900492	1796.3952444328	1677.44746388498	1437.81466957634	1761.60218852809
NACA	18203.8233800214	13160.192190054	14481.7093551198	9376.66110233599	9969.32189738006	10105.8997543038
NACAD	173.408378250997	161.241994400662	309.354416783217	183.957993251327	218.158189102973	234.823775852879
NACC1	5264.11047661361	7193.05279432953	7519.00619927853	7979.82752646151	8287.98180740971	8813.09737821851
NACC2	2508.8440221811	3744.13395821537	3751.47949805123	5320.23145453978	4534.64626558692	4888.91232976011
NADK	6453.63110637046	7079.23491592906	7039.37312657141	6976.89270449806	7183.9999016235	6981.13283086085
NADKD1	556.732161753202	720.846563202959	570.56722403821	666.19815635085	624.033889759668	665.475321460324
NADSYN1	2690.36507309881	2590.54233651063	2670.07630624131	2040.16689690596	2192.74347279779	1943.86613007455
NAE1	1212.84456367364	1016.06168530417	904.883956873098	1009.17068614146	954.822585794874	1073.23790696659
NAF1	306.253393168428	461.199528101893	291.524191032023	378.309093466005	382.537847868935	367.071100881937
NAGA	1612.39369250927	2511.10694221031	2040.66933722416	3668.76675806318	4220.09259757798	4327.70893764962
NAGK	8090.36281687987	5149.07339472114	6998.36360734366	5052.08929488531	6301.22025269519	6599.6501625078
NAGLU	6853.18023520609	6029.97634942475	7512.76562026561	4383.81251714179	4524.49937307051	4745.64439431197
NAGPA	2213.7455539294	2004.85450390823	2143.19313529352	1962.21859468082	1860.94008751095	1845.52837556576
NAGS	22.3098498334617	48.6097189001995	23.1792934765523	48.8476027277534	51.7491518337286	53.4075735694273
NAIF1	623.661711253587	393.620162801616	537.5813063985	576.817436466025	667.665527580263	657.845668093263
NAIP	134.873183084109	77.0641885003164	37.4434740775075	70.6731273507922	65.9548013567129	44.9301809393595
NALCN	22.3098498334617	26.0832638001071	16.0472031760746	0	0	3.39095705202713
NAMPT	2923.60441226682	3597.11919861477	2993.69490362548	3343.46251011027	2786.33668500821	3444.36462559656
NANOG	20.2816816667833	21.3408522000876	10.6981354507164	23.9041460157091	13.1909602713426	22.0412208381763
NANOS1	191.661891751102	118.560290000487	187.217370387537	148.621429575931	128.865534958501	180.568463020445
NANOS3	120.676005917361	45.0529102001849	105.198331932045	40.533117157072	45.6610163238782	77.1442729336172
NANP	353.915345085369	413.775412101699	276.368499143508	445.864288727792	402.83163290177	394.198757298154
NANS	1973.40762617802	1388.3409959057	1697.43749151367	1594.30260817817	1719.89828153274	1667.50313033434
NAP1L1	12399.206086988	13642.732570356	11282.075344068	8098.30894584372	8332.62813448194	8256.13268242305
NAP1L2	77.0703903337767	86.5490117003553	64.1888127042986	95.6165840628365	116.6892639388	72.9055766185833
NAP1L3	274.816786584914	266.760652501095	203.264573563612	147.582118879595	167.423726520887	112.749321979902
NAP1L4	4648.56143802674	4211.26150081729	4481.62724256262	4301.70697213131	4617.85078422154	4437.9150418405
NAP1L5	326.535074835212	203.923698800837	235.358979915761	250.473877816778	220.187567606257	217.868990592743
NAPA	8743.43296655029	7408.83252213041	8608.43299267649	9383.93627721034	9942.93997683738	10494.164336761
NAPB	339.718167918621	366.351296101504	291.524191032023	331.540112130922	267.877962433419	206.848380173655
NAPEPLD	273.802702501575	360.42328160148	262.104318542553	294.124927062856	333.832763790131	280.601696055245
NAPG	915.717927255267	815.694795203349	673.982533395135	1107.9052022933	1212.55365571188	1029.15546529023
NAPRT1	3991.43495202296	2783.79560921143	3341.38430577376	2744.81954902121	3092.77283900401	3418.93244770635
NAPSA	0	0	0.891511287559702	3.11793208900554	8.1175140131339	10.1728711560814
NARF	2341.52014843014	1851.9117298076	2106.64117250358	2612.82709058664	2892.87905643059	2990.82411988793
NARFL	1745.23870742671	1435.76511190589	1701.89504795147	1453.99566417292	1763.52991935334	1627.65938497302
