gene_id	F1	F2	F3	F4	F5	F6	F7	F8	F9	F10	F11	F12
HIP1R	1804.1	2476.77	1738.95	2342.66	1599	2234	3365.04	1795	3394	2196	1711	2153
HIPK1	652	1353	562.07	1278	1077.93	1755	2233	998	4208.04	1269	1804.06	1739.01
HIPK2	1131.69	2893	1005	2794.5	1858.99	3150.36	9437.7	4474.15	14220.47	3582.31	4395.97	3289.99
HIPK3	76	511.99	4	369	626	1085.01	1128.98	910	2730.44	409	1523	1240
HIPK4	0	0	0	35	16	7	29	3	6	10	10	0
HIRA	1047	1746	1271	1678	1218	1659	2622	746	2141	1442	1557.56	1587
HIRIP3	394	337	441	350	289.06	305	565.03	259	482	304	218	365
HIST1H1A	0	0	0	0	0	0	0	0	0	0	0	0
HIST1H1B	0	6	0	0	0	0	0	0	0	18	0	0
HIST1H1C	400	441	699.41	257	180	251	423	230	179.76	226	155	377
HIST1H1D	0	0	0	0	0	14	3	0	2	0	0	12
HIST1H1E	0	14	14	0	0	0	16	45	4	0	12	0
HIST1H1T	0	0	0	0	0	0	0	0	0	0	0	6
HIST1H2AA	0	0	0	0	0	0	0	0	0	0	0	0
HIST1H2AB	0	0	0	0	0	0	0	0	0	0	0	0
HIST1H2AC	99	337	89	141	180	273	527	799	429.37	510	569	584
HIST1H2AD	0	0	0	19.75	12	0	0	23.72	8.53	6.34	0	12.15
HIST1H2AE	62	92	146	68	30	58	102	166	55	134	48	151
HIST1H2AG	0	2	40	0	12	16	2	0	10	5	14	1
HIST1H2AH	0	0	0	0	0	0	0	0	0	0	0	0
HIST1H2AI	0	6	0	0	3.49	12	6	16	14	6	10	18
HIST1H2AJ	0	0	0	5	16.51	0	0	0	0	0	0	0
HIST1H2AK	0	0	0	0	0	2	4	0	15	0	4	0
HIST1H2AL	0	0	0	0	2	0	0	0	0	0	0	0
HIST1H2AM	0	8	0	14	0	24	16	4	2	0	0	8
HIST1H2BA	0	0	0	0	0	0	0	0	0	0	0	0
HIST1H2BB	0	0	0	0	0	0	0	0	1	0	0	0
HIST1H2BC	8	46	6	32	17	46	112.97	79	89	70.69	52	90
HIST1H2BD	142	98	132	83	158	142	305	170	201	258	154	203
HIST1H2BE	0	0	0	0	0	0	0	0	0	0	0	0
HIST1H2BF	0	0	0	0	0	0	0	1	6	0	1	0
HIST1H2BG	0	10	16	4	0	8	43.99	50	32.98	29	25	41
HIST1H2BH	0	1	0	5	0	10	1	0	0	1	0	0
HIST1H2BI	0	0	0	0	6	0	0	0	0	0	0	0
HIST1H2BJ	1460.46	6032.75	2505.97	5678.8	5759.25	5839.1	3570.84	5746.04	3012.35	2690.27	3459.8	3487.63
HIST1H2BK	1257	2545	1657	1956	1571	2059.01	4267	3756	2368	3800	3174	4433.4
HIST1H2BL	0	0	0	0	0	6	0	0	0	0	2	4
HIST1H2BM	0	0	0	0	0	0	0	0	0	0	0	0
HIST1H2BN	29	0	0	12	0	0	7	6	10	0	7.99	6
HIST1H2BO	0	0	0	0	0	4	0	5.03	0	4.25	0	0
HIST1H3A	0	4	0	0	0	7	6	0	1	0	0	0
HIST1H3B	0	0	0	2	0	0	0	0	0	0	0	0
HIST1H3C	0	0	0	0	0	0	0	0	0	0	0	0
HIST1H3D	12	37	8	3.25	0	36	233	154.28	121.47	150.66	55	200.86
HIST1H3E	20	15	0	0	8	20	99	37	31	23	6	27
HIST1H3F	16	0	0	10	0	3	0	0	0	0	0	0
HIST1H3G	0	0	0	3	0	0	0	0	0	0	0	0
HIST1H3H	0	0	14	6	20	29	30	15	7	6	2	1
HIST1H3I	0	2	0	0	0	8	0	0	0	0	0	0
HIST1H3J	0	0	0	0	0	0	0	0	0	0	0	0
HIST1H4A	0	0	0	0	7	0	0	0	1	0	0	0
HIST1H4B	0	0	0	0	0	0	0	0	0	0	12	0
HIST1H4C	26	0	0	0	0	6	2	0	6	0	16	10
HIST1H4D	10	0	0	0	0	0	10	0	0	0	0	0
HIST1H4E	30	11	0	0	0	0	3	14	3	0	9	20
HIST1H4F	16	0	0	0	0	0	0	0	0	0	0	0
HIST1H4G	0	0	0	0	0	0	0	0	0	0	0	0
HIST1H4H	0	33	0	24	4	37	117.5	72	80	52	57	107
HIST1H4I	0	26	0	0	0	3	12	0	2	0	0	0
HIST1H4J	168	116.22	135.26	40	104	64.54	103	0	20	0	0	107
HIST1H4K	0	18.78	44.74	0	0	29.46	0	73	0	139	77	0
HIST1H4L	0	0	0	0	0	0	0	0	0	0	0	0
HIST2H2AA3	1521	1180.98	2066.34	872.14	719.95	708.8	1166.47	1273.64	495.5	929	678	904
HIST2H2AA4	1521	1180.98	2066.34	872.14	719.95	708.8	1166.47	1273.64	495.5	929	678	904
HIST2H2AB	0	0	0	0	0	0	0	0	0	0	0	0
HIST2H2AC	0	12.04	46.31	20.72	10.11	28.42	26.06	40.72	6	0	10	26
HIST2H2BE	239.2	427	368.93	453	335.35	395	1806.29	898.06	1389.11	925.05	1129.03	1601.98
HIST2H2BF	7.8	0	0	0	5.81	0	10.71	47.94	5.89	22	30.97	8.02
HIST2H3A	0	0	0	0	0	2	6.72	17	3.5	0	14.5	3
HIST2H3C	0	0	0	0	0	2	6.72	17	3.5	0	14.5	3
HIST2H3D	0	0	0	0	0	0	14.55	0	0	0	0	0
HIST2H4A	16	76.5	92	65.5	58.5	50.5	37.5	48.5	41	26	40	67.5
HIST2H4B	16	76.5	92	65.5	58.5	50.5	37.5	48.5	41	26	40	67.5
HIST3H2A	210	506	257.75	295	327	350	415	794.01	209	371	326	384
HIST3H2BB	0	0	0	0	0	0	12	0	0	0	0	0
HIST3H3	0	0	0	0	0	0	0	1	0	0	0	0
HIST4H4	0	8	0	0	0	0	0	0	1	0	0	0
HIVEP1	85	241	53	206	121	385	272	54	484	120	88	120
HIVEP2	1053	1394	549	1041	586	1394	1126	332	1779.53	658	639	822
HIVEP3	73	97	38	60	6	25	246	18	525.97	49.97	21	63
HJURP	177.71	238.87	155.01	187.5	126.69	299.32	288.43	182.05	345.55	135.01	263.82	254.34
HK1	10038	13708.05	8898.71	12924.99	12065	15088.95	16133.2	9433	12840.38	12633.85	16217.96	18168.21
HK2	486	558.99	351	418.06	342	518.93	360.4	175	602	220	354.63	367
HK3	0	0	0	0	0	0	0	0	0	0	0	0
HKDC1	29	6	12	16	25	14	0	40	4	0	0	0
HKR1	666	724.34	526	808	727	826	669.04	281	656.98	537.11	370	623
HLA-A	19339.77	20178.1	20484.61	19949.74	20150.31	19115.73	20442.92	15716.17	11092.07	21062.15	16860.24	16873.87
HLA-B	3846.9	4033.32	3123.57	3230.67	4314.57	3049.51	3538.38	2955.4	2749.68	4568.44	6902.64	4605.55
HLA-C	16911.6	16996.58	16956.66	12424.51	15410.07	12175.65	12252.52	11268.02	8041.41	11832.06	11043.91	12211.61
HLA-DMA	13	66	107	26	73	26	54	8	20	6	0	16
HLA-DMB	45	74	59	48	66	64	0	0	8	0	4	0
HLA-DOA	8.05	34.05	26	16.76	18	10.99	14	0	11.24	0	11.84	2
HLA-DOB	0	0	0	0	0	0	0	0	0	0	0	0
HLA-DPA1	59	86	34	208	41	152	141	74	67	114	153	159
HLA-DPB1	384	386	286	505	328.97	316.39	160	40	81.01	113	135	236
HLA-DQA1	0	0	0	0	0	0	0	0	0	0	0	0
HLA-DQA2	0	0	0	0	0	0	0	0	0	0	0	0
HLA-DQB1	375	290	170	262	206	223	37	2	28	88	24	42
HLA-DQB2	0	0	0	0	0	0	0	0	0	0	1	0
HLA-DRA	0	18	24	4	14	0	0	8	0	0	0	26
HLA-DRB1	4336.99	3257	4009	2725	2570.49	2711	1585	1086.01	981	1898	1917	1823.15
HLA-DRB5	516	357	445	414	384	383	277	194.99	121	293	229	279.01
HLA-E	54225.91	58535.48	55156.35	58538.71	50581.18	57766.81	53265.27	31276.73	31470.54	45298.15	35850.93	43207.77
HLA-F	145	25.4	67.82	35	101.22	72.87	88.49	50.61	19.74	33.11	39.01	9.96
HLA-G	13.93	6.45	1	9.01	18.42	23.05	12.21	2	5.7	0	14.26	5
HLCS	482.14	862.02	375	700.6	811	938.17	585	242	539.07	348	514	427
HLF	28	0	0	0	0	5	0	0	2	0	0	0
HLTF	221	494.98	252	402	417	639	725.1	303	884	400	425	335
HLX	8216.84	5690	5400	6663.01	3723	6564	9366.47	2058	6206	4772	3906.1	4392
HM13	10777.99	15315.74	12827.48	13141.68	12507.22	13140.42	15349.82	11532.95	10114.06	14057.92	13951.01	16813.62
HMBOX1	18	84	11	73	78	120	228	82	324.18	81	78	110
HMBS	695	940	839	843	752	702	604	136	372	668	485	630
HMCN1	48	60	0	80	125	120	353	138	565	175	203	139
HMG20A	1622	2894.56	1445.3	2983.01	3117.34	3505	2095	1109.3	1853.97	1707	1796.72	2239
HMG20B	6147	6640	7084.83	6118.89	4526.12	5122.91	5068.1	2100	2759.04	5043.99	3278.46	3920
HMGA1	8108.77	12966.46	9664.6	15342.32	15384.84	15395.99	8754.4	19896.16	8117.75	9499.16	13630.45	15734.41
HMGA2	6130.88	12082.69	6065.42	12580.19	13341.04	15404.48	23191.87	4646.83	15479.38	14295.68	17631	12119.32
HMGB1	7394.38	10195.81	7623.76	11442.91	9816.59	11149.61	9742.49	5192.89	6597.95	8300.25	8529.31	7990.78
HMGB2	1109.93	691	701	1232	641	1021.66	508	255	300	365	340	376
HMGB3	1624.99	1846.13	1744.99	2089.71	1494.41	1420.49	1653.08	754.54	1138.73	1216.43	894.95	1591.81
HMGB4	0	0	0	0	0	0	0	0	0	0	0	0
HMGCL	3885	3118	3872	3098.89	2734.44	2963.25	2760	914	1124	2688	1607.97	2423
HMGCLL1	40	66	28	69	144	89	0	0	0	0	12	0
HMGCR	1406	4715.07	1493	2597	2906.18	4751	9807.97	4674	10267.23	6369.9	10497.33	11019
HMGCS1	1006.75	2538.07	890	1751	1334.04	2087.01	10379.78	2088.9	14099.51	4482.22	8578.54	10979.95
HMGCS2	0	0	0	0	0	0	0	0	0	0	0	0
HMGN1	11911.01	13464.44	11829.52	15091.96	14316.48	14251.45	12349.75	5267.04	7067.35	11877.71	11040.38	11993.09
HMGN2	7552.51	6490.68	8846.28	7247.77	5531.01	7323.81	3710.4	1741.59	1932.03	2465.01	1609	2900.46
HMGN3	2723	1999.29	2494.37	1528	1778	1489	1498	187	740	1230	772	976.53
HMGN4	679	1129	621	926	1097	1271	909	549	791.18	720	824	997
HMGN5	312	100	191	52	57	94	165.03	0	151	58.07	39	30
HMGXB3	1523	2732.77	1246	2680.81	2628	3351.22	4839.76	3309.86	4922.89	3691.81	3649.52	4594.09
HMGXB4	210	474.98	158	254	447.97	573	494.98	306	533.43	344.01	450.82	531.74
HMHA1	1061	735.75	757	1023.11	504.98	736	1787	568	1046.14	899	412	821
HMHB1	0	0	0	0	0	0	0	0	0	0	0	0
HMMR	50	76	86	100	175	378	81	16	68	49	48	36
HMOX1	1466	3688.96	3583	3573.68	2944	4276	13213.36	196443.15	7349.11	14576	10138.32	14478.93
HMOX2	10180	8237	7455.8	5719	4644.5	4900.16	5461.09	2722	4125	4517	4095.02	5980.08
HMP19	0	0	0	0	0	0	0	0	0	0	0	0
HMSD	0	2	0	10	0	14	3	0	2	32	0	2
HMX1	0	0	0	0	0	0	4	18	12	0	0	0
HMX2	0	0	0	0	0	0	0	0	0	0	0	0
HMX3	0	0	0	0	0	0	0	0	0	0	0	0
HN1	10805.46	7018.94	10022	6789.55	5817.99	6439	7360.58	3718.94	3460	8041.71	6729.54	8745.96
HN1L	4192	6678.58	4978.09	6486.02	6535	6581.95	9284.76	5486.02	6286.21	7443.89	9115.72	9931.96
HNF1A	46	57	97	71	82	40	90	14	58	36	48	24
HNF1B	0	10	38	0	0	6	0	0	0	0	0	0
HNF4A	0	0	0	0	0	0	0	0	0	0	0	0
HNF4G	0	19	0	0	6	16	0	28	18	0	8.33	29
HNMT	100	364	341	227	278	277	30	12	18	52	37	50
HNRNPA0	8598	16330.58	11476.47	17767.43	14415.26	16838.51	17593.34	10444.56	10982.87	13232.06	11896.24	14008.67
HNRNPA1	17401.02	23377.34	18373.24	28937.65	24453.54	25544.25	17151.3	11821.31	11997.31	15752.34	14240.29	16687.88
HNRNPA1L2	360.95	350.21	339.8	354.57	301.68	344.86	372.25	125.67	375.83	187.71	216.46	203.99
HNRNPA2B1	10465.71	11639.78	7559.07	13080.07	8798.42	12143.47	20253.48	8924.99	22740.47	13821.46	14389.42	14663.21
HNRNPA3	8819.96	9052.91	6489.95	10199.84	7341.94	8989.14	13567.41	4258.3	12528.78	8914.98	8415.66	10239.14
HNRNPAB	5672.83	6870.63	5487.12	7711.69	5057	6078.58	8926.19	3956.19	6809.12	5713.99	6822.39	7578.03
HNRNPC	18455.02	26822.39	25790.64	23688.58	29064.78	28722.21	24770.01	22107.29	13250.45	23056.77	20845.51	27133.4
HNRNPCL1	0	0	0	0	0	0	0	0	0	0	0	0
HNRNPD	7267.93	7074.16	6820.87	8733.89	5255.81	7149	7812.06	1664.5	5920.8	5054.48	4238.24	5230.23
HNRNPF	5576.96	11500.06	6576	11074.04	10956	12832.9	11812.52	8433.69	8820.64	10692	11597.76	12753.66
HNRNPH1	2884.89	2865.64	2072.88	2791.31	1490.99	2091.83	4412.39	1411.03	7242.03	1700.28	1824.03	2266.6
HNRNPH2	0	769.57	0	831.59	601.52	906.86	1229.28	873.02	1411.73	620.48	1227.72	1139.2
HNRNPH3	2079	1980.18	1202.56	1749.14	1292.08	1744.47	2511.35	834.35	2891.34	1274.92	1654.91	1739.9
HNRNPK	10939.1	23502.08	12464.42	22583.78	24810.31	26738.37	26162.72	15302.41	23416.26	20012.55	28257.44	30715.36
HNRNPL	6550.62	11273.69	9461.72	8895.34	8026.28	9290.56	11707.21	6382.48	8493.64	7436.25	7359.56	10646.34
HNRNPM	11070.8	7898.84	8488.6	9165.28	4760	6418.35	13033.55	3621.56	9586.4	8112.59	6980.06	8048.75
HNRNPR	2434.48	3511.66	1584.92	3946.22	2354	3377.01	3662.61	2261	4075.8	2573	3248.98	3356.71
HNRNPU	7860.46	11395.03	6240	11554.45	6167.99	10731.79	18332.64	5441	16199.7	7223.99	6441.99	9008.59
HNRNPUL1	2721.01	8126.57	3061.15	7120.95	6568.61	8296.24	9237.68	4338.93	8767.01	5357.79	6058.63	6573.44
HNRNPUL2	3824.95	5053.23	2949	4988.95	2764	4530.69	7923.16	1850.7	6727.67	3034.01	2509	3622
HNRPDL	3972.53	3280.09	2885	3473.24	2654	3088.08	3774	843	3591.92	1640	1988.82	2161
HNRPLL	922	1783	911	1591	2128	2080	2356	1536	1860	1859	2338.84	2517
HOGA1	32.48	30.93	1.08	57.76	16.61	58.82	43.94	21.24	48.77	41.94	10.73	12.4
HOMER1	640.66	2308.08	683	1477.89	1863.89	2708.93	1661.91	301	1841.48	1051.65	1329.98	1075.2
HOMER2	22	105	40	86	105	109	137	80	83	58	125	107
HOMER3	31965.58	18442	32063	21862.67	16271	17177.01	14177.15	8892.97	6565.99	14981.95	9343	13485.98
HOMEZ	556.53	756.66	548.26	778.12	715.78	743.33	841.15	335.49	664.54	649	749.68	692.13
HOOK1	96	74	18	92	42	76	32	34	27	4	0	6
HOOK2	448	436	244.94	413	392	258	353	98	418.92	323	121	190
HOOK3	1536.03	1632.88	870.74	1490.22	580.44	1248.7	3510.82	838.33	5293.46	1021	1079.49	1567.95
HOPX	1219	1760.33	2386	1493	1396	1680.03	2600.97	759	1403	2040	2148	2376.38
HORMAD1	0	0	0	0	0	0	5	0	0	0	0	0
HORMAD2	0	0	0	0	0	0	0	0	0	0	0	0
HOXA1	0	6	0	8	0	0	0	0	2	0	0	0
HOXA10	0	4	0	0	0	0	0	0	2	0	0	0
HOXA11	0	0	0	0	0	0	0	0	0	0	0	0
HOXA13	0	0	0	0	0	0	0	0	0	0	0	0
HOXA2	0	0	0	0	0	0	0	0	0	0	0	0
HOXA3	0	0	0	0	0	0	0	0	0	0	0	0
HOXA4	0	0	0	0	0	0	0	0	0	0	0	0
HOXA5	0	0	0	0	0	0	0	0	0	0	0	0
HOXA6	0	0	0	0	0	0	0	0	0	0	0	0
HOXA7	0	0	0	0	0	0	0	0	0	0	0	0
HOXA9	0	0	0	0	0	0	0	10	2	0	0	0
HOXB1	0	0	0	0	0	0	0	0	0	0	0	0
HOXB13	0	0	0	0	0	0	0	0	0	0	0	0
HOXB2	355	303	405	538	454	494	486.97	347	389	305	142	349
HOXB3	104	215	48	204.02	220.94	275	273	64	552.99	80	64	86
HOXB4	586.54	1039.86	330	956.25	720.02	822	1150.14	253	705.01	578	503	691.21
HOXB5	3616.69	5768.5	4478.18	6174.21	3339.26	5412.3	1891.01	991	958.31	1558.99	816	1348.22
HOXB6	2764.91	4130	3104.05	4002	2057.03	4099.97	2285.94	1297	1222	1477	969	1658
HOXB7	2473.98	2190.85	3492.53	1958.03	1303.19	1740.99	1725.85	1160	701	1503.11	704	1205
HOXB8	1694.98	2870.03	2136.89	3003.63	1410.94	2465.15	1343.54	570	711.14	732.75	404.2	733.07
HOXB9	336	560	306	401	244	430	300	132	146	188	111	122
HOXC10	0	0	0	0	0	0	0	0	0	0	0	0
HOXC11	0	0	0	0	0	0	0	0	0	0	0	0
HOXC12	0	0	0	0	0	0	0	0	0	0	0	0
HOXC13	0	0	0	0	0	0	0	0	0	0	0	0
HOXC4	0	0	0	0	0	0	0	0	0	0	0	0
HOXC5	0	0	0	0	0	0	0	0	0	0	0	0
HOXC6	0	0	0	0	0	0	0	0	0	0	0	0
HOXC8	0	0	0	0	0	0	0	0	0	0	0	0
HOXC9	0	0	0	0	0	0	0	0	0	0	0	0
HOXD1	58	255	231.9	148	216.01	329	74	2	107	92	42	160
HOXD10	0	0	0	0	0	0	0	0	0	0	0	0
HOXD11	0	0	0	0	0	0	0	0	0	0	0	0
HOXD12	0	0	0	0	0	0	0	0	0	0	0	0
HOXD13	0	0	0	0	0	0	0	0	0	0	0	0
HOXD3	0	0	0	0	0	8	0	0	0	0	0	0
HOXD4	0	1	48	0	20	0	0	0	2	0	4	6
HOXD8	16	10	16	0	12	10	4	0	10	12	8	30
HOXD9	0	0	0	0	0	0	0	0	0	0	0	0
HP	0	0	0	0	0	0	0	0	0	0	0	8
HP1BP3	1288.79	2290.41	1359.03	2362.41	2115.18	2938.32	2263.62	992.17	4022.43	1126.52	1467.61	1550.03
HPCA	0	0	0	0	0	0	0	0	0	0	0	0
HPCAL1	1664	3754	2866	3431	2940	3610	4446.96	3373	3326	3661	4868	5441
HPCAL4	20	0	0	0	0	0	0	0	0	0	0	0
HPD	0	0	0	0	0	0	0	0	0	0	0	0
HPDL	16	15	0	22	0	6	0	14	14	0	0	2
HPGD	1177.02	2196	1854	1982.01	2372	3098	4593.88	872	1067	3679.92	1634.12	1285
HPGDS	4	0	0	0	0	0	7	0	0	0	0	0
HPN	0	0	0	42	0	12	4	0	0	0	0	6
HPR	0	0	0	0	0	0	0	0	0	0	0	0
HPRT1	668	825	1017	1000	928.21	914	973	560.15	592	1040	1079	1219
HPS1	3821	6035	4144	5918.69	5567.32	5485.18	5305.72	2557.62	3218.99	4708.73	3315	5299.44
HPS3	371	1016	558	773.03	1085	1140.57	1084.56	766.98	938	636	1134.92	1172.59
HPS4	393	855	495	877	886	955	972.01	357	955	607.02	909	861
HPS5	407	581	250	673	677	968	833	392	785.96	629	997	980
HPS6	1339	2821	2364	2580	2135	2513	2244	1621	1542	2638	2938.98	2860
HPSE	171.7	430	125.99	241	225.01	396.39	525.6	336	835.98	351.28	871.41	1080.36
HPSE2	0	0	14	6	0	0	0	0	0	0	0	0
HPX	0	0	10	0	0	0	7	0	40	0	0	0
HR	0	0	0	0	0	0	16	0	28	0	0	4
HRAS	8596	4149	7151.11	3816.98	2381.99	2904	4129.82	2422	2253	4244	3442.01	4984
HRASLS	8	38	12	10	76	47	44	42	62	129	96	75
HRASLS2	0	0	0	0	0	0	4	0	2	0	0	0
HRASLS5	0	0	0	0	0	0	0	0	0	0	0	0
HRC	36	0	0	0	3	0	0	0	2	0	0	0
HRCT1	20	0	0	6	8	18	0	0	6	4	0	2
HRG	0	0	0	0	0	0	0	0	0	0	0	0
HRH1	0	2.99	0	6.05	30	12	16.02	0	18.01	0	18	8
HRH2	0	0	34	0	16	0	0	12	0	0	4	0
HRH3	0	0	0	0	0	0	0	0	0	0	0	0
HRH4	0	15.96	0	0.93	0	0	0	0	3.02	8	12	1
HRK	0	0	0	0	0	0	0	0	0	0	0	0
HRNR	0	0	0	0	0	0	0	0	0	0	0	0
HRSP12	244	312	368	287	359.32	232	289	106	128	170	175	227
HS1BP3	3143	5223	5188	5350	4773	5334.08	4253	2355	2339.06	4911	3417	5153.78
HS2ST1	836	2051	832	1845.29	1641.99	2310	2597	1174.92	2434	1474	2399.02	2047.99
HS3ST1	117	237	58	242	403	372.46	1000	300	1474	798	1722	2892.01
HS3ST2	393.97	352	158	201	462	322	225.87	467	217	143	413	474
HS3ST3A1	76	117.11	24	275.53	225.06	190.08	61.21	23.48	87.29	34	55.74	8.33
HS3ST3B1	12	82.88	61	48.47	154.94	125.92	117.79	79.52	114.71	24	54.26	33.67
HS3ST4	24	52	44	66	14	16	34	2	4	20	0	20
HS3ST5	6	32	16	12	11	0	32	24	24	8	18	16
HS3ST6	0	0	0	0	0	0	0	0	0	0	0	0
HS6ST1	5821.98	7461.48	7033.39	8198.15	5074.04	7435.04	12634.01	4214	7950.1	7825.22	5393.36	7518
HS6ST2	8	108	64	112	164	71	18	24	50	18	18	48
HS6ST3	44	75	27	52	50	31	56	86	96	73	61	96
HSBP1	14107.95	12959.44	14847	10801.29	11443	11305.86	9464	8081	4824.97	9319.95	6854.14	9245
HSBP1L1	35	10	6	3	16	4	26	27	21	6	10	19
HSCB	621.32	503.17	956.93	551.97	431.93	563.51	470.47	346.5	216.43	449	441.96	594.98
HSD11B1	0	0	0	0	0	0	0	0	10	0	0	22
HSD11B1L	920.13	1141	1064	908.01	884	686	770	226	273	648	362	489
HSD11B2	64	138	181	146	120	94	7	8	4	36	14	0
HSD17B1	1118.75	618	866	503.72	466.32	386.47	563.15	100.09	358.88	225.38	210.27	410
HSD17B10	5935	4911.09	6991.57	4785	4715.58	3916	2933	1667	1297	3794.01	2708.86	3335
HSD17B11	814	1573	613	1393	1871.02	1720.01	1030	565	505	1048	920	801
HSD17B12	1744.45	3473	2037.65	2663.41	2862.01	3628.42	5209.46	2318	5106.07	3532.83	4897.09	4922.73
HSD17B13	55.07	17.39	25	16.68	20.98	18.01	59.26	0	35.43	5.77	8	18.84
HSD17B14	6292.89	4317.99	5070.34	4092.09	3258.72	2807.86	1194.73	485	539.51	1146	526.41	1056
HSD17B2	0	8	0	0	0	0	0	0	0	0	0	0
HSD17B3	0	0	0	0	0	4	6	0	12	0	0	0
HSD17B4	1534	4037	1868	4083	4239.78	5063.77	4044	1755	3051	3266	2828	2680
HSD17B6	0	8	0	0	40	22	71	0	10	0	24	9
HSD17B7	310.99	505.97	359.64	432.99	372	477	1189.71	516	1124	929	1270.95	1742
HSD17B8	258	253	420	246	196	263	114	16	14	40	4	26
HSD3B1	0	0	0	0	0	0	6	25	26.05	0	11	4
HSD3B2	0	0	0	0	0	0	12	0	19.95	0	0	0
HSD3B7	518.23	712.65	301	573	748.19	730	263.31	34	135.58	267	192.62	186.29
HSDL1	1409.94	1445.99	920	1469	1414	1611.01	1614.27	1102	1277.98	1244	1472	1916.17
HSDL2	1028	1796	1443	1776.01	1497.85	1819	1416	662	769	1158.2	1165	1321
HSF1	9080.15	8675.92	8346.71	8725.39	6494.29	8332.86	10645.73	6244.11	6419.37	8867.05	6788.25	10821.7
HSF2	358	698.82	303	569	650	655	683	645	461	538	583	597.88
HSF2BP	28	40	0	8	39	16	24	20	17	12	24	46
HSF4	39.89	0	0	0	0	0	0	1	41.73	0	0	0
HSF5	0	0	0	0	0	0	8	0	0	0	0	0
HSFX1	74	25	80	88	52	39	102	28	110	78	85	64.51
HSFX2	0	0	0	0	0	0	0	0	0	0	0	0
HSFY1	0	0	0	0	0	0	0	0	0	0	0	0
HSFY2	0	0	0	0	0	0	0	0	0	0	0	0
HSH2D	28.01	15.58	21.39	21	9.48	2.86	7	0.99	24.79	9	0	10.85
HSP90AA1	13344.35	18889.64	11305.57	16384.22	13457.37	16739.06	47176.36	27769.52	43383.65	28579.03	37484.81	42854.52
HSP90AB1	33101.71	63987.28	39985.38	61602.23	61809.91	72014.62	85687.59	60263.27	63956.79	69339.74	83024.41	86736.34
HSP90B1	37824.76	22272.35	19533.89	21746.63	12567	20318.01	48123.69	17176.99	48198.3	26342.86	22434.48	21048.68
HSPA12A	68	161	56	62	50	122	496	182	511	414	212	353.18
HSPA12B	1152	947	1015	1753.93	1051.41	1530.09	9125.19	2107	9220.99	5065.18	5701.01	6781.02
HSPA13	1449	2660	1016	1894.99	2419	3376	2119	1993	1810	1776	2709	2354.95
HSPA14	528	649	689.9	631	506	714	765.99	648	559	608	831	905
HSPA1A	5141.24	8220.05	6743.26	8283.66	6000.76	6255.92	18394.33	11002.3	14108.3	14112.12	13131.63	17112.71
HSPA1B	2981.96	5009.09	3497.74	3975.29	2953.49	3919.55	11464.48	6353.49	7647.73	7564.81	5904.37	8324.06
HSPA1L	126	117	102	116	104	199	212	34	89	138.06	97	79
HSPA2	147	509	178	311.17	331	513	279	208	106	204	116	115
HSPA4	5709	7332.81	5207.05	5963.19	5133.14	6589.92	9458.83	5784	6677.45	5829.78	7078.02	8397.84
HSPA4L	4	87	42	40	66	75	149	105	264	132	159	146
HSPA5	27326.11	32285.56	22568.03	28302.36	20568.17	28108.1	51312.46	15784.61	43883.86	33430.01	29884.63	21115.43
HSPA6	0	0	0	0	0	0	20	0	22	178	0	0
HSPA8	77934.69	100051.29	99361	76477.43	77548.45	85385.2	122825.4	94892.02	68972.47	100105.63	103391.31	124648.06
HSPA9	5153.08	7535.66	4375	6051	5864	6905	9315	5280	8280.1	6676	8319	9014.77
HSPB1	73049.63	35668.7	69398.62	41417.54	24362.2	31646.59	71203.01	27895.44	30168.22	52775.89	39390.13	59080.44
HSPB11	413	530	535	514.01	459	444	399	156	158	231	207	327
HSPB2	0	0	0	0	0	0	0	0	0	0	0	0
HSPB3	0	0	0	0	0	0	0	0	0	0	0	0
HSPB6	0	0	0	0	0	0	0	0	14	0	0	0
HSPB7	0	0	0	0	0	0	0	0	0	0	0	0
HSPB8	207	463	474	545	414	630	2987	2588	2807	2196	2180	5055.99
HSPB9	29	3	0	0	0	12	6	3	10	0	0	2.79
HSPBAP1	276	337	378	396	248	309	223	164	149	166	158	179
HSPBP1	4690.01	2529.11	5274	3131.79	2622	2527.58	2821.67	1550.95	1456.25	3183.56	2273	2928.45
HSPD1	8401.84	14167.93	8691	14873.03	12795.19	15897	18039.01	10821.92	12431.35	14755	20788.8	22670.61
HSPE1	6237	4601.82	6841	4983.27	4554.93	4743.53	4478.78	3230.82	2883.53	5256.4	4611.41	6322.96
HSPE1-MOB4	0	0	0	49	35.02	54.68	75.54	41.4	149.48	60.44	17.87	64.41
HSPG2	7878.87	102302.29	14188.39	54223.85	57671.07	73435.06	187012.96	40149.09	307153.75	53012.13	48378.14	60304.12
HSPH1	2489	3326	1493	2894.55	2303	3163.88	10192.16	5874.67	9817.37	5013	7657	8586.24
HTATIP2	1931.84	2103.99	1859	2220	2042.99	2089	2247.15	2656	1783	1915	1742	2397
HTATSF1	1391	1356	874	1376.23	887	1313	2094	612	1654.02	860	885	1049
HTN1	0	0	0	0	0	12	0	0	2	0	0	0
HTN3	0	0	0	0	0	0	2	0	0	0	0	6
HTR1A	0	0	0	0	0	0	0	0	4	0	0	0
HTR1B	0	0	0	2	0	0	0	0	0	0	0	0
