gene_id	F1	F2	F3	F4	F5	F6	F7	F8	F9	F10	F11	F12
HTR1D	31	45	53	34.75	21	99.69	133	83.57	67.01	56	51	92
HTR1E	0	14	0	0	0	0	0	0	0	0	0	0
HTR1F	0	10	0	0	4	8	0	0	6	0	0	0
HTR2A	0	0	0	0	0	0	0	0	0	0	0	0
HTR2B	22	32	0	16	99	82	10	17	3	0	19	5
HTR2C	0	0	0	0	0	0	2	0	0	0	0	0
HTR3A	0	0	0	0	2	0	0	0	0	0	0	2
HTR3B	0	0.01	0	0	0	2.9	0	1.03	2	0	0	10
HTR3C	0	0	0	0	0	0	2	0	1	0	0	0
HTR3D	0	0	0	0	0	0	0	0	0	0	0	0
HTR3E	0	0	0	0	0	0	4	0	0	0	0	0
HTR4	0	0	0	0	0	0	0	0	0	0	0	0
HTR5A	0	0	0	0	0	0	0	0	0	0	0	0
HTR6	0	0	0	0	0	0	0	0	0	0	0	0
HTR7	56	86	99	154	116.96	152.41	98	140	123.02	99	131.96	154
HTRA1	1181	1912	1820	1072	1338	1090	3254	700	1654	1400	908	812
HTRA2	2595.82	2911.25	3030.33	2873.69	2777.4	3112.37	2887.79	1271.84	1655.72	2702.31	2491.13	2899.44
HTRA3	25829.96	16782.11	24045.67	16169	8607.25	11998.6	28922.58	15688.99	16213.34	25195.84	10528.61	16333.13
HTRA4	0	13.8	0	9	0	6	8.89	2	6.02	21	2	0
HTT	4357.03	4305.81	2942	5160.68	3171	5151.92	6752.71	2212	6776.61	4123	5309.99	4253
HUNK	13	58.78	85	34.05	12	33	22.3	40	66.85	4	14	6
HUS1	657.07	876.73	703	806.53	813	865.69	1180	802	1105.8	776.96	1062.54	1269.71
HUS1B	0	4	0	14	8	8	25	9	0	0	0	8
HUWE1	3501.83	5334	2302.92	5445.9	3159.11	6219.77	10850.58	3432.6	15509.17	4555.74	5304.03	6473.66
HVCN1	574	1058	666	1137	965	1147.05	2020	685	812	1870	794	1249.26
HYAL1	72.69	38	26	56	34	84.64	268.01	16	237	159	82.56	233
HYAL2	22934	36176.58	31293.85	27965	27382.01	30324.11	63213.34	31988.8	57507.89	49499.19	57677.24	81807.42
HYAL3	270	456.63	422	409.68	333	518.52	847.88	269	551.13	640.24	701.03	888.49
HYAL4	1	0	0	0.99	8	2.37	0.86	0	1.53	0	0	0
HYDIN	0	0	0	12	0	6	0	0	22	0	6	0
HYI	1765.52	1068.06	1285.53	947.06	1086.7	992.74	536.29	189.81	252.8	510.34	379.73	541.51
HYLS1	209.83	277.68	182.51	188.13	247.03	238.22	225.01	195.62	151.4	201.12	178.69	191.54
HYOU1	4043.03	8729.93	4000.07	6982.9	6587.9	7778.36	11417.61	4095.03	13370.48	7401.94	7138.9	5688.09
IAH1	397	601	467	535	491	429	258	147	211	339	273	404
IAPP	44.67	2.48	11.38	5.93	6	5.92	20.6	2.17	51.69	13.58	5	4.34
IARS	1598.44	3612	2000	3251	3362	4181.04	4211	1998	4073.99	3248	4599	4117
IARS2	2398	3740	2018	3792	2586	4049	5338	1942	4363.86	3542	4553	4360.15
IBA57	424.82	414.28	599.64	551.56	368.26	516.27	839.3	298.5	1022.12	357.76	321.89	521.43
IBSP	0	0	0	0	0	0	0	0	0	0	0	0
IBTK	1242	1369	279	1183	1166.03	1504	1824	596	2285	1098	1564	1456
ICA1	1375	1457.26	1434	1241.18	1086	1343	1279	332	762.08	1213.42	880	892
ICA1L	66.6	94.8	52.14	116.12	102.49	159.4	150.7	14.5	151.89	29.46	90.84	65.52
ICAM1	3122.23	4230.34	2667	2856.74	2909.98	2982.09	3480.72	1500.99	2688.76	2319	1535	2172
ICAM2	68464.92	35046.85	63915.69	35929.52	26336.05	30785.72	44312.67	22972.77	20716.38	32010.87	29213.62	38456.82
ICAM3	2062	2046	2968	1632	2161.28	1796	1208	583	565	1331	1138	988
ICAM4	122	103	92	88.12	64	79.4	134	18	8.28	55	3	36
ICAM5	0	0	0	0	0	0	0	0	2	0	0	0
ICK	318	301	74.02	432	375.54	658	750.76	240	647.09	230	497	396
ICMT	4581.96	7494.83	4520.49	7180.2	6849.68	7640.15	9099.53	3813.39	6777.69	8125.61	9263.35	10405.39
ICOS	0	0	0	0	0	0	0	0	0	0	0	0
ICOSLG	710	665	624	440	351.14	483	693	152	777	299	248	262
ICT1	1626	1194	2003	1022.98	1088	1087	894	491	479	1042	1018	1266
ID1	7175.24	5170	5683	4099	4400	3494.99	936	282	782	603	1192	912
ID2	424	742	500	401	796.04	500.01	441.29	361	402	357	267	448
ID3	18628.75	18299.38	18549.01	11684.95	15283.62	12515	3215	1587	2845.6	3452	3410	3319
ID4	70	204	69	98	120	206	94	19	72	12	70	90
IDE	944	1553	933.13	1697	1602	2090.71	2726.98	1153	2456.99	1542	2425	2088
IDH1	3595	8268.9	4319	6650.99	6710	7608	10033.01	3911	6027.98	8135	9133.77	8274.61
IDH2	8485.03	12772.01	10256.94	11694	12401.49	12219.68	22052.41	5692.02	10128	18971.99	16596	16909
IDH3A	746.03	1320.47	1293	1101	1386.05	1672.01	2286.72	1994	1878.98	1948	2374	2994.88
IDH3B	5467.12	4489.02	5891	5018.77	4476	4682.96	4233.25	2684	2367.31	4076	3406	4181
IDH3G	3607	3447	4349	2883	1969	2865	3750.67	1456	1860.99	2560	2056	2322
IDI1	2288.87	3068.02	2116	2212	1564	2765.01	7419.94	3723.83	5834.32	4857.07	7914	8770.55
IDI2	263	161	216	149	32	164	68	78	87	52	56	70
IDO1	36.49	29.9	34.13	19.73	15.34	34.4	39.6	19.18	86.08	50.94	17.32	8.25
IDO2	0	0	0	0	0	0	0	0	0	0	0	0
IDS	1301.25	3113.39	1319.34	2630.83	2922.55	3314.81	3997.88	3250.66	6809.31	2670.86	5145	4572.28
IDUA	2083	1106	1387	1414	998	1170	1136	265	939	834	363	498
IER2	12840	10325	12003	11569.46	8969	12688	19820.58	10708.97	13642.61	16503	13944	22268.63
IER3	4575.84	3970	5086	2313	1893	2182	1939	1603.92	1902	2371	1281	1434
IER3IP1	3052	3145.01	2987	2550.59	2403	2844.83	3083.13	2266	1836	2556.88	2928.8	3072.01
IER5	826	1705.91	1276.95	1572.21	1237	1466.01	2510.01	2029.4	2234.75	1899	3051.11	4210.18
IER5L	5157.27	2416.38	3447.37	2411.34	1093.98	1728	2027	2706.47	1660.01	1537	1892	2380
IFFO1	1612	1269.84	1135	1597	1000	1141.9	1438.36	419	1891.03	1043	594.79	910.58
IFFO2	1979.98	2189	893	2075	1779.04	2365.95	4157	2328	6676.72	2716.21	4526.17	4448.35
IFI16	7385.24	14685.43	7596	12379.9	10949.45	12936.96	13846.8	10628.26	9825.88	7831.44	7018.03	9859.23
IFI27	32	6.87	32	16	21	10	2	0	5	14	0	0
IFI27L1	1291.41	775.01	1596	478.83	708	539	302	143	100	418	197	310.55
IFI27L2	2661.4	1305	2274.99	1364	1343	1020	303.76	184	112	435	361	489
IFI30	90	73	92	42	31	41	109	0	42	72	77	28
IFI35	1778	1000.01	1000	856	805	650	177.9	35	70	216	186	100
IFI44	610.16	518	508	448	495	436	71	63	56.99	38	73	22
IFI44L	1341.69	896.95	434	575.57	1009.92	718.63	0	18	2	0	10	8
IFI6	15482.34	4166.87	6669.95	2823.59	3643.27	2856.26	719.64	1111.7	492.35	2683.5	1000.61	1769.53
IFIH1	717	1030	420	763	773	1089	452	133	355	562	377	362
IFIT1	1925	1361	765	765	1541.51	1369	227	130	58	145	60	48
IFIT1B	0	0	0	16	0	0	0	0	0	0	0	0
IFIT2	60	98	100	121	162	188	119	88	40	104	32	72
IFIT3	1202.16	1862.52	1098.36	1542.85	1554.91	1851.99	3230.82	1192.49	1581.17	1809.79	1445.89	1614.6
IFIT5	982.25	1154.54	549.37	686	1016.91	1124.01	771	310	344.46	406.01	559	504
IFITM1	3981.44	1452.91	1837.42	1109.06	1852.63	1229.24	242.14	55.06	82.08	84.11	116.06	103.08
IFITM10	618	342	411	241	258	174	369	160	114	231	101	109
IFITM2	10705.14	14063.35	15847.83	14677.57	10663.7	12390.67	12891.13	3634.11	6028.4	10226.8	7750.91	11703.91
IFITM3	77345.97	54795.18	76919.73	53943.17	41619.7	45922.86	47334.7	19769.85	19092.91	38368.98	24020.43	40227.17
IFITM5	0	0	0	0	0	0	0	0	10	0	0	0
IFLTD1	0	12.68	0	6.01	0	3	4	3.73	12.17	0.99	0	4
IFNA1	0	0	0	0	0	0	0	0	0	0	0	0
IFNA10	0	0	0	0	0	0	0	0	0	0	0	0
IFNA13	0	0	0	0	0	0	0	0	0	0	0	0
IFNA14	0	0	0	0	0	0	0	0	0	0	0	0
IFNA16	24	0	0	0	0	0	0	0	0	0	0	0
IFNA17	0	0	0	0	0	0	0	0	0	0	0	0
IFNA2	0	0	0	0	0	0	0	0	0	0	0	0
IFNA21	0	0	0	6	0	0	0	0	0	0	0	0
IFNA4	0	0	0	0	0	0	0	0	0	0	0	0
IFNA5	0	0	0	0	0	0	0	0	0	0	0	0
IFNA6	0	0	0	0	0	0	0	0	0	0	0	0
IFNA7	0	0	0	0	0	0	0	0	0	0	0	0
IFNA8	0	0	0	0	0	0	0	0	0	0	0	0
IFNAR1	2847.04	4633.09	3500.55	3792.71	3478.17	4178.92	7438.66	2626.99	5163.73	3324.59	3219.16	3865.6
IFNAR2	701.32	1258.74	456.94	1362.84	1103.25	1279.99	1325	447	934.94	655.6	549	625.9
IFNB1	0	0	0	0	0	0	0	0	0	0	0	0
IFNE	0	0	0	0	0	0	0	0	0	0	0	0
IFNG	0	0	0	0	0	0	0	0	0	0	0	0
IFNGR1	3151.65	5144.82	3999	3856.26	5263.76	5063.25	4908.71	6086.68	3718.15	4410.4	4436.56	4767.05
IFNGR2	2784.75	3498.24	2295.79	2796.53	3035.06	2811.98	3087	1767	1957.14	2281.97	1979	2155.56
IFNK	0	0	0	0	0	0	0	0	0	0	0	0
IFNW1	0	0	0	0	0	0	0	0	0	0	0	0
IFRD1	756	624	617	458	440	525	1340	1136	2848.43	519	1154	1778
IFRD2	3157	4192	3885.11	4249	3955.99	4063	3523.11	1975.33	2135.97	3354	3833.92	4632.01
IFT122	1070.25	1059	689	1213	890	1160	1060	250	608	744	619	508
IFT140	603	761	714	1092	520	935	875	313	923	450.01	528	678
IFT172	186	369	187	586	265	463	546	134	616	285	397	173.94
IFT20	1022.9	1002.57	2079.91	920.37	1087.01	912.14	664.9	783.3	365.34	892.02	579.91	797.29
IFT27	2780.12	1881.07	2839.99	1877.96	1831.78	1914.64	1421.33	703	743.32	1967.56	1384.92	1380.82
IFT43	804	484	754	442.16	464	503	282	109	101	386	179	275
IFT46	1348	1342.81	1681	1203	1551	1165	1450	647	561.82	1306	1096	1267
IFT52	1779	3106	2481	2369.69	2639	2860	1724	1042.97	745	2120	1663.79	1598
IFT57	690	1110.2	819	1068	938.98	1089	972	498	543.14	719	922.09	914
IFT74	135	119	108	121	83	132	123	40	183	82	148	126
IFT80	153	242	122	243	194	353	282	10	387	82	285	219
IFT81	196	183	48	148	163.98	180	290	63	305	98	176.09	200
IFT88	173	254	322	250	208	393.87	244	50	268	194	245	183
IGBP1	2848	3356.18	3062	2957	2618	3021	2294	2255	1082.99	1889	1345.91	1868
IGDCC3	4259.11	3276.03	2346.58	4080.78	3373.85	3265.28	1132	395	663	1171.26	677.91	651
IGDCC4	30	72	24	74	109	81	73	26	114	40	18	30
IGF1	60.03	48.95	24.02	67.64	66.92	71.94	28.63	5	42.3	42	14.44	8
IGF1R	2382.01	2842.99	1879.89	3177.92	1748.65	3004.95	4520.47	1181.97	4959.13	2133.08	1327	1653.94
IGF2	2980	885.96	1724.02	2283	856	1424.11	3454.5	874	1484.88	2532.77	500.93	845
IGF2BP1	3402.2	5904.81	2925.76	5241.35	4183.88	5851.79	5369.2	3684.72	6325.97	3720.27	4234.83	5013.78
IGF2BP2	3928.9	3574.8	2487.56	3341.28	2014.01	3198.84	5031.11	1685.58	5304.7	1970.49	1763.61	2246.4
IGF2BP3	1248.97	3176.09	1084.93	2738.13	3711.64	4143.45	3322	2667.67	3983.68	2404.01	5808.03	4853.03
IGF2R	5112.98	12686.48	4412.23	11073.05	9057.27	15201.23	31908.93	12560.2	45422.46	16214.84	22933.33	21495.27
IGFALS	0	0	0	0	8	0	2	0	0	0	0	0
IGFBP1	122	108	132	133	119.9	290	85	107	107	86	76	52
IGFBP2	151840.69	99842.66	126984.69	93191.71	64507.88	68976.41	77930.16	44059.39	45140.19	71952.19	45626.18	65999.9
IGFBP3	10755	10076	7084.95	8046.87	8664.38	9178	20263.11	1448	13208.6	14604	8164.99	8459
IGFBP4	118977.55	134816.86	152631.13	133788.2	101571.1	110711.68	159545.06	60634.76	52648.93	132158.88	61556.11	84032.12
IGFBP5	4796.98	3875.28	2558.31	5713.79	3491.1	7506.69	73082	3213.97	167781.52	51992.23	74599.79	110064.8
IGFBP6	246	34	100	50	78	12	328	101	227	399	579	623
IGFBP7	0	4	76	8	51	48	22	28	21	30	26	30
IGFBPL1	0	14	22	0	16	0	10	4	6	0	8	0
IGFL1	0	0	0	0	0	0	0	0	0	0	0	0
IGFL2	0	0	0	0	0	0	0	0	0	0	0	0
IGFL3	0	0	0	0	0	0	0	0	0.94	0	0	0
IGFL4	0	0	0	0	0	0	0	0	0	0	0	0
IGFLR1	61	44	53	29	29.8	26	23	0	8	23	0	24
IGFN1	0	0	0	0	0	0	0	0	0	0	0	0
IGHMBP2	315	820	271	645	428	607	1072	452	1014.83	571	632	837
IGIP	62	90	16	153	50	99	26	46	122	58	70	48
IGJ	0	0	0	0	0	14	0	0	0	0	0	0
IGLL1	50.03	7	26	13	1	9	3	0	25	0	0	0
IGLL5	0	0	0	0	1	0	0	0	2	0	0	0
IGLON5	450	391	469.86	375.87	544	301.01	222	82	59.01	267	42	79
IGSF1	200	212.22	94	144	339	153	101	112	162	120	37	38
IGSF10	8.61	19.08	0	2	30.54	14	7	0	24	12	0	8
IGSF11	0	8	0	6	0	0	0	0	2	0	0	10
IGSF21	0	0	0	0	0	0	16	0	0	0	0	0
IGSF22	0	0	6	0	0	14.56	2.03	19.66	25.32	15.15	0	10.07
IGSF23	0	0	0	0	0	0	0	0	4	0	0	0
IGSF3	221	584	196	611	801	674.96	357.01	244	271	330	355	230
IGSF5	26	43	0	18	0	10	0	0	5	0	6	2
IGSF6	0	0	0	0	0	0	0	0	0	0	0	0
IGSF8	1920.93	2306	1169	1707	1602	1488	2035	528	1228	1847	1442	1382
IGSF9	4	22	0	1	0	28	4	0	8	39	2	0
IGSF9B	0	54.89	0	24	0	16	2	0	30	0	18	20
IHH	0	0	0	0	0	0	8	0	4	32	8	18
IK	2895	2123.06	2240	2329.89	1271	2129.95	3296.92	1177	2425	2018	1632	2065.01
IKBIP	2240.02	2746.71	1925.68	2580.11	2246	3095.03	3131.12	2045.32	2343.06	2936.39	2968.07	2778.7
IKBKAP	997	1393	580	1342	1209	1693	2197.27	675	2235.98	1313	1874	1842
IKBKB	848	1037.86	769	996.02	756	1124	1376	439	1473.05	955	874	884
IKBKE	389	540	370	464	489	547	191	32	149	112	152	134
IKBKG	1830	2062.98	1853	1899	1755	1658	2338	1552	1816.03	1901	1865	2354.99
IKZF1	14	76	26	10	40	21	28	40	55	12	8	5
IKZF2	51	35	0	38	30	84	8	10	45	44	11	31
IKZF3	0	0	0	0	0	0	0	0	0	0	0	0
IKZF4	28	72	58	52	33	74	112	60	160.07	77	74	46
IKZF5	20	99.99	24	149	172	128	131	354	317	43	230	134.01
IL10	19.68	38.91	13.35	9.53	4.05	21.71	39.93	8	76.77	8.14	10.17	8
IL10RA	0	2	22	0	10	4	26	44	10	0	35	0
IL10RB	1015.22	1810.15	1668.35	1198.55	1445.81	1580.95	1709.38	934.14	844.99	1512.88	1118.78	1327.03
IL11	44.89	6	41	26.19	4	7	52	294.03	104.51	22	140	136
IL11RA	2031	1972.02	1997	2059	2079	2265	812	452	392	924	433	527
IL12A	36	0	0	8	12	16	3	0	12	26	8	18
IL12B	0	0	0	0	0	0	2	0	1	0	0	0
IL12RB1	41.55	18	10.95	7.89	0	9.01	36.64	12.28	53.45	7.14	0	8
IL12RB2	13	4	0	62	34	42	44	14	8	0	8	0
IL13	0	0	0	0	0	0	0	0	0	0	0	0
IL13RA1	1463.97	2878.99	1504.56	1932.29	2425.51	2723.25	1809.37	1086.04	1695.92	1315.72	1494.99	1457.14
IL13RA2	20	0	16	8	0	0	0	0	6	8	6	10
IL15	34.98	20.52	43.62	26.9	12.33	19.75	37.25	21.02	34.25	42.23	29.83	26.08
IL15RA	125	172	91	132	48	140	212	110	299	120	69	244
IL16	728	1083	921	1028	599	1112.98	993	197.95	1569.02	375	451	376
IL17A	0	0	0	0	0	0	0	0	0	0	0	0
IL17B	36	0	44	0	8	6	34	0	15	21	5	16
IL17C	0	0	0	0	0	0	8	0	0	0	0	0
IL17D	412	597.12	345	455.09	560.3	366	226	209	201	133	190	176.92
IL17F	0	0	0	0	0	0	0	0	0	0	0	0
IL17RA	1317.48	1561.67	951.06	1346	1028.08	1355.56	2529.76	844.46	2407.73	1264.6	1298	1626.94
IL17RB	15	47	74.52	31	21	19	75.01	6	104.69	25.74	35	22.39
IL17RC	1801	1349	1612	1352.02	1590.86	1369.45	696.21	264	354	703	656	497
IL17RD	841.9	1283.59	625.39	1540.84	1232.07	1490.82	823.3	209.56	778.98	568.8	453.23	567.76
IL17RE	194	101	147	110	0	44	187	97	92	110	80	100
IL17REL	0	0	0	0	0	0	0	0	0	0	0	0
IL18	5	11.46	0	4.14	1.11	5	9.26	0	5.94	0	4	5
IL18BP	10	39	0	14	38	21	192	20	242.02	41	70	81
IL18R1	259	436.01	193	482.71	402	601	270	71	190	139	167	145
IL18RAP	0	22	0	0	0	0	8	0	20	0	0	0
IL19	0	0	0	0	0	0	0	0	0	0	0	0
IL1A	92	197	56	183	136	236	19	168	56	39	58	105
IL1B	0	2	0	12	26	0	0	0	0	0	0	1
IL1F10	0	0	0	0	0	0	0	0	0	0	0	0
IL1R1	557.09	838	205.96	729	1207	1139.48	706.88	479	768.03	412.98	581	540
IL1R2	0	0	32	12	10	8	0	0	0	0	0	0
IL1RAP	196	400	163	299	464	620	276	223	329	155	374	222
IL1RAPL1	0	0	0	0	0	3	0	0	0	0	0	0
IL1RAPL2	0	0	0	0	0	0	0	0	0	0	0	0
IL1RL1	28	20	66	20	22	66	20	36	116	0	260	122
IL1RL2	0	0	0	0	0	0	0	0	0	0	0	0
IL1RN	0	0	0	0	0	0	0	0	0	0	0	0
IL2	0	0	0	0	0	0	0	0	0	0	0	0
IL20	0	0	0	0	0	0	0	0	0	0	0	0
IL20RA	4	32	42	42	6	30	2	0	5	0	0	0
IL20RB	66	8	0	34	10	28	28	6	41	20	4	2
IL21	0	0	0	0	0	0	0	0	0	0	0	0
IL21R	0	0	0	0	0	1	12	14	15.74	4	8	12
IL22	0	0	0	0	0	0	0	0	0	0	0	0
IL22RA1	0	0	0	0	0	0	0	0	0	0	0	0
IL22RA2	0	0	0	0	0	0	0	0	0	0	0	0
IL23A	0	34	0	4	0	5	0	0	7	18	0	0
IL23R	9.97	13.25	11.94	1.64	5.45	0	1	5	7.01	4.96	0.87	3.29
IL24	0	0	0	7.85	2.06	0.99	4.31	0	2.25	5.53	10.34	4.24
IL25	0	0	0	0	0	0	0	0	0	0	0	0
IL26	0	0	0	4	5	0	0	0	0	0	0	0
IL27	0	0	0	0	0	0	0	0	0	0	0	0
IL27RA	1531.18	1578.01	1238	1418	1085.45	1395.71	2216	290	1420	1282	807.1	961.21
IL28A	0	0	0	0	0	0	0	0	0	0	0	0
IL28B	0	0	0	0	0	0	0	0	0	0	0	0
IL28RA	95.67	54.66	109.9	57.88	28.3	60.59	88.35	16.73	130.89	37.09	14.91	33.01
IL29	0	0	0	0	0	0	0	0	0	0	0	0
IL2RA	0	0	0	4.83	0	0	0	0	0	0	3.87	0
IL2RB	0	6	10	0	0	0	0	0	12	0	0	22
IL2RG	0	10	0	0	14	10	14	0	4	10	0	0
IL3	0	0	0	0	0	0	0	0	0	0	0	0
IL31	0	0	0	0	0	0	0	0	0	0	0	0
IL31RA	102	94	40	84	50	57	116	60	229	84	121	117
IL32	4846.96	5064.95	3827.82	3434.77	5614	3732.65	9838.25	5105.04	5403.97	8330.03	8787.02	11315.66
IL33	1269.04	2693	1001	2219.85	5839.66	3650.1	346	977	465	685	700	885
IL34	0	4	0	0	0	8	0	0	0	0	4	4
IL36A	0	0	0	0	0	0	0	0	0	0	0	0
IL36B	0	0	0	0	0	0	0	0	0	0	0	0
IL36G	31	0	0	0	0	0	0	0	0	0	0	0
IL36RN	0	0	0	0	0	0	0	0	0	0	0	0
IL37	0	0	0	0	0	0	0	0	0	0	0	0
IL3RA	1125.84	713.47	1074	447	560	464	1528	381	1260	1231	1283	1307.34
IL4	0	0	0	0	0	0	0	0	0	0	0	0
IL4I1	1037	1006	918	782	706	530	1857	625	1168.82	1209	1209	1549.36
IL4R	4085	6860	4283.99	6517.96	4558.29	6225	12232	4109.08	11696.17	7810	7763.98	9734.23
IL5	0	0	0	0	0	0	0	0	0	0	0	0
IL5RA	0	0	0	0	0	0	0	0	2	0	0	0
IL6	0	0	0	0	0	0	0	0	0	0	0	0
IL6R	243.11	638.13	344.05	807.34	706.13	1089.77	1699.42	1993	2011.16	1511.95	1340.03	2253.28
IL6ST	2955.47	6294.12	2199.02	5118.59	6855.01	9892.12	18201.59	10849.83	23750.79	11431.2	23569.82	15979.25
IL7	0	0	0	0	0	8	8	0	13	0	0	0
IL7R	0	24	0	0	0	14	26	0	3	0	24	0
IL8	94	52	32	22	78	122	0	1266	77.94	108	75	37
IL9	0	0	0	0	0	0	0	0	0	0	0	0
IL9R	0	0	22	14	9	0	10	17	9	24	11	16
ILDR1	0	0	0	0	0	0	0	0	0	0	0	0
ILDR2	60	67	50	52	92	59	566.99	24	485	214.29	250	99
ILF2	7496	9430	8400.99	8377.83	9097	8909.82	9338.54	6399	5826.96	7250	8329.99	9849.03
ILF3	7442	7977	5143	7865.99	5269	7770.99	9773	3342	10349.43	4723.99	4608	5818.64
ILK	12275	11522.44	15709	10033.04	8369.98	10095.94	10754	6864	7849.1	11602.06	11235.25	13458
ILKAP	1721	1105	2042.99	1071	933	1135.68	1349	1005	869.67	1352	1115	1426
ILVBL	4279.1	5131	5394	5226	5051	5136	3182.37	2665	1516	3803	3418	3922
IMMP1L	81.38	219.81	303.26	207.98	271.49	128.56	172.25	23.4	73.23	120.92	97.29	145.97
IMMP2L	126	184	130	132.75	172	177.92	193	50	109	107	140	128
IMMT	4635.01	5801.13	4084.05	5303	3918	5192	7074	2672	3782.98	4464.05	3960	5077
IMP3	5448	6708	8577	5891	5235	5542.97	4358.96	2845	1902	3807	3108	3126
IMP4	1713	1548	2027.14	1317	1616	1230	1560	1024	856.88	1613	1843	2025.99
IMPA1	642	948	546	646	946	1211	1074.97	602	992	728	1414	1572.05
IMPA2	244	307	257.62	254	351	301	210	370	87	301	247	164
IMPACT	289	968	481.13	1008	958.99	1157	733	206	689.99	447	910	716
IMPAD1	2673.65	5120.26	1966.52	4414.22	4814.69	5575.34	4872.99	3481.42	4458.14	3282	4715	4726.98
IMPDH1	4037	4539	3680.01	5345	4629.18	4448.92	4978.05	2519.57	3270.83	4764	4860.97	4863
IMPDH2	4771	3833	4227	4940	4283	4505	2600	1295	1328.93	2531	1986	3283
IMPG1	0	0	0	0	0	0	4	0	7	0	0	6
IMPG2	0	0	0	16	30	30	38	36	86.84	14	0	6
INA	0	30	0	0	32	12	52	112	26	50	32	17
INADL	140.8	167.21	82.27	46.6	46.99	196.69	137.51	35.79	124.22	37.13	46	17.05
INCA1	0	67	56	27	44	18	40	34	40	6	14	24
INCENP	198	245	96	315	230	411	400	233	682	154.32	218	209
INF2	12473.64	12662.97	11485.17	12941.76	8088.02	10796.91	22944.25	8412.11	18897.91	14673.42	8981	16932.13
ING1	572	575.73	724	614	415	553	704	489	673	387	536	635.04
ING2	383	386	142	385	222	234	508	286	225	237	206	169.08
ING3	219.92	580	604.29	464	602	531.35	517	259	451.01	406	323.72	588
ING4	1526.03	2086	2686	1961	1948	2074	1657	1185	690	1423	841	1211
ING5	559.95	454.65	484	497.94	482.78	265.99	508.29	283.21	568.74	327	205	393.02
INHA	0	0	0	0	0	0	0	0	0	0	0	0
INHBA	0	16	0	8	0	14	0	11	11	0	12	26
INHBB	594.55	323.17	274	326	204	272	55	14	42	30	22	23
INHBC	0	0	0	0	0	0	0	0	0	0	0	0
INHBE	0	0	0	0	0	0	7	0	10.05	0	0	1
INMT	17.87	23.48	25	23.01	15.52	18.24	36.9	4.08	66.71	9.06	4.38	16.95
INO80	415	624	327	563	666	613	1356	336	1693.03	424	626	869
INO80B	1320	910.44	1383	1053	732	712	1033	261	566.89	723	440	796
INO80C	1371.82	1241.83	2002.8	1273.8	1412.7	1145.18	1390.12	1127.86	997	1452.89	1411.03	1748.05
INO80D	387	233	135	367	171	272	565.99	122	1344	330.03	323	304
INO80E	2926.19	3405.87	3340.77	3491.45	2825.93	2593.57	2663.74	1114.11	1636.97	2537.57	2222	3080.46
INPP1	2858	3580	3528	3716	3752.99	4344	5064.28	2876	3478	4380.38	4147.14	5946.6
INPP4A	442	907.17	459	727	790	1294	1364	654	1923	834	1404	1374
INPP4B	196	134	144	189	244	265	128	224	194	108	119	163
INPP5A	1879	2050	1827	1660.52	987	1517	9947.94	4020.94	7542.61	6320.8	8036.28	8296.98
INPP5B	831	454.46	590.75	679.01	128.24	373	593.56	157	512.67	270.38	308	263.99
INPP5D	1944	2957	1242	2916	1983	2529.88	2567	762	2289.01	1175	903.04	741
INPP5E	449	615	294	786	532	597	1144	198	1895.99	648	712	882
INPP5F	795	1234	927	1143	1019	1161	1013	425	1573	738.24	1157	1067.03
INPP5J	50	95	70	68	40	77	44	32	64	68	14	8
INPP5K	2681	3197	3190	3202	3483	3583.47	3728.64	2144	2172.07	3566	3650	4051
INPPL1	2545.01	5114.08	2789.99	4038.06	3980	4796	6199	3055.99	7237.73	3517	4436.74	5241.99
INS	0	0	0	0	0	0	0	0	0	0	0	0
INS-IGF2	0	0	0	0	0	0	0	0	0	0	0	0
INSC	0	0	0	0	0	0	0	0	0	0	0	0
INSIG1	909.66	2854.42	953	1909	1721.48	3055.99	9615.82	6951.95	9417.72	7082.3	9909.46	11099.81
INSIG2	617.22	1048.09	564	841	779	812	990.4	306	1018.92	640.81	872	740
INSL3	28	0	0	0	0	0	6	0	0	0	0	0
INSL4	0	0	0	0	0	0	0	0	0	0	0	0
INSL5	0	0	0	0	0	0	0	0	0	0	0	0
INSL6	0	0	0	0	0	0	0	0	0	0	0	0
INSM1	0	0	0	0	0	0	0	0	0	0	0	0
INSM2	0	0	0	0	0	0	0	0	6	2	0	0
INSR	812.35	656.01	533	463.2	394.03	643.85	955.12	258	1155	597	562.39	679.02
INSRR	0	0	0	0	0	0	0	0	0	0	0	0
INTS1	11513	7433.02	7286.86	8485	5337	7065.06	11007	2527	8505	6284	4844.53	6096
INTS10	2093	2215	1921	2045	1775.94	2266	1823.95	1004	1228	1486	1339	1566
INTS12	417	756.96	573	509	575	707	776	646	631	567	726	847
INTS2	95	310.08	109	380	394	460	322	178.46	578	239.05	323	403
INTS3	3017.4	2701.01	1752.9	3202	1724	3062.04	4715.35	1304	4845.81	2597	2715	2957.39
INTS4	946.01	1188	842	1254	1286	1490	1460	898	1099	1085	1329	1373
INTS5	1855	3450	1859	3084	2463	3859	3349.98	1941.03	1871	2882	3296	3422
INTS6	527	930	339	736	687	1051.01	1016.77	766	1445.17	822.39	964	986
INTS7	404	698.59	631	648.38	755	771	1056	524	810.28	856	1012	1205
